movieId,titulo_movie_lens,genres,tag,geral
3142,U2: Rattle and Hum (1988),Documentary|Musical,,U2: Rattle and Hum  1988  Documentary Musical nan
3143,Hell in the Pacific (1968),Drama|War,,Hell in the Pacific  1968  Drama War nan
3145,Cradle Will Rock (1999),Drama,,Cradle Will Rock  1999  Drama nan
3146,Deuce Bigalow: Male Gigolo (1999),Comedy,,Deuce Bigalow: Male Gigolo  1999  Comedy nan
3147,"Green Mile, The (1999)",Crime|Drama,Stephen King,Green Mile  The  1999  Crime Drama Stephen King
3148,"Cider House Rules, The (1999)",Drama,,Cider House Rules  The  1999  Drama nan
3150,"War Zone, The (1999)",Drama|Thriller,,War Zone  The  1999  Drama Thriller nan
3152,"Last Picture Show, The (1971)",Drama,black-and-white,Last Picture Show  The  1971  Drama black-and-white
3153,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,,7th Voyage of Sinbad  The  1958  Action Adventure Fantasy nan
3155,Anna and the King (1999),Drama|Romance,,Anna and the King  1999  Drama Romance nan
3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi,,Bicentennial Man  1999  Drama Romance Sci-Fi nan
3157,Stuart Little (1999),Children|Comedy|Fantasy,,Stuart Little  1999  Children Comedy Fantasy nan
3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama,,Emperor and the Assassin  The  Jing ke ci qin wang   1999  Drama nan
3159,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,,Fantasia 2000  1999  Animation Children Musical IMAX nan
3160,Magnolia (1999),Drama,L.A.,Magnolia  1999  Drama L.A.
3161,Onegin (1999),Drama|Romance,,Onegin  1999  Drama Romance nan
3162,Simpatico (1999),Comedy|Drama,,Simpatico  1999  Comedy Drama nan
3163,Topsy-Turvy (1999),Comedy|Drama|Musical,,Topsy-Turvy  1999  Comedy Drama Musical nan
3165,Boiling Point (1993),Action|Drama,,Boiling Point  1993  Action Drama nan
3167,Carnal Knowledge (1971),Comedy|Drama,,Carnal Knowledge  1971  Comedy Drama nan
3168,Easy Rider (1969),Adventure|Drama,,Easy Rider  1969  Adventure Drama nan
3169,The Falcon and the Snowman (1985),Crime|Drama|Thriller,,The Falcon and the Snowman  1985  Crime Drama Thriller nan
3171,Room at the Top (1959),Drama,,Room at the Top  1959  Drama nan
3173,Any Given Sunday (1999),Drama,,Any Given Sunday  1999  Drama nan
3174,Man on the Moon (1999),Comedy|Drama,Andy Kaufman,Man on the Moon  1999  Comedy Drama Andy Kaufman
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,spoof,Galaxy Quest  1999  Adventure Comedy Sci-Fi spoof
3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,based on a book|creepy|disturbing|Jude Law|murder|obsession|psychology|secrets|serial killer|suspense|Europe|murder,Talented Mr. Ripley  The  1999  Drama Mystery Thriller based on a book creepy disturbing Jude Law murder obsession psychology secrets serial killer suspense Europe murder
3177,Next Friday (2000),Comedy,,Next Friday  2000  Comedy nan
3178,"Hurricane, The (1999)",Drama,boxing,Hurricane  The  1999  Drama boxing
3179,Angela's Ashes (1999),Drama,,Angela's Ashes  1999  Drama nan
3181,Titus (1999),Drama,Shakespeare,Titus  1999  Drama Shakespeare
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary,,Mr. Death: The Rise and Fall of Fred A. Leuchter  Jr.  1999  Documentary nan
3183,"Third Miracle, The (1999)",Drama,,Third Miracle  The  1999  Drama nan
3185,Snow Falling on Cedars (1999),Drama,,Snow Falling on Cedars  1999  Drama nan
3186,"Girl, Interrupted (1999)",Drama,asylum|based on a true story|Brittany Murphy|Mental Hospital|psychology|winona ryder,Girl  Interrupted  1999  Drama asylum based on a true story Brittany Murphy Mental Hospital psychology winona ryder
3189,My Dog Skip (1999),Children|Drama,,My Dog Skip  1999  Children Drama nan
3190,Supernova (2000),Adventure|Sci-Fi|Thriller,,Supernova  2000  Adventure Sci-Fi Thriller nan
3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama,In Netflix queue,Terrorist  The  a.k.a. Malli   Theeviravaathi   1998  Drama In Netflix queue
3194,"Way We Were, The (1973)",Drama|Romance,,Way We Were  The  1973  Drama Romance nan
3196,Stalag 17 (1953),Drama|War,,Stalag 17  1953  Drama War nan
3197,"Presidio, The (1988)",Action|Crime|Romance|Thriller,,Presidio  The  1988  Action Crime Romance Thriller nan
3198,Papillon (1973),Crime|Drama,,Papillon  1973  Crime Drama nan
3200,"Last Detail, The (1973)",Comedy|Drama,,Last Detail  The  1973  Comedy Drama nan
3201,Five Easy Pieces (1970),Drama,,Five Easy Pieces  1970  Drama nan
3203,Dead Calm (1989),Thriller,,Dead Calm  1989  Thriller nan
3204,"Boys from Brazil, The (1978)",Action|Mystery|Thriller,,Boys from Brazil  The  1978  Action Mystery Thriller nan
3206,Against All Odds (1984),Romance,,Against All Odds  1984  Romance nan
3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy,,Loaded Weapon 1  National Lampoon's Loaded Weapon 1   1993  Action Comedy nan
3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,high school,Fast Times at Ridgemont High  1982  Comedy Drama Romance high school
3211,"Cry in the Dark, A (1988)",Drama,a dingo ate my baby|Australia,Cry in the Dark  A  1988  Drama a dingo ate my baby Australia
3213,Batman: Mask of the Phantasm (1993),Animation|Children,,Batman: Mask of the Phantasm  1993  Animation Children nan
3214,American Flyers (1985),Drama,,American Flyers  1985  Drama nan
3217,"Star Is Born, A (1937)",Drama,,Star Is Born  A  1937  Drama nan
3219,Pacific Heights (1990),Mystery|Thriller,,Pacific Heights  1990  Mystery Thriller nan
3221,"Draughtsman's Contract, The (1982)",Drama,,Draughtsman's Contract  The  1982  Drama nan
3223,"Zed & Two Noughts, A (1985)",Drama,,Zed & Two Noughts  A  1985  Drama nan
3224,Woman in the Dunes (Suna no onna) (1964),Drama,,Woman in the Dunes  Suna no onna   1964  Drama nan
3225,Down to You (2000),Comedy|Romance,,Down to You  2000  Comedy Romance nan
3230,"Odessa File, The (1974)",Thriller,,Odessa File  The  1974  Thriller nan
3235,Where the Buffalo Roam (1980),Comedy,,Where the Buffalo Roam  1980  Comedy nan
3238,Eye of the Beholder (1999),Thriller,,Eye of the Beholder  1999  Thriller nan
3240,"Big Tease, The (1999)",Comedy,,Big Tease  The  1999  Comedy nan
3241,"Cup, The (Phörpa) (1999)",Comedy,,Cup  The  Phörpa   1999  Comedy nan
3243,Encino Man (1992),Comedy,,Encino Man  1992  Comedy nan
3244,"Goodbye Girl, The (1977)",Comedy|Romance,,Goodbye Girl  The  1977  Comedy Romance nan
3246,Malcolm X (1992),Drama,,Malcolm X  1992  Drama nan
3247,Sister Act (1992),Comedy|Crime,nuns,Sister Act  1992  Comedy Crime nuns
3248,Sister Act 2: Back in the Habit (1993),Comedy,,Sister Act 2: Back in the Habit  1993  Comedy nan
3249,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller,,Hand That Rocks the Cradle  The  1992  Drama Thriller nan
3250,Alive (1993),Drama,In Netflix queue,Alive  1993  Drama In Netflix queue
3251,Agnes of God (1985),Drama|Mystery,,Agnes of God  1985  Drama Mystery nan
3252,Scent of a Woman (1992),Drama,,Scent of a Woman  1992  Drama nan
3253,Wayne's World (1992),Comedy,,Wayne's World  1992  Comedy nan
3254,Wayne's World 2 (1993),Comedy,,Wayne's World 2  1993  Comedy nan
3255,"League of Their Own, A (1992)",Comedy|Drama,,League of Their Own  A  1992  Comedy Drama nan
3256,Patriot Games (1992),Action|Crime|Drama|Thriller,,Patriot Games  1992  Action Crime Drama Thriller nan
3257,"Bodyguard, The (1992)",Drama|Romance|Thriller,,Bodyguard  The  1992  Drama Romance Thriller nan
3258,Death Becomes Her (1992),Comedy|Fantasy,plastic surgery,Death Becomes Her  1992  Comedy Fantasy plastic surgery
3259,Far and Away (1992),Adventure|Drama|Romance,Ireland,Far and Away  1992  Adventure Drama Romance Ireland
3260,Howards End (1992),Drama,E.M. Forster,Howards End  1992  Drama E.M. Forster
3261,Singles (1992),Comedy|Drama|Romance,,Singles  1992  Comedy Drama Romance nan
3262,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller,,Twin Peaks: Fire Walk with Me  1992  Crime Drama Mystery Thriller nan
3263,White Men Can't Jump (1992),Comedy|Drama,basketball,White Men Can't Jump  1992  Comedy Drama basketball
3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror,,Buffy the Vampire Slayer  1992  Action Comedy Horror nan
3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,gun fu|heroic bloodshed,Hard-Boiled  Lat sau san taam   1992  Action Crime Drama Thriller gun fu heroic bloodshed
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller,black comedy|crazy|dark|dark comedy|dark humor|serial killer,Man Bites Dog  C'est arrivé près de chez vous   1992  Comedy Crime Drama Thriller black comedy crazy dark dark comedy dark humor serial killer
3267,"Mariachi, El (1992)",Action|Crime|Thriller|Western,,Mariachi  El  1992  Action Crime Thriller Western nan
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,,Stop! Or My Mom Will Shoot  1992  Action Comedy nan
3269,Forever Young (1992),Drama|Romance|Sci-Fi,,Forever Young  1992  Drama Romance Sci-Fi nan
3270,"Cutting Edge, The (1992)",Comedy|Drama|Romance,figure skating,Cutting Edge  The  1992  Comedy Drama Romance figure skating
3271,Of Mice and Men (1992),Drama,,Of Mice and Men  1992  Drama nan
3272,Bad Lieutenant (1992),Crime|Drama,,Bad Lieutenant  1992  Crime Drama nan
3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,slasher|spoof,Scream 3  2000  Comedy Horror Mystery Thriller slasher spoof
3274,Single White Female (1992),Drama|Thriller,,Single White Female  1992  Drama Thriller nan
3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,,Boondock Saints  The  2000  Action Crime Drama Thriller nan
3276,Gun Shy (2000),Comedy,,Gun Shy  2000  Comedy nan
3280,"Baby, The (1973)",Horror,,Baby  The  1973  Horror nan
3281,"Brandon Teena Story, The (1998)",Documentary,sexuality,Brandon Teena Story  The  1998  Documentary sexuality
3283,Minnie and Moskowitz (1971),Action,,Minnie and Moskowitz  1971  Action nan
3284,They Might Be Giants (1971),Comedy|Mystery|Romance,,They Might Be Giants  1971  Comedy Mystery Romance nan
3285,"Beach, The (2000)",Adventure|Drama,,Beach  The  2000  Adventure Drama nan
3286,Snow Day (2000),Comedy,,Snow Day  2000  Comedy nan
3287,"Tigger Movie, The (2000)",Animation|Children,,Tigger Movie  The  2000  Animation Children nan
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,,Not One Less  Yi ge dou bu neng shao   1999  Drama nan
3294,Eaten Alive (1977),Horror,,Eaten Alive  1977  Horror nan
3295,Raining Stones (1993),Drama,,Raining Stones  1993  Drama nan
3296,To Sir with Love (1967),Drama,,To Sir with Love  1967  Drama nan
3298,Boiler Room (2000),Crime|Drama|Thriller,,Boiler Room  2000  Crime Drama Thriller nan
3299,Hanging Up (2000),Comedy|Drama,,Hanging Up  2000  Comedy Drama nan
3300,Pitch Black (2000),Horror|Sci-Fi|Thriller,,Pitch Black  2000  Horror Sci-Fi Thriller nan
3301,"Whole Nine Yards, The (2000)",Comedy|Crime,,Whole Nine Yards  The  2000  Comedy Crime nan
3302,Beautiful People (1999),Comedy,,Beautiful People  1999  Comedy nan
3303,Black Tar Heroin: The Dark End of the Street (2000),Documentary,,Black Tar Heroin: The Dark End of the Street  2000  Documentary nan
3306,"Circus, The (1928)",Comedy,big top|circus,Circus  The  1928  Comedy big top circus
3307,City Lights (1931),Comedy|Drama|Romance,blind,City Lights  1931  Comedy Drama Romance blind
3308,"Flamingo Kid, The (1984)",Comedy|Drama,,Flamingo Kid  The  1984  Comedy Drama nan
3310,"Kid, The (1921)",Comedy|Drama,orphans,Kid  The  1921  Comedy Drama orphans
3313,Class Reunion (1982),Comedy,,Class Reunion  1982  Comedy nan
3315,Happy Go Lovely (1951),Musical,,Happy Go Lovely  1951  Musical nan
3316,Reindeer Games (2000),Action|Thriller,,Reindeer Games  2000  Action Thriller nan
3317,Wonder Boys (2000),Comedy|Drama,writing,Wonder Boys  2000  Comedy Drama writing
3323,Chain of Fools (2000),Comedy|Crime,,Chain of Fools  2000  Comedy Crime nan
3324,Drowning Mona (2000),Comedy,,Drowning Mona  2000  Comedy nan
3325,"Next Best Thing, The (2000)",Comedy|Drama,,Next Best Thing  The  2000  Comedy Drama nan
3326,What Planet Are You From? (2000),Comedy|Sci-Fi,,What Planet Are You From?  2000  Comedy Sci-Fi nan
3327,Beyond the Mat (1999),Documentary,,Beyond the Mat  1999  Documentary nan
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,,Ghost Dog: The Way of the Samurai  1999  Crime Drama nan
3329,The Year My Voice Broke (1987),Drama|Romance,,The Year My Voice Broke  1987  Drama Romance nan
3330,Splendor in the Grass (1961),Drama|Romance,adolescence|sexuality,Splendor in the Grass  1961  Drama Romance adolescence sexuality
3331,My Tutor (1983),Drama,,My Tutor  1983  Drama nan
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,,Key Largo  1948  Crime Drama Film-Noir Thriller nan
3338,For All Mankind (1989),Documentary,In Netflix queue,For All Mankind  1989  Documentary In Netflix queue
3341,Born Yesterday (1950),Comedy,remade,Born Yesterday  1950  Comedy remade
3342,Birdy (1984),Drama|War,,Birdy  1984  Drama War nan
3344,Blood Feast (1963),Horror,,Blood Feast  1963  Horror nan
3345,"Charlie, the Lonesome Cougar (1967)",Adventure|Children,,Charlie  the Lonesome Cougar  1967  Adventure Children nan
3347,Never Cry Wolf (1983),Adventure|Drama,,Never Cry Wolf  1983  Adventure Drama nan
3350,"Raisin in the Sun, A (1961)",Drama,,Raisin in the Sun  A  1961  Drama nan
3353,"Closer You Get, The (2000)",Comedy|Romance,,Closer You Get  The  2000  Comedy Romance nan
3354,Mission to Mars (2000),Sci-Fi,,Mission to Mars  2000  Sci-Fi nan
3355,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,,Ninth Gate  The  1999  Fantasy Horror Mystery Thriller nan
3357,East-West (Est-ouest) (1999),Drama|Romance,,East-West  Est-ouest   1999  Drama Romance nan
3358,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance,,Defending Your Life  1991  Comedy Drama Fantasy Romance nan
3359,Breaking Away (1979),Comedy|Drama,,Breaking Away  1979  Comedy Drama nan
3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,basketball,Hoosiers  a.k.a. Best Shot   1986  Drama Romance basketball
3361,Bull Durham (1988),Comedy|Drama|Romance,,Bull Durham  1988  Comedy Drama Romance nan
3362,Dog Day Afternoon (1975),Crime|Drama,,Dog Day Afternoon  1975  Crime Drama nan
3363,American Graffiti (1973),Comedy|Drama,,American Graffiti  1973  Comedy Drama nan
3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,,Asphalt Jungle  The  1950  Crime Film-Noir nan
3365,"Searchers, The (1956)",Drama|Western,,Searchers  The  1956  Drama Western nan
3368,"Big Country, The (1958)",Romance|Western,,Big Country  The  1958  Romance Western nan
3370,Betrayed (1988),Drama|Thriller,,Betrayed  1988  Drama Thriller nan
3372,"Bridge at Remagen, The (1969)",Action|War,,Bridge at Remagen  The  1969  Action War nan
3374,Daughters of the Dust (1991),Drama,,Daughters of the Dust  1991  Drama nan
3378,"Ogre, The (Unhold, Der) (1996)",Drama,,Ogre  The  Unhold  Der   1996  Drama nan
3379,On the Beach (1959),Drama,,On the Beach  1959  Drama nan
3384,"Taking of Pelham One Two Three, The (1974)",Action|Crime,subway,Taking of Pelham One Two Three  The  1974  Action Crime subway
3385,Volunteers (1985),Comedy,Peace Corp,Volunteers  1985  Comedy Peace Corp
3386,JFK (1991),Drama|Mystery|Thriller,politics|president,JFK  1991  Drama Mystery Thriller politics president
3387,Who's Harry Crumb? (1989),Comedy|Mystery,,Who's Harry Crumb?  1989  Comedy Mystery nan
3388,Harry and the Hendersons (1987),Children|Comedy,,Harry and the Hendersons  1987  Children Comedy nan
3389,Let's Get Harry (1986),Action|Adventure,,Let's Get Harry  1986  Action Adventure nan
3390,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,,Shanghai Surprise  1986  Adventure Crime Drama Romance nan
3391,Who's That Girl? (1987),Comedy,,Who's That Girl?  1987  Comedy nan
3392,She-Devil (1989),Comedy,,She-Devil  1989  Comedy nan
3393,Date with an Angel (1987),Comedy|Fantasy|Romance,,Date with an Angel  1987  Comedy Fantasy Romance nan
3394,Blind Date (1987),Comedy|Romance,,Blind Date  1987  Comedy Romance nan
3395,Nadine (1987),Comedy,,Nadine  1987  Comedy nan
3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,,Muppet Movie  The  1979  Adventure Children Comedy Musical nan
3397,"Great Muppet Caper, The (1981)",Children|Comedy,,Great Muppet Caper  The  1981  Children Comedy nan
3398,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical,,Muppets Take Manhattan  The  1984  Children Comedy Musical nan
3400,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,,We're Back! A Dinosaur's Story  1993  Adventure Animation Children Fantasy nan
3401,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,,Baby... Secret of the Lost Legend  1985  Adventure Sci-Fi nan
3402,Turtle Diary (1985),Comedy|Drama|Romance,,Turtle Diary  1985  Comedy Drama Romance nan
3403,Raise the Titanic (1980),Drama|Thriller,,Raise the Titanic  1980  Drama Thriller nan
3404,Titanic (1953),Action|Drama,,Titanic  1953  Action Drama nan
3405,"Night to Remember, A (1958)",Action|Drama,,Night to Remember  A  1958  Action Drama nan
3406,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War,,Captain Horatio Hornblower R.N.  1951  Action Adventure Drama War nan
3408,Erin Brockovich (2000),Drama,scandal|true story,Erin Brockovich  2000  Drama scandal true story
3409,Final Destination (2000),Drama|Thriller,,Final Destination  2000  Drama Thriller nan
3410,Soft Fruit (1999),Comedy|Drama,,Soft Fruit  1999  Comedy Drama nan
3412,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama,,Bear  The  Ours  L'   1988  Adventure Children Drama nan
3414,Love Is a Many-Splendored Thing (1955),Drama|Romance|War,,Love Is a Many-Splendored Thing  1955  Drama Romance War nan
3415,"Mirror, The (Zerkalo) (1975)",Drama,,Mirror  The  Zerkalo   1975  Drama nan
3417,"Crimson Pirate, The (1952)",Adventure|Comedy,,Crimson Pirate  The  1952  Adventure Comedy nan
3418,Thelma & Louise (1991),Adventure|Crime|Drama,,Thelma & Louise  1991  Adventure Crime Drama nan
3420,...And Justice for All (1979),Drama|Thriller,lawyers,...And Justice for All  1979  Drama Thriller lawyers
3421,Animal House (1978),Comedy,college|TOGA,Animal House  1978  Comedy college TOGA
3422,She's Gotta Have It (1986),Comedy|Romance,,She's Gotta Have It  1986  Comedy Romance nan
3423,School Daze (1988),Drama,,School Daze  1988  Drama nan
3424,Do the Right Thing (1989),Drama,racism|great cinematography,Do the Right Thing  1989  Drama racism great cinematography
3425,Mo' Better Blues (1990),Drama|Musical,,Mo' Better Blues  1990  Drama Musical nan
3426,Jungle Fever (1991),Drama|Romance,,Jungle Fever  1991  Drama Romance nan
3428,"Champ, The (1979)",Drama,,Champ  The  1979  Drama nan
3429,Creature Comforts (1989),Animation|Comedy,aardman,Creature Comforts  1989  Animation Comedy aardman
3430,Death Wish (1974),Action|Crime|Drama,,Death Wish  1974  Action Crime Drama nan
3431,Death Wish 2 (1982),Action|Drama,,Death Wish 2  1982  Action Drama nan
3432,Death Wish 3 (1985),Action|Drama,,Death Wish 3  1985  Action Drama nan
3433,Death Wish 4: The Crackdown (1987),Action|Drama,,Death Wish 4: The Crackdown  1987  Action Drama nan
3434,Death Wish 5: The Face of Death (1994),Action|Drama,,Death Wish 5: The Face of Death  1994  Action Drama nan
3435,Double Indemnity (1944),Crime|Drama|Film-Noir,Insurance,Double Indemnity  1944  Crime Drama Film-Noir Insurance
3436,Dying Young (1991),Drama|Romance,,Dying Young  1991  Drama Romance nan
3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,,Teenage Mutant Ninja Turtles  1990  Action Children Comedy Fantasy Sci-Fi nan
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,,Teenage Mutant Ninja Turtles II: The Secret of the Ooze  1991  Action Children Fantasy nan
3440,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,,Teenage Mutant Ninja Turtles III  1993  Action Adventure Children Comedy Fantasy nan
3441,Red Dawn (1984),Action|Drama|War,,Red Dawn  1984  Action Drama War nan
3442,Band of the Hand (1986),Action|Crime|Drama,,Band of the Hand  1986  Action Crime Drama nan
3444,Bloodsport (1988),Action,,Bloodsport  1988  Action nan
3445,Eyes of Laura Mars (1978),Mystery|Thriller,,Eyes of Laura Mars  1978  Mystery Thriller nan
3446,Funny Bones (1995),Comedy|Drama,,Funny Bones  1995  Comedy Drama nan
3447,"Good Earth, The (1937)",Drama,Pearl S Buck,Good Earth  The  1937  Drama Pearl S Buck
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,,Good Morning  Vietnam  1987  Comedy Drama War nan
3449,"Good Mother, The (1988)",Drama,,Good Mother  The  1988  Drama nan
3450,Grumpy Old Men (1993),Comedy,,Grumpy Old Men  1993  Comedy nan
3451,Guess Who's Coming to Dinner (1967),Drama,Hepburn and Tracy|interracial marriage|prejudice|racism,Guess Who's Coming to Dinner  1967  Drama Hepburn and Tracy interracial marriage prejudice racism
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller,,Romeo Must Die  2000  Action Crime Romance Thriller nan
3453,Here on Earth (2000),Drama|Romance,,Here on Earth  2000  Drama Romance nan
3454,Whatever It Takes (2000),Comedy|Romance,,Whatever It Takes  2000  Comedy Romance nan
3455,Buddy Boy (1999),Drama|Thriller,,Buddy Boy  1999  Drama Thriller nan
3456,"Color of Paradise, The (Rang-e khoda) (1999)",Drama,In Netflix queue,Color of Paradise  The  Rang-e khoda   1999  Drama In Netflix queue
3459,Gothic (1986),Drama|Horror,,Gothic  1986  Drama Horror nan
3461,Lord of the Flies (1963),Adventure|Drama|Thriller,island,Lord of the Flies  1963  Adventure Drama Thriller island
3462,Modern Times (1936),Comedy|Drama|Romance,factory,Modern Times  1936  Comedy Drama Romance factory
3466,Heart and Souls (1993),Comedy|Fantasy,,Heart and Souls  1993  Comedy Fantasy nan
3467,Hud (1963),Drama|Western,,Hud  1963  Drama Western nan
3468,"Hustler, The (1961)",Drama,pool,Hustler  The  1961  Drama pool
3469,Inherit the Wind (1960),Drama,court|evolution|religion,Inherit the Wind  1960  Drama court evolution religion
3470,Dersu Uzala (1975),Adventure|Drama,,Dersu Uzala  1975  Adventure Drama nan
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,,Close Encounters of the Third Kind  1977  Adventure Drama Sci-Fi nan
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy,,Jonah Who Will Be 25 in the Year 2000  Jonas qui aura 25 ans en l'an 2000   1976  Comedy nan
3474,Retroactive (1997),Sci-Fi|Thriller,,Retroactive  1997  Sci-Fi Thriller nan
3475,"Place in the Sun, A (1951)",Drama|Romance,class,Place in the Sun  A  1951  Drama Romance class
3476,Jacob's Ladder (1990),Horror|Mystery,,Jacob's Ladder  1990  Horror Mystery nan
3477,Empire Records (1995),Comedy|Drama,,Empire Records  1995  Comedy Drama nan
3478,"Bamba, La (1987)",Drama,,Bamba  La  1987  Drama nan
3479,Ladyhawke (1985),Adventure|Fantasy|Romance,,Ladyhawke  1985  Adventure Fantasy Romance nan
3480,Lucas (1986),Drama|Romance,,Lucas  1986  Drama Romance nan
3481,High Fidelity (2000),Comedy|Drama|Romance,music|Nick Hornby,High Fidelity  2000  Comedy Drama Romance music Nick Hornby
3483,"Road to El Dorado, The (2000)",Animation|Children,,Road to El Dorado  The  2000  Animation Children nan
3484,"Skulls, The (2000)",Thriller,,Skulls  The  2000  Thriller nan
3489,Hook (1991),Adventure|Comedy|Fantasy,Peter Pan,Hook  1991  Adventure Comedy Fantasy Peter Pan
3492,"Son of the Sheik, The (1926)",Adventure|Comedy|Romance,,Son of the Sheik  The  1926  Adventure Comedy Romance nan
3494,True Grit (1969),Adventure|Drama|Western,,True Grit  1969  Adventure Drama Western nan
3496,Madame Sousatzka (1988),Drama,,Madame Sousatzka  1988  Drama nan
3497,Max Dugan Returns (1983),Comedy,,Max Dugan Returns  1983  Comedy nan
3498,Midnight Express (1978),Drama,In Netflix queue,Midnight Express  1978  Drama In Netflix queue
3499,Misery (1990),Drama|Horror|Thriller,claustrophobic|horror|scary|stephen king|suspenseful|tense|thriller,Misery  1990  Drama Horror Thriller claustrophobic horror scary stephen king suspenseful tense thriller
3500,Mr. Saturday Night (1992),Comedy|Drama,,Mr. Saturday Night  1992  Comedy Drama nan
3501,Murphy's Romance (1985),Comedy|Romance,,Murphy's Romance  1985  Comedy Romance nan
3502,My Life (1993),Drama,death,My Life  1993  Drama death
3503,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,,Solaris  Solyaris   1972  Drama Mystery Sci-Fi nan
3504,Network (1976),Comedy|Drama,journalism,Network  1976  Comedy Drama journalism
3505,No Way Out (1987),Drama|Mystery|Thriller,,No Way Out  1987  Drama Mystery Thriller nan
3506,North Dallas Forty (1979),Comedy|Drama,,North Dallas Forty  1979  Comedy Drama nan
3507,"Odd Couple, The (1968)",Comedy,In Netflix queue,Odd Couple  The  1968  Comedy In Netflix queue
3508,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western,,Outlaw Josey Wales  The  1976  Action Adventure Drama Thriller Western nan
3510,Frequency (2000),Drama|Thriller,,Frequency  2000  Drama Thriller nan
3511,Ready to Rumble (2000),Comedy,,Ready to Rumble  2000  Comedy nan
3512,Return to Me (2000),Drama|Romance,transplants,Return to Me  2000  Drama Romance transplants
3513,Rules of Engagement (2000),Drama|Thriller,,Rules of Engagement  2000  Drama Thriller nan
3514,Joe Gould's Secret (2000),Drama,,Joe Gould's Secret  2000  Drama nan
3515,Me Myself I (2000),Comedy|Romance,alternate endings,Me Myself I  2000  Comedy Romance alternate endings
3516,"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance,,Bell  Book and Candle  1958  Comedy Fantasy Romance nan
3519,Force 10 from Navarone (1978),Action|Drama|War,,Force 10 from Navarone  1978  Action Drama War nan
3521,Mystery Train (1989),Comedy|Drama,,Mystery Train  1989  Comedy Drama nan
3524,Arthur (1981),Comedy|Romance,,Arthur  1981  Comedy Romance nan
3525,Bachelor Party (1984),Comedy,,Bachelor Party  1984  Comedy nan
3526,Parenthood (1989),Comedy|Drama,families,Parenthood  1989  Comedy Drama families
3527,Predator (1987),Action|Sci-Fi|Thriller,aliens|sci-fi|scifi cult|aliens|Arnold Schwarzenegger|dialogue|guns|Jesse Ventura|macho|sci-fi|scifi cult,Predator  1987  Action Sci-Fi Thriller aliens sci-fi scifi cult aliens Arnold Schwarzenegger dialogue guns Jesse Ventura macho sci-fi scifi cult
3528,"Prince of Tides, The (1991)",Drama|Romance,psychiatrist,Prince of Tides  The  1991  Drama Romance psychiatrist
3529,"Postman Always Rings Twice, The (1981)",Crime|Thriller,,Postman Always Rings Twice  The  1981  Crime Thriller nan
