,movieId,titulo_movie_lens,count_ratings
2901,3888,Skipped Parts (2000),1
2902,3889,Highlander: Endgame (Highlander IV) (2000),6
2903,3893,Nurse Betty (2000),19
2904,3894,Solas (1999),1
2905,3895,"Watcher, The (2000)",1
2906,3896,"Way of the Gun, The (2000)",8
2907,3897,Almost Famous (2000),83
2908,3898,Bait (2000),2
2909,3899,Circus (2000),1
2910,3900,Crime and Punishment in Suburbia (2000),1
2911,3901,Duets (2000),2
2912,3906,Under Suspicion (2000),2
2913,3908,Urban Legends: Final Cut (2000),3
2914,3909,Woman on Top (2000),4
2915,3910,Dancer in the Dark (2000),20
2916,3911,Best in Show (2000),53
2917,3912,Beautiful (2000),2
2918,3914,"Broken Hearts Club, The (2000)",1
2919,3915,Girlfight (2000),6
2920,3916,Remember the Titans (2000),41
2921,3917,Hellraiser (1987),15
2922,3918,Hellbound: Hellraiser II (1988),9
2923,3919,Hellraiser III: Hell on Earth (1992),1
2924,3920,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",1
2925,3922,Bikini Beach (1964),1
2926,3925,Stranger Than Paradise (1984),6
2927,3926,Voyage to the Bottom of the Sea (1961),1
2928,3927,Fantastic Voyage (1966),6
2929,3928,Abbott and Costello Meet Frankenstein (1948),4
2930,3929,"Bank Dick, The (1940)",2
2931,3930,"Creature from the Black Lagoon, The (1954)",4
2932,3932,"Invisible Man, The (1933)",2
2933,3933,"Killer Shrews, The (1959)",1
2934,3937,Runaway (1984),4
2935,3938,"Slumber Party Massacre, The (1982)",2
2936,3939,Slumber Party Massacre II (1987),1
2937,3940,Slumber Party Massacre III (1990),1
2938,3941,Sorority House Massacre (1986),1
2939,3942,Sorority House Massacre II (1990),1
2940,3943,Bamboozled (2000),8
2941,3945,Digimon: The Movie (2000),1
2942,3946,Get Carter (2000),5
2943,3947,Get Carter (1971),3
2944,3948,Meet the Parents (2000),91
2945,3949,Requiem for a Dream (2000),96
2946,3950,Tigerland (2000),8
2947,3951,Two Family House (2000),1
2948,3952,"Contender, The (2000)",7
2949,3953,Dr. T and the Women (2000),4
2950,3955,"Ladies Man, The (2000)",6
2951,3957,Billy Jack (1971),3
2952,3958,Billy Jack Goes to Washington (1977),1
2953,3959,"Time Machine, The (1960)",8
2954,3962,Ghoulies II (1987),1
2955,3963,"Unsinkable Molly Brown, The (1964)",2
2956,3964,"Adventures of Ichabod and Mr. Toad, The (1949)",3
2957,3965,"Strange Love of Martha Ivers, The (1946)",1
2958,3966,Detour (1945),2
2959,3967,Billy Elliot (2000),37
2960,3968,Bedazzled (2000),27
2961,3969,Pay It Forward (2000),26
2962,3971,"Private Eyes, The (1981)",2
2963,3972,"Legend of Drunken Master, The (Jui kuen II) (1994)",16
2964,3973,Book of Shadows: Blair Witch 2 (2000),4
2965,3974,"Little Vampire, The (2000)",1
2966,3977,Charlie's Angels (2000),72
2967,3978,"Legend of Bagger Vance, The (2000)",15
2968,3979,Little Nicky (2000),24
2969,3980,Men of Honor (2000),14
2970,3981,Red Planet (2000),13
2971,3983,You Can Count on Me (2000),9
2972,3984,Diamonds Are Forever (1971),21
2973,3985,"Eagle Has Landed, The (1976)",6
2974,3986,"6th Day, The (2000)",20
2975,3987,Bounce (2000),6
2976,3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),33
2977,3989,One Day in September (1999),2
2978,3990,Rugrats in Paris: The Movie (2000),4
2979,3991,102 Dalmatians (2000),9
2980,3992,Malèna (2000),5
2981,3993,Quills (2000),6
2982,3994,Unbreakable (2000),73
2983,3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",110
2984,3997,Dungeons & Dragons (2000),12
2985,3998,Proof of Life (2000),12
2986,3999,Vertical Limit (2000),14
2987,4000,"Bounty, The (1984)",3
2988,4002,"Planes, Trains & Automobiles (1987)",27
2989,4003,She's Having a Baby (1988),3
2990,4005,"Living Daylights, The (1987)",12
2991,4006,Transformers: The Movie (1986),7
2992,4007,Wall Street (1987),20
2993,4008,Born on the Fourth of July (1989),13
2994,4009,Talk Radio (1988),2
2995,4010,Brewster's Millions (1985),8
2996,4011,Snatch (2000),93
2997,4012,Punchline (1988),4
2998,4014,Chocolat (2000),47
2999,4015,"Dude, Where's My Car? (2000)",33
3000,4016,"Emperor's New Groove, The (2000)",37
3001,4017,Pollock (2000),14
3002,4018,What Women Want (2000),54
3003,4019,Finding Forrester (2000),28
3004,4020,"Gift, The (2000)",13
3005,4021,Before Night Falls (2000),5
3006,4022,Cast Away (2000),100
3007,4023,"Family Man, The (2000)",23
3008,4024,"House of Mirth, The (2000)",3
3009,4025,Miss Congeniality (2000),64
3010,4027,"O Brother, Where Art Thou? (2000)",94
3011,4029,State and Main (2000),12
3012,4030,Dracula 2000 (2000),5
3013,4031,All the Pretty Horses (2000),2
3014,4032,"Everlasting Piece, An (2000)",1
3015,4033,Thirteen Days (2000),13
3016,4034,Traffic (2000),70
3017,4035,"Claim, The (2000)",3
3018,4036,Shadow of the Vampire (2000),11
3019,4037,House of Games (1987),8
3020,4039,Annie (1982),16
3021,4040,Don't Tell Mom the Babysitter's Dead (1991),13
3022,4041,"Officer and a Gentleman, An (1982)",14
3023,4042,"Alamo, The (1960)",4
3024,4043,At Close Range (1986),3
3025,4046,Friendly Persuasion (1956),1
3026,4047,Gettysburg (1993),9
3027,4051,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),1
3028,4052,Antitrust (2001),8
3029,4053,Double Take (2001),2
3030,4054,Save the Last Dance (2001),16
3031,4055,Panic (2000),2
3032,4056,"Pledge, The (2001)",7
3033,4061,The Man in the Moon (1991),2
3034,4062,Mystic Pizza (1988),8
3035,4063,Prelude to a Kiss (1992),4
3036,4064,Coffy (1973),1
3037,4065,Foxy Brown (1974),1
3038,4066,I'm Gonna Git You Sucka (1988),4
3039,4067,Untamed Heart (1993),4
3040,4068,Sugar & Spice (2001),7
3041,4069,"Wedding Planner, The (2001)",22
3042,4074,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",1
3043,4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",2
3044,4078,Amazing Grace and Chuck (1987),1
3045,4079,Amazon Women on the Moon (1987),2
3046,4080,Baby Boom (1987),2
3047,4081,Back to the Beach (1987),3
3048,4082,Barfly (1987),2
3049,4083,Best Seller (1987),1
3050,4084,Beverly Hills Cop II (1987),19
3051,4085,Beverly Hills Cop (1984),46
3052,4086,"Big Easy, The (1987)",5
3053,4089,Born in East L.A. (1987),1
3054,4090,"Brave Little Toaster, The (1987)",8
3055,4091,Can't Buy Me Love (1987),4
3056,4092,Cherry 2000 (1987),2
3057,4093,Cop (1988),1
3058,4102,Eddie Murphy Raw (1987),6
3059,4103,Empire of the Sun (1987),10
3060,4104,Ernest Goes to Camp (1987),5
3061,4105,"Evil Dead, The (1981)",22
3062,4109,Flowers in the Attic (1987),7
3063,4110,"Fourth Protocol, The (1987)",1
3064,4111,Gardens of Stone (1987),1
3065,4113,"Glass Menagerie, The (1987)",2
3066,4115,Hiding Out (1987),1
3067,4116,Hollywood Shuffle (1987),1
3068,4117,Hope and Glory (1987),3
3069,4121,Innerspace (1987),12
3070,4123,Ishtar (1987),1
3071,4124,Jaws: The Revenge (1987),4
3072,4125,Leonard Part 6 (1987),2
3073,4126,Less Than Zero (1987),4
3074,4127,"Like Father, Like Son (1987)",3
3075,4128,"Lost Boys, The (1987)",26
3076,4129,Made in Heaven (1987),1
3077,4130,Maid to Order (1987),3
3078,4131,Making Mr. Right (1987),3
3079,4132,Mannequin (1987),8
3080,4133,Masters of the Universe (1987),8
3081,4135,"Monster Squad, The (1987)",1
3082,4138,My Demon Lover (1987),2
3083,4139,No Man's Land (1987),1
3084,4141,Head Over Heels (2001),4
3085,4142,Left Behind: The Movie (2000),2
3086,4143,Valentine (2001),1
3087,4144,In the Mood For Love (Fa yeung nin wa) (2000),14
3088,4146,"Million Dollar Hotel, The (2001)",3
3089,4147,Nico and Dani (Krámpack) (2000),2
3090,4148,Hannibal (2001),39
3091,4149,Saving Silverman (Evil Woman) (2001),11
3092,4152,Vatel (2000),2
3093,4153,Down to Earth (2001),12
3094,4154,Recess: School's Out (2001),2
3095,4155,Sweet November (2001),8
3096,4156,Company Man (2000),1
3097,4157,"Price of Milk, The (2000)",1
3098,4158,Monkeybone (2001),6
3099,4159,3000 Miles to Graceland (2001),7
3100,4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",4
3101,4161,"Mexican, The (2001)",23
3102,4164,"Caveman's Valentine, The (2001)",2
3103,4166,Series 7: The Contenders (2001),2
3104,4167,15 Minutes (2001),10
3105,4168,Get Over It (2001),4
3106,4171,Long Night's Journey Into Day (2000),1
3107,4174,Avalon (1990),1
3108,4175,Gray's Anatomy (1996),4
3109,4178,Of Mice and Men (1939),6
3110,4180,Reform School Girls (1986),1
3111,4181,Tapeheads (1988),1
3112,4184,"Bishop's Wife, The (1947)",1
3113,4187,Lilies of the Field (1963),3
3114,4189,"Greatest Story Ever Told, The (1965)",1
3115,4190,Elmer Gantry (1960),2
3116,4191,Alfie (1966),4
3117,4193,"Fantasticks, The (1995)",2
3118,4194,I Know Where I'm Going! (1945),0
3119,4195,"Abominable Dr. Phibes, The (1971)",3
3120,4197,Real Life (1979),1
3121,4198,Battle Beyond the Stars (1980),1
3122,4200,Double Impact (1991),2
3123,4202,Fuzz (1972),1
3124,4203,Harley Davidson and the Marlboro Man (1991),6
3125,4204,Losin' It (1983),1
3126,4205,Mermaids (1990),6
3127,4207,Navy Seals (1990),3
3128,4210,Manhunter (1986),6
3129,4211,Reversal of Fortune (1990),6
3130,4212,Death on the Nile (1978),1
3131,4214,Revenge of the Nerds (1984),13
3132,4215,Revenge of the Nerds II: Nerds in Paradise (1987),6
3133,4217,4 Little Girls (1997),2
3134,4218,River's Edge (1986),1
3135,4219,Girls Just Want to Have Fun (1985),3
3136,4220,"Longest Yard, The (1974)",5
3137,4221,Necessary Roughness (1991),4
3138,4223,Enemy at the Gates (2001),40
3139,4224,Exit Wounds (2001),2
3140,4225,"Dish, The (2001)",7
3141,4226,Memento (2000),159
3142,4228,Heartbreakers (2001),10
3143,4229,Say It Isn't So (2001),4
3144,4231,Someone Like You (2001),5
3145,4232,Spy Kids (2001),28
3146,4233,Tomcats (2001),6
3147,4234,"Tailor of Panama, The (2001)",5
3148,4235,Amores Perros (Love's a Bitch) (2000),23
3149,4236,Keep the River on Your Right: A Modern Cannibal Tale (2000),1
3150,4237,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",1
3151,4238,Along Came a Spider (2001),17
3152,4239,Blow (2001),51
3153,4240,Just Visiting (2001),1
3154,4241,Pokémon 3: The Movie (2001),5
3155,4242,Beautiful Creatures (2000),1
3156,4243,Brigham City (2001),1
3157,4246,Bridget Jones's Diary (2001),65
3158,4247,Joe Dirt (2001),21
3159,4248,Josie and the Pussycats (2001),6
3160,4251,Chopper (2000),1
3161,4252,"Circle, The (Dayereh) (2000)",2
3162,4254,Crocodile Dundee in Los Angeles (2001),13
3163,4255,Freddy Got Fingered (2001),10
3164,4256,"Center of the World, The (2001)",3
3165,4259,"Luzhin Defence, The (2000)",4
3166,4260,"Visit, The (2000)",1
3167,4262,Scarface (1983),67
3168,4263,Days of Wine and Roses (1962),2
3169,4265,Driven (2001),5
3170,4267,One Night at McCool's (2001),5
3171,4268,Town & Country (2001),2
3172,4270,"Mummy Returns, The (2001)",45
3173,4273,Under the Sand (2000),2
3174,4275,Krull (1983),5
3175,4276,Lost in America (1985),2
3176,4278,Triumph of the Will (Triumph des Willens) (1934),3
3177,4280,"World According to Garp, The (1982)",9
3178,4282,Fellini Satyricon (1969),1
3179,4284,Frankie and Johnny (1966),1
3180,4285,Frankie and Johnny (1991),3
3181,4289,"City of Women, The (Città delle donne, La) (1980)",3
3182,4290,For the Boys (1991),1
3183,4291,Nine to Five (a.k.a. 9 to 5) (1980),11
3184,4292,Norma Rae (1979),2
3185,4293,Summer Rental (1985),4
3186,4294,"5,000 Fingers of Dr. T, The (1953)",2
3187,4296,Love Story (1970),2
3188,4297,Pelle the Conqueror (Pelle erobreren) (1987),2
3189,4298,Rififi (Du rififi chez les hommes) (1955),2
3190,4299,"Knight's Tale, A (2001)",41
3191,4300,Bread and Roses (2000),3
3192,4304,Startup.com (2001),5
3193,4305,Angel Eyes (2001),4
3194,4306,Shrek (2001),170
3195,4307,"Fast Food, Fast Women (2000)",1
3196,4308,Moulin Rouge (2001),55
3197,4310,Pearl Harbor (2001),43
3198,4312,Himalaya (Himalaya - l'enfance d'un chef) (1999),2
3199,4313,"Man Who Cried, The (2000)",2
3200,4316,Ice Castles (1978),2
3201,4317,Love Potion #9 (1992),3
3202,4321,City Slickers (1991),31
3203,4322,Eight Men Out (1988),10
3204,4323,"Horse Soldiers, The (1959)",1
3205,4325,"Night, The (Notte, La) (1960)",1
3206,4326,Mississippi Burning (1988),11
3207,4327,"Magnificent Seven, The (1960)",16
3208,4329,Rio Bravo (1959),3
3209,4333,Throw Momma from the Train (1987),10
3210,4334,Yi Yi (2000),5
3211,4337,"Sand Pebbles, The (1966)",2
3212,4338,Twelve O'Clock High (1949),1
3213,4339,Von Ryan's Express (1965),4
3214,4340,"Animal, The (2001)",11
3215,4342,Big Eden (2000),1
3216,4343,Evolution (2001),27
3217,4344,Swordfish (2001),34
3218,4345,"Anniversary Party, The (2001)",3
3219,4347,Divided We Fall (Musíme si pomáhat) (2000),3
3220,4349,Catch-22 (1970),8
3221,4350,Forgotten Silver (1996),2
3222,4351,Point Break (1991),16
3223,4353,Uncommon Valor (1983),1
3224,4354,Unlawful Entry (1992),1
3225,4355,Youngblood (1986),2
3226,4356,Gentlemen Prefer Blondes (1953),5
3227,4357,How to Marry a Millionaire (1953),1
3228,4359,"Seven Year Itch, The (1955)",8
3229,4361,Tootsie (1982),32
3230,4366,Atlantis: The Lost Empire (2001),19
3231,4367,Lara Croft: Tomb Raider (2001),40
3232,4368,Dr. Dolittle 2 (2001),11
3233,4369,"Fast and the Furious, The (2001)",45
3234,4370,A.I. Artificial Intelligence (2001),56
3235,4371,Baby Boy (2001),1
3236,4372,Crazy/Beautiful (2001),5
3237,4373,Pootie Tang (2001),3
3238,4374,Let It Snow (1999),1
3239,4378,Sexy Beast (2000),14
3240,4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",7
3241,4381,"Closet, The (Placard, Le) (2001)",4
3242,4383,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",5
3243,4384,Lumumba (2000),1
3244,4386,Cats & Dogs (2001),11
3245,4387,Kiss of the Dragon (2001),9
3246,4388,Scary Movie 2 (2001),26
3247,4389,Lost and Delirious (2001),4
3248,4390,Rape Me (Baise-moi) (2000),2
3249,4392,Alice (1990),3
3250,4393,Another Woman (1988),1
3251,4394,Beach Blanket Bingo (1965),1
3252,4395,Big Deal on Madonna Street (I Soliti Ignoti) (1958),1
3253,4396,"Cannonball Run, The (1981)",10
3254,4397,Cannonball Run II (1984),2
3255,4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",2
3256,4402,Dr. Goldfoot and the Bikini Machine (1965),1
3257,4403,"Fall of the House of Usher, The (House of Usher) (1960)",2
3258,4404,Faust (1926),1
3259,4406,"Man Who Shot Liberty Valance, The (1962)",5
3260,4407,Salvador (1986),1
3261,4408,September (1987),1
3262,4409,Shadows and Fog (1991),3
3263,4410,Something Wild (1986),1
3264,4412,"Thing with Two Heads, The (1972)",2
3265,4419,All That Heaven Allows (1955),4
3266,4420,"Barefoot Contessa, The (1954)",1
3267,4422,Cries and Whispers (Viskningar och rop) (1972),2
3268,4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",3
3269,4426,Kiss Me Deadly (1955),2
3270,4427,"Lion in Winter, The (1968)",9
3271,4428,"Misfits, The (1961)",2
3272,4429,Moby Dick (1956),2
3273,4432,Sweet Smell of Success (1957),4
3274,4433,Written on the Wind (1956),2
3275,4434,"10th Victim, The (La decima vittima) (1965)",1
3276,4436,Obsession (1976),1
3277,4437,Suspiria (1977),8
3278,4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",3
3279,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),4
3280,4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",2
3281,4441,Game of Death (1978),3
3282,4442,"Last Dragon, The (1985)",3
3283,4443,Outland (1981),2
3284,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",3
3285,4445,T-Rex: Back to the Cretaceous (1998),1
3286,4446,Final Fantasy: The Spirits Within (2001),31
3287,4447,Legally Blonde (2001),64
3288,4448,"Score, The (2001)",20
3289,4449,Adanggaman (2000),1
3290,4450,Bully (2001),7
3291,4451,Jump Tomorrow (2001),1
3292,4452,Made (2001),6
3293,4453,Michael Jordan to the Max (2000),1
3294,4454,More (1998),1
3295,4458,Africa: The Serengeti (1994),1
3296,4459,Alaska: Spirit of the Wild (1997),1
3297,4462,18 Again! (1988),2
3298,4463,1969 (1988),1
3299,4464,"Accidental Tourist, The (1988)",5
3300,4465,"Accused, The (1988)",5
3301,4466,Above the Law (1988),2
3302,4467,"Adventures of Baron Munchausen, The (1988)",13
3303,4470,Ariel (1988),2
3304,4471,Arthur 2: On the Rocks (1988),3
3305,4473,Bat*21 (1988),1
3306,4474,Beaches (1988),5
3307,4475,"Beast of War, The (Beast, The) (1988)",1
3308,4476,Big Business (1988),3
3309,4477,Big Top Pee-Wee (1988),8
3310,4478,Biloxi Blues (1988),2
3311,4480,"Blob, The (1988)",3
3312,4482,"Bright Lights, Big City (1988)",3
3313,4483,Caddyshack II (1988),3
3314,4484,Camille Claudel (1988),2
3315,4487,Cocktail (1988),11
3316,4488,Colors (1988),3
3317,4489,Coming to America (1988),24
3318,4490,"Couch Trip, The (1988)",1
3319,4492,Critters (1986),3
3320,4495,Crossing Delancey (1988),1
3321,4496,D.O.A. (1988),1
3322,4497,Dead Heat (1988),1
3323,4498,"Dead Pool, The (1988)",6
3324,4499,Dirty Rotten Scoundrels (1988),16
3325,4500,Drowning by Numbers (1988),1
3326,4502,Ernest Saves Christmas (1988),4
3327,4504,Feds (1988),1
3328,4505,For Keeps (1988),1
3329,4506,Frantic (1988),3
3330,4508,Gorillas in the Mist (1988),8
3331,4509,"Great Outdoors, The (1988)",5
3332,4511,High Spirits (1988),1
3333,4516,Johnny Be Good (1988),2
3334,4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988),2
3335,4518,The Lair of the White Worm (1988),4
3336,4519,"Land Before Time, The (1988)",9
3337,4520,License to Drive (1988),3
3338,4521,Little Nikita (1988),1
3339,4522,Masquerade (1988),1
3340,4523,Milagro Beanfield War (1988),2
3341,4524,Moon Over Parador (1988),1
3342,4526,My Stepmother Is an Alien (1988),5
3343,4527,"Night in the Life of Jimmy Reardon, A (1988)",2
3344,4529,Bagdad Cafe (Out of Rosenheim) (1987),4
3345,4531,Red Heat (1988),3
3346,4533,"Return of the Living Dead, The (1985)",4
3347,4534,Return to Snowy River (a.k.a. The Man From Snowy River II) (1988),2
3348,4535,"Man from Snowy River, The (1982)",4
3349,4537,Running on Empty (1988),3
3350,4541,"Serpent and the Rainbow, The (1988)",2
3351,4544,Short Circuit 2 (1988),5
3352,4545,Short Circuit (1986),20
3353,4546,"Vanishing, The (Spoorloos) (1988)",6
3354,4552,"Tetsuo, the Ironman (Tetsuo) (1988)",3
3355,4553,They Live (1988),9
3356,4557,Tucker: The Man and His Dream (1988),1
3357,4558,Twins (1988),14
3358,4562,Without a Clue (1988),1
3359,4563,Young Einstein (1988),3
3360,4564,Always (1989),6
3361,4565,American Ninja (1985),2
3362,4568,Best of the Best (1989),1
3363,4571,Bill & Ted's Excellent Adventure (1989),45
3364,4572,Black Rain (1989),3
3365,4573,Blaze (1989),1
3366,4574,Blind Fury (1989),2
3367,4577,Casualties of War (1989),3
3368,4578,Chances Are (1989),2
3369,4580,Cyborg (1989),2
3370,4581,Dad (1989),1
3371,4583,Disorganized Crime (1989),1
3372,4584,Dream a Little Dream (1989),1
3373,4585,"Dream Team, The (1989)",4
3374,4587,Earth Girls Are Easy (1988),8
3375,4589,Eddie and the Cruisers (1983),2
3376,4591,Erik the Viking (1989),5
3377,4593,Family Business (1989),2
3378,4594,Farewell to the King (1989),1
3379,4595,Fat Man and Little Boy (1989),1
3380,4597,Gleaming the Cube (1989),1
3381,4599,Great Balls of Fire! (1989),2
3382,4600,Gross Anatomy (a.k.a. A Cut Above) (1989),2
3383,4602,Harlem Nights (1989),3
3384,4603,Her Alibi (1989),1
3385,4605,How to Get Ahead in Advertising (1989),4
3386,4608,"Innocent Man, An (1989)",2
3387,4610,"January Man, The (1989)",1
3388,4611,Johnny Handsome (1989),1
3389,4612,Jesus of Montreal (Jésus de Montréal) (1989),1
3390,4613,K-9 (1989),1
3391,4614,Kickboxer (1989),1
3392,4615,Last Exit to Brooklyn (1989),1
3393,4616,Lean on Me (1989),6
3394,4617,Let It Ride (1989),2
3395,4619,Little Monsters (1989),2
3396,4621,Look Who's Talking (1989),18
3397,4622,Loverboy (1989),2
3398,4623,Major League (1989),20
3399,4624,Meet the Feebles (1989),3
3400,4625,Millennium (1989),3
3401,4626,Miracle Mile (1989),2
3402,4628,New York Stories (1989),4
3403,4629,Next of Kin (1989),2
3404,4630,No Holds Barred (1989),1
3405,4632,"Package, The (1989)",2
3406,4634,Penn & Teller Get Killed (1989),2
3407,4635,Pink Cadillac (1989),1
3408,4636,"Punisher, The (1989)",3
3409,4638,Jurassic Park III (2001),36
3410,4639,America's Sweethearts (2001),18
3411,4640,Brother (2000),4
3412,4641,Ghost World (2001),34
3413,4642,Hedwig and the Angry Inch (2000),11
3414,4643,Planet of the Apes (2001),49
3415,4644,Bread and Tulips (Pane e tulipani) (2000),3
3416,4645,Cure (1997),1
3417,4646,Greenfingers (2000),1
3418,4649,Wet Hot American Summer (2001),7
3419,4653,"Return of the Musketeers, The (1989)",1
3420,4654,Road House (1989),7
3421,4658,Santa Sangre (1989),1
3422,4660,Scenes from the Class Struggle in Beverly Hills (1989),1
3423,4661,Sea of Love (1989),2
3424,4662,"See No Evil, Hear No Evil (1989)",3
3425,4663,She's Out of Control (1989),3
3426,4666,Skin Deep (1989),1
3427,4670,"Stepfather, The (1987)",1
3428,4671,Sweetie (1989),1
3429,4672,"Tall Guy, The (1989)",2
3430,4673,Tango & Cash (1989),3
3431,4675,Three Fugitives (1989),1
3432,4676,Troop Beverly Hills (1989),6
3433,4677,Turner & Hooch (1989),13
3434,4678,UHF (1989),9
3435,4679,Uncle Buck (1989),13
3436,4681,"War of the Roses, The (1989)",7
3437,4683,"Wizard, The (1989)",2
3438,4686,Weekend at Bernie's II (1993),4
3439,4687,Billy Liar (1963),1
3440,4688,Black Robe (1991),3
3441,4689,"Cat o' Nine Tails, The (Gatto a nove code, Il) (1971)",1
3442,4690,"Cotton Club, The (1984)",2
3443,4695,Who'll Stop the Rain (1978),1
3444,4697,Basket Case (1982),4
3445,4699,Original Sin (2001),2
3446,4700,"Princess Diaries, The (2001)",27
3447,4701,Rush Hour 2 (2001),31
3448,4703,Chocolat (1988),4
3449,4704,Hatari! (1962),1
3450,4705,"Cage aux Folles, La (1978)",1
3451,4708,Marat/Sade (1966),2
3452,4709,Paint Your Wagon (1969),3
3453,4710,"Shootist, The (1976)",1
3454,4711,Theremin: An Electronic Odyssey (1993),2
3455,4713,Altered States (1980),7
3456,4714,Any Which Way You Can (1980),2
3457,4715,"Awakening, The (1980)",1
3458,4717,"Battle Creek Brawl (Big Brawl, The) (1980)",1
3459,4718,American Pie 2 (2001),45
3460,4719,Osmosis Jones (2001),8
3461,4720,"Others, The (2001)",55
3462,4721,American Outlaws (2001),4
3463,4722,All Over the Guy (2001),1
3464,4723,"Deep End, The (2001)",3
3465,4725,Session 9 (2001),4
3466,4727,Captain Corelli's Mandolin (2001),4
3467,4728,Rat Race (2001),18
3468,4732,Bubble Boy (2001),9
3469,4733,"Curse of the Jade Scorpion, The (2001)",3
3470,4734,Jay and Silent Bob Strike Back (2001),34
3471,4735,Ghosts of Mars (2001),5
3472,4736,Summer Catch (2001),3
3473,4738,Happy Accidents (2000),4
3474,4740,Maybe Baby (2000),1
3475,4741,Together (Tillsammans) (2000),7
3476,4743,Tortilla Soup (2001),2
3477,4744,Jeepers Creepers (2001),7
3478,4745,O (2001),4
3479,4748,3 Ninjas (1992),6
3480,4749,3 Ninjas Kick Back (1994),2
3481,4750,3 Ninjas Knuckle Up (1995),1
3482,4754,"Wicker Man, The (1973)",6
3483,4756,"Musketeer, The (2001)",2
3484,4757,Rock Star (2001),3
3485,4759,Two Can Play That Game (2001),1
3486,4765,L.I.E. (2001),3
3487,4766,"Our Lady of the Assassins (Virgen de los sicarios, La) (2000)",1
3488,4769,Into the Arms of Strangers: Stories of the Kindertransport (2000),1
3489,4770,"Glass House, The (2001)",2
3490,4771,Hardball (2001),3
3491,4772,Dinner Rush (2000),1
3492,4773,Haiku Tunnel (2001),4
3493,4774,Big Trouble (2002),6
3494,4775,Glitter (2001),1
3495,4776,Training Day (2001),51
3496,4777,"American Astronaut, The (2001)",1
3497,4780,Liam (2000),2
3498,4782,Sidewalks of New York (2001),2
3499,4783,"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)",1
3500,4784,"French Lieutenant's Woman, The (1981)",2
3501,4785,"Great Silence, The (Grande silenzio, Il) (1969)",1
3502,4786,"Legend of Hell House, The (1973)",1
3503,4787,Little Man Tate (1991),10
3504,4788,Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979),1
3505,4789,Phantom of the Paradise (1974),3
3506,4792,13 Ghosts (1960),4
3507,4794,Opera (1987),3
3508,4795,Father Goose (1964),3
3509,4796,"Grass Is Greener, The (1960)",2
3510,4798,Indiscreet (1958),1
3511,4799,"It's a Mad, Mad, Mad, Mad World (1963)",10
3512,4800,King Solomon's Mines (1937),1
3513,4801,"Little Foxes, The (1941)",2
3514,4802,Operation Petticoat (1959),4
3515,4803,Play Misty for Me (1971),4
3516,4804,Pocketful of Miracles (1961),1
3517,4808,"Vanishing, The (1993)",4
3518,4809,Silkwood (1983),3
3519,4810,I Never Promised You a Rose Garden (1977),1
3520,4811,Quadrophenia (1979),2
3521,4812,SpaceCamp (1986),6
3522,4813,When Worlds Collide (1951),1
3523,4814,Don't Say a Word (2001),5
3524,4815,Hearts in Atlantis (2001),6
3525,4816,Zoolander (2001),54
3526,4818,Extreme Days (2001),1
3527,4821,Joy Ride (2001),5
3528,4822,Max Keeble's Big Move (2001),3
3529,4823,Serendipity (2001),25
3530,4825,"Swamp, The (Ciénaga, La) (2001)",1
3531,4826,"Big Red One, The (1980)",2
3532,4827,"Boogeyman, The (1980)",1
3533,4828,"Party, The (Boum, La) (1980)",1
3534,4830,Brubaker (1980),1
3535,4831,Can't Stop the Music (1980),1
3536,4833,"Changeling, The (1980)",3
3537,4835,Coal Miner's Daughter (1980),3
3538,4836,"Competition, The (1980)",2
3539,4840,"Last Metro, The (Dernier métro, Le) (1980)",1
3540,4844,Bandits (2001),6
3541,4845,Corky Romano (2001),3
3542,4846,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),5
3543,4847,Fat Girl (À ma soeur!) (2001),2
3544,4848,Mulholland Drive (2001),51
3545,4849,My First Mister (2001),3
3546,4850,Spriggan (Supurigan) (1998),4
3547,4852,Bones (2001),3
3548,4855,Dirty Harry (1971),20
3549,4857,Fiddler on the Roof (1971),8
3550,4860,Making the Grade (1984),1
3551,4862,Not Without My Daughter (1991),3
