,movieId,count_ratings,mean_ratings
3126,130482,1,4.0
3127,132454,1,3.5
3128,130498,1,3.5
3129,68480,1,1.5
3130,68444,1,3.5
3131,135777,1,4.5
3132,132362,1,3.5
3133,2577,1,3.0
3134,133365,1,2.0
3135,65596,1,4.0
3136,2655,1,2.0
3137,2656,1,3.0
3138,133645,1,4.0
3139,2659,1,2.0
3140,2661,1,3.0
3141,65601,1,2.0
3142,2665,1,1.0
3143,65631,1,4.0
3144,133545,1,1.0
3145,137218,1,2.5
3146,133377,1,1.5
3147,136958,1,2.0
3148,136912,1,2.0
3149,2652,1,3.0
3150,133281,1,2.0
3151,133217,1,3.5
3152,60471,1,3.5
3153,65651,1,2.0
3154,2370,1,3.0
3155,60538,1,3.5
3156,60647,1,2.5
3157,60674,1,2.5
3158,60735,1,2.5
3159,136859,1,1.5
3160,60737,1,5.0
3161,60803,1,2.5
3162,136850,1,5.0
3163,133798,1,1.5
3164,2257,1,4.0
3165,2620,1,3.0
3166,63179,1,3.5
3167,2623,1,1.0
3168,63033,1,3.5
3169,133867,1,4.5
3170,133832,1,3.5
3171,65350,1,0.5
3172,2632,1,4.0
3173,128944,1,3.5
3174,2104,1,4.0
3175,128991,1,4.5
3176,129011,1,3.5
3177,129229,1,2.0
3178,133115,1,4.0
3179,129250,1,0.5
3180,129313,1,4.0
3181,129333,1,1.5
3182,133782,1,2.0
3183,65359,1,3.0
3184,133780,1,3.0
3185,129514,1,5.0
3186,133716,1,4.5
3187,65577,1,3.0
3188,129657,1,1.0
3189,65588,1,2.5
3190,129659,1,3.5
3191,2651,1,1.0
3192,61319,1,3.5
3193,131130,1,5.0
3194,131237,1,5.0
3195,66090,1,4.0
3196,131439,1,3.0
3197,131480,1,2.0
3198,2179,1,3.0
3199,2503,1,4.0
3200,2512,1,5.0
3201,2462,1,3.0
3202,2516,1,1.0
3203,2175,1,4.5
3204,2172,1,3.0
3205,61257,1,4.0
3206,61262,1,1.5
3207,131104,1,4.5
3208,61394,1,4.0
3209,2451,1,3.0
3210,66240,1,3.5
3211,2164,1,1.0
3212,2156,1,4.0
3213,66310,1,3.5
3214,66320,1,4.0
3215,2435,1,4.0
3216,132333,1,5.0
3217,66335,1,2.5
3218,66427,1,3.0
3219,132153,1,5.0
3220,132084,1,2.5
3221,2483,1,3.5
3222,61697,1,3.0
3223,2196,1,5.0
3224,2190,1,2.0
3225,2180,1,3.5
3226,2493,1,4.0
3227,67508,1,4.0
3228,67361,1,2.0
3229,65810,1,3.0
3230,61818,1,0.5
3231,67193,1,2.5
3232,61986,1,3.0
3233,65882,1,3.5
3234,62008,1,3.0
3235,62208,1,4.5
3236,131934,1,1.0
3237,67168,1,3.5
3238,62299,1,3.5
3239,130578,1,4.0
3240,130686,1,3.0
3241,130840,1,4.5
3242,2481,1,4.0
3243,130842,1,4.0
3244,66915,1,2.0
3245,130970,1,5.0
3246,130976,1,4.5
3247,130978,1,5.0
3248,131023,1,4.5
3249,131098,1,5.0
3250,89945,1,3.0
3251,135288,1,3.0
3252,2573,1,1.0
3253,90357,1,3.5
3254,90353,1,4.0
3255,62799,1,3.0
3256,60894,1,3.0
3257,90245,1,4.0
3258,62718,1,2.5
3259,62662,1,3.0
3260,62586,1,2.0
3261,90243,1,3.5
3262,62553,1,4.0
3263,62437,1,2.5
3264,60904,1,4.0
3265,90384,1,2.0
3266,60943,1,4.5
3267,135815,1,4.0
3268,135803,1,3.5
3269,61011,1,2.0
3270,2417,1,1.0
3271,61071,1,2.5
3272,61073,1,2.0
3273,2415,1,3.0
3274,61123,1,2.0
3275,61167,1,4.0
3276,61210,1,3.5
3277,133195,1,1.5
3278,136654,1,1.5
3279,136297,1,0.5
3280,61628,1,2.0
3281,61692,1,3.0
3282,136355,1,5.0
3283,136353,1,5.0
3284,131920,1,4.5
3285,131796,1,4.0
3286,2538,1,1.0
3287,136341,1,5.0
3288,66544,1,4.0
3289,131749,1,3.0
3290,131739,1,3.0
3291,131724,1,5.0
3292,2544,1,3.0
3293,131610,1,5.0
3294,136359,1,5.0
3295,131578,1,2.5
3296,2207,1,3.0
3297,62836,1,4.0
3298,136024,1,3.0
3299,135198,1,4.0
3300,136012,1,1.5
3301,2557,1,4.5
3302,2559,1,3.0
3303,135937,1,3.0
3304,135885,1,3.0
3305,67618,1,5.0
3306,62834,1,4.0
3307,135216,1,0.5
3308,68522,1,3.5
3309,68600,1,2.0
3310,68597,1,4.0
3311,127323,1,1.0
3312,68552,1,2.0
3313,127390,1,4.0
3314,128087,1,5.0
3315,128089,1,4.5
3316,128097,1,4.0
3317,134859,1,3.5
3318,134861,1,2.5
3319,68536,1,4.0
3320,128099,1,4.5
3321,128197,1,2.0
3322,68650,1,2.0
3323,128366,1,4.0
3324,90428,1,3.0
3325,128488,1,3.0
3326,59985,1,4.0
3327,63826,1,4.0
3328,59995,1,4.0
3329,60030,1,4.5
3330,60046,1,3.5
3331,2292,1,2.5
3332,2339,1,1.5
3333,60141,1,2.5
3334,2298,1,4.0
3335,128914,1,5.0
3336,128900,1,4.5
3337,65193,1,3.0
3338,90524,1,3.5
3339,65225,1,4.5
3340,2286,1,2.0
3341,134334,1,4.5
3342,134515,1,3.0
3343,134524,1,3.0
3344,128902,1,4.0
3345,128908,1,4.0
3346,134528,1,0.5
3347,68886,1,4.0
3348,60303,1,4.0
3349,2725,1,2.0
3350,2727,1,3.0
3351,134775,1,2.0
3352,134783,1,2.0
3353,134796,1,5.0
3354,134808,1,2.0
3355,127212,1,4.5
3356,68872,1,4.0
3357,134847,1,5.0
3358,134849,1,4.0
3359,127319,1,1.5
3360,68835,1,3.5
3361,134019,1,3.5
3362,64114,1,1.0
3363,2775,1,1.0
3364,138702,1,3.0
3365,134109,1,5.0
3366,134095,1,5.0
3367,134041,1,4.0
3368,59336,1,3.0
3369,138632,1,5.0
3370,134021,1,2.5
3371,59440,1,3.5
3372,59549,1,4.0
3373,138610,1,1.5
3374,2774,1,3.0
3375,138546,1,1.5
3376,64278,1,3.5
3377,59667,1,4.0
3378,64499,1,5.0
3379,59731,1,3.5
3380,134004,1,5.0
3381,138396,1,3.5
3382,59738,1,3.0
3383,59810,1,3.5
3384,59814,1,5.0
3385,59915,1,3.5
3386,133879,1,4.0
3387,134252,1,4.5
3388,2304,1,4.0
3389,60363,1,0.5
3390,60365,1,1.5
3391,60389,1,4.0
3392,2737,1,4.0
3393,2738,1,4.0
3394,2740,1,1.0
3395,134326,1,4.5
3396,2307,1,3.0
3397,2742,1,1.0
3398,2056,1,3.0
3399,2743,1,3.0
3400,65738,1,4.0
3401,2744,1,4.0
3402,134248,1,3.0
3403,2751,1,4.0
3404,2055,1,3.0
3405,134246,1,0.5
3406,134184,1,4.5
3407,2754,1,1.0
3408,90719,1,2.5
3409,2757,1,3.5
3410,64010,1,3.5
3411,2765,1,3.5
3412,134158,1,1.5
3413,2362,1,4.0
3414,128542,1,3.5
3415,64695,1,4.0
3416,136838,1,2.5
3417,90528,1,3.5
3418,136834,1,5.0
3419,128592,1,1.0
3420,136664,1,1.0
3421,65135,1,3.0
3422,128842,1,4.0
3423,2358,1,4.0
3424,64501,1,5.0
3425,136840,1,3.5
3426,136816,1,2.5
3427,128838,1,3.5
3428,2075,1,5.0
3429,128594,1,4.0
3430,90576,1,4.5
3431,2281,1,2.5
3432,2698,1,2.0
3433,128695,1,2.5
3434,128832,1,3.5
3435,128736,1,3.5
3436,2697,1,3.5
3437,60818,1,4.0
3438,136786,1,1.5
3439,90630,1,3.5
3440,136800,1,1.5
3441,136778,1,2.0
3442,65740,1,4.0
3443,2695,1,2.0
3444,65037,1,3.5
3445,2368,1,2.0
3446,55080,2,3.25
3447,779,2,4.0
3448,841,2,3.0
3449,795,2,3.5
3450,6169,2,2.5
3451,3597,2,2.0
3452,114678,2,4.25
3453,6357,2,3.0
3454,78703,2,3.75
3455,78836,2,5.0
3456,62970,2,2.25
3457,759,2,3.5
3458,6153,2,1.5
3459,114028,2,4.0
3460,1055,2,1.5
3461,166291,2,4.0
3462,3587,2,2.5
3463,6159,2,4.25
3464,31114,2,3.0
3465,31101,2,3.5
3466,158956,2,2.5
3467,160571,2,3.0
3468,138204,2,4.0
3469,6464,2,2.0
3470,760,2,4.25
3471,764,2,3.5
3472,54276,2,3.25
3473,2446,2,2.0
3474,6862,2,3.5
3475,164917,2,4.5
3476,31437,2,4.25
3477,6217,2,3.0
3478,160565,2,2.75
3479,6216,2,3.75
3480,6884,2,3.0
3481,6889,2,3.0
3482,6203,2,1.5
3483,6902,2,4.0
3484,6909,2,3.25
3485,114601,2,2.75
3486,165103,2,3.75
3487,114627,2,3.25
3488,160718,2,4.5
3489,6918,2,3.75
3490,54116,2,3.25
3491,116887,2,2.75
3492,131826,2,3.75
3493,6448,2,4.0
3494,117109,2,3.0
3495,6945,2,4.25
3496,31431,2,2.0
3497,131656,2,3.0
3498,32892,2,2.75
3499,6946,2,2.75
3500,133712,2,3.75
3501,6195,2,4.0
3502,6442,2,5.0
3503,808,2,3.5
3504,54185,2,3.75
3505,6379,2,3.0
3506,7050,2,3.75
3507,74948,2,4.0
3508,2365,2,2.5
3509,3330,2,4.25
3510,167370,2,2.5
3511,74851,2,2.5
3512,74452,2,2.25
3513,101765,2,4.25
3514,695,2,4.0
3515,7051,2,3.5
3516,703,2,2.0
3517,7030,2,2.75
3518,2482,2,3.0
3519,30883,2,1.5
3520,6405,2,3.25
3521,55272,2,3.75
3522,55274,2,2.75
3523,6055,2,2.25
3524,7067,2,3.25
3525,27899,2,2.75
3526,7082,2,3.75
3527,75395,2,3.25
3528,7079,2,3.5
3529,3539,2,3.25
3530,3302,2,4.75
3531,3313,2,1.5
3532,2494,2,4.0
3533,3546,2,4.5
3534,79251,2,2.25
3535,7059,2,3.75
3536,6031,2,3.5
3537,166568,2,4.5
3538,53574,2,4.0
3539,7056,2,4.25
3540,6035,2,3.25
3541,7054,2,3.5
3542,166946,2,4.25
3543,6981,2,3.75
3544,114713,2,3.0
3545,6122,2,4.0
3546,6992,2,2.75
3547,6124,2,2.75
3548,1170,2,2.5
3549,3368,2,3.25
3550,6140,2,2.25
3551,3370,2,2.5
3552,1167,2,3.5
3553,6994,2,3.25
3554,165947,2,3.25
3555,3372,2,4.0
3556,6970,2,3.75
3557,165969,2,4.0
3558,6425,2,1.5
3559,6143,2,3.0
3560,166024,2,4.75
3561,6963,2,4.25
3562,74275,2,1.5
3563,55278,2,4.25
3564,55292,2,0.75
3565,7025,2,3.75
3566,6376,2,3.5
3567,7019,2,2.75
3568,6060,2,3.0
3569,6999,2,2.25
3570,74282,2,4.75
3571,6410,2,3.75
3572,6428,2,3.0
3573,74228,2,4.0
3574,6078,2,2.75
3575,159858,2,2.25
3576,6412,2,3.75
3577,2364,2,1.5
3578,6997,2,3.0
3579,157200,2,2.25
3580,6116,2,2.5
3581,2400,2,3.0
3582,132422,2,3.25
3583,6670,2,2.25
3584,74553,2,4.0
3585,6554,2,1.25
3586,6280,2,2.25
3587,937,2,3.5
3588,941,2,3.75
3589,6631,2,1.5
3590,32387,2,4.25
3591,981,2,3.0
3592,63222,2,3.25
3593,6314,2,2.0
3594,3581,2,3.5
3595,3446,2,2.75
3596,3447,2,4.0
3597,101088,2,3.75
3598,161127,2,3.75
3599,3453,2,3.0
3600,6530,2,4.25
3601,90471,2,3.0
3602,6268,2,3.75
3603,897,2,3.75
3604,907,2,3.5
3605,917,2,3.5
3606,32582,2,4.75
3607,54734,2,2.5
3608,988,2,3.0
3609,54745,2,3.25
3610,3454,2,2.25
3611,54771,2,3.0
3612,6269,2,4.25
3613,984,2,3.5
3614,53140,2,3.75
3615,6684,2,4.0
3616,53138,2,3.5
3617,132424,2,1.75
3618,6547,2,2.25
3619,6577,2,3.5
3620,89028,2,3.0
3621,3577,2,2.0
3622,89030,2,3.25
3623,6581,2,2.5
3624,33171,2,2.0
3625,6579,2,4.0
3626,115231,2,3.25
3627,161922,2,3.25
3628,3573,2,1.5
3629,88954,2,3.25
3630,101739,2,3.25
3631,159755,2,2.75
3632,159717,2,3.75
3633,3571,2,3.0
3634,6572,2,3.5
3635,3569,2,4.0
3636,6568,2,3.25
3637,63276,2,4.0
3638,6313,2,2.5
3639,63808,2,2.75
3640,6616,2,2.75
3641,6612,2,4.25
3642,7352,2,4.0
3643,88672,2,3.25
3644,3473,2,5.0
3645,115664,2,4.0
3646,88699,2,3.5
3647,88746,2,3.5
3648,116668,2,4.0
3649,33090,2,4.0
3650,3580,2,3.5
3651,3475,2,4.5
3652,1112,2,4.5
3653,1107,2,2.0
3654,101415,2,1.5
3655,159415,2,3.25
3656,159441,2,3.5
3657,100882,2,4.75
3658,2342,2,4.0
3659,6239,2,2.75
3660,2350,2,3.5
3661,6244,2,3.5
3662,6780,2,3.25
3663,92475,2,4.25
3664,74791,2,3.75
3665,164200,2,4.0
3666,74727,2,4.75
3667,6798,2,2.75
3668,3432,2,1.5
3669,100810,2,3.0
3670,100611,2,4.0
3671,1085,2,3.5
3672,867,2,1.75
3673,92439,2,3.0
3674,100553,2,4.5
3675,6770,2,3.5
3676,6818,2,5.0
3677,6856,2,4.0
3678,2330,2,4.5
3679,78041,2,2.25
3680,2332,2,1.25
3681,6851,2,2.75
3682,33564,2,4.5
3683,101741,2,3.75
3684,3391,2,2.5
3685,1151,2,5.0
3686,870,2,1.0
3687,77191,2,3.25
3688,78174,2,1.0
3689,6509,2,4.0
3690,6223,2,3.25
3691,3402,2,4.0
3692,1123,2,4.25
3693,6812,2,2.25
3694,62792,2,3.0
3695,6734,2,2.0
3696,6517,2,2.25
3697,6523,2,2.5
3698,6320,2,1.5
3699,76173,2,3.75
3700,133802,2,4.25
3701,92309,2,2.75
3702,6263,2,3.75
3703,132800,2,3.0
3704,32456,2,4.25
3705,92422,2,3.75
3706,6265,2,2.25
3707,6732,2,3.75
3708,6723,2,3.0
3709,77798,2,1.25
3710,6720,2,2.5
3711,76060,2,3.5
3712,92264,2,2.0
3713,132660,2,3.75
3714,2419,2,3.75
3715,62383,2,3.75
3716,31694,2,3.25
3717,102378,2,2.75
3718,90469,2,3.5
3719,885,2,2.5
3720,31660,2,3.0
3721,2425,2,4.0
3722,896,2,2.5
3723,53161,2,3.0
3724,6858,2,3.75
3725,31445,2,2.25
3726,74668,2,3.75
3727,102684,2,3.75
3728,6330,2,3.0
3729,102720,2,3.0
3730,6760,2,3.0
3731,6254,2,4.75
3732,6324,2,2.5
3733,8718,2,3.5
3734,8809,2,3.25
3735,214,2,4.0
3736,8782,2,2.75
3737,8778,2,3.75
3738,238,2,4.0
3739,58870,2,3.5
3740,58876,2,3.25
3741,176419,2,3.25
3742,8748,2,4.0
3743,8743,2,3.0
3744,8730,2,4.0
3745,8724,2,4.25
3746,176751,2,4.5
3747,97470,2,1.25
3748,60753,2,3.5
3749,2977,2,3.0
3750,60522,2,2.25
3751,26871,2,2.25
3752,60516,2,3.5
3753,60408,2,4.5
3754,8677,2,1.25
3755,3003,2,4.5
3756,8656,2,3.75
3757,2674,2,2.25
3758,122884,2,2.5
3759,2669,2,3.5
3760,8848,2,3.5
3761,26764,2,1.25
3762,211,2,3.5
3763,26750,2,3.25
3764,2962,2,3.0
3765,128852,2,3.75
3766,8946,2,2.75
3767,8943,2,1.75
3768,178827,2,4.25
3769,8919,2,4.25
3770,179211,2,3.0
3771,8912,2,1.75
3772,123947,2,2.75
3773,58376,2,3.75
3774,8620,2,1.5
3775,84847,2,2.5
3776,84942,2,3.75
3777,8832,2,3.25
3778,58404,2,2.75
3779,8830,2,1.75
3780,8813,2,4.0
3781,97866,2,4.75
3782,58554,2,3.5
3783,128512,2,2.0
3784,58655,2,3.5
3785,58806,2,2.75
3786,97643,2,3.0
3787,8451,2,3.25
3788,26999,2,3.0
3789,128968,2,4.0
3790,26965,2,3.5
3791,8492,2,3.25
3792,8487,2,3.5
3793,2630,2,3.5
3794,8482,2,2.0
3795,8477,2,4.5
3796,2629,2,2.5
3797,3028,2,2.5
3798,2625,2,2.5
3799,91622,2,2.25
3800,321,2,4.0
3801,27032,2,3.5
3802,331,2,3.0
3803,335,2,3.5
3804,91660,2,2.5
3805,341,2,4.0
3806,2624,2,4.25
3807,91671,2,1.0
3808,8405,2,4.5
3809,91842,2,3.0
3810,2614,2,1.0
3811,60885,2,3.5
3812,3042,2,2.5
3813,3046,2,4.5
3814,129737,2,2.25
3815,84189,2,3.75
3816,8610,2,2.5
3817,8609,2,3.25
3818,8605,2,3.25
3819,8600,2,3.75
3820,8596,2,3.25
3821,84414,2,4.25
3822,8582,2,4.25
3823,8578,2,3.25
3824,84615,2,2.25
3825,8574,2,1.5
3826,98239,2,2.25
3827,26765,2,2.75
3828,98122,2,3.0
3829,98083,2,4.0
3830,269,2,3.0
3831,278,2,1.5
3832,279,2,3.0
3833,129428,2,3.0
3834,129397,2,2.75
3835,8530,2,3.75
3836,8521,2,2.0
3837,294,2,3.0
3838,8506,2,2.25
3839,58107,2,3.25
3840,2741,2,2.0
3841,26524,2,4.5
3842,2766,2,3.25
3843,26510,2,2.25
3844,26504,2,3.25
3845,2847,2,3.0
3846,185135,2,4.75
3847,26444,2,4.0
3848,26413,2,3.25
3849,26409,2,2.75
3850,80,2,4.0
3851,2749,2,4.0
3852,59306,2,0.75
3853,86628,2,4.0
3854,184791,2,3.25
3855,86817,2,3.25
3856,91325,2,2.75
3857,26326,2,4.5
3858,91353,2,3.75
3859,91470,2,3.0
3860,26704,2,4.0
3861,26700,2,2.25
3862,85885,2,2.75
3863,125974,2,3.75
3864,60291,2,3.75
3865,60289,2,3.0
3866,86059,2,2.75
3867,91488,2,3.75
3868,2790,2,2.0
3869,40,2,4.25
3870,127136,2,3.25
3871,127152,2,4.25
3872,53,2,5.0
3873,59604,2,3.75
3874,189333,2,3.75
3875,184253,2,2.25
3876,187031,2,3.25
3877,185585,2,2.75
3878,59429,2,2.75
3879,86898,2,4.0
3880,26681,2,4.0
3881,60128,2,2.25
3882,26649,2,3.75
3883,2784,2,3.25
3884,26631,2,3.75
3885,87194,2,3.5
3886,26612,2,4.0
3887,26606,2,4.25
3888,26564,2,3.5
3889,2828,2,1.5
3890,26555,2,2.75
3891,26554,2,4.25
3892,26547,2,4.25
3893,26542,2,3.0
3894,97168,2,3.5
3895,127298,2,4.0
3896,25788,2,3.75
3897,2886,2,1.5
3898,85397,2,3.5
3899,127204,2,3.75
3900,85412,2,3.75
3901,25750,2,3.0
3902,9005,2,2.0
3903,2733,2,2.0
3904,8978,2,2.5
3905,8974,2,3.0
3906,2900,2,2.5
3907,97172,2,2.5
3908,59143,2,4.25
3909,180297,2,3.75
3910,180497,2,4.25
3911,2903,2,2.5
3912,2927,2,3.5
3913,179,2,1.5
3914,183,2,3.5
3915,184,2,3.5
3916,26812,2,2.75
3917,2928,2,3.5
3918,2929,2,3.25
3919,26792,2,1.5
3920,206,2,3.0
3921,119,2,3.0
3922,26249,2,3.75
3923,126430,2,4.75
3924,26198,2,2.75
3925,26184,2,3.5
3926,26183,2,4.25
3927,184015,2,3.5
3928,26172,2,3.0
3929,26159,2,3.75
3930,99,2,5.0
3931,26151,2,3.5
3932,26116,2,4.5
3933,118,2,2.5
3934,8363,2,3.75
3935,121,2,4.0
3936,2868,2,2.0
3937,26052,2,2.75
3938,2878,2,2.0
3939,152,2,1.5
3940,181065,2,3.75
3941,58972,2,3.0
3942,25898,2,4.0
3943,25886,2,4.0
3944,59129,2,2.0
3945,25856,2,3.25
3946,25827,2,3.5
3947,547,2,3.25
3948,511,2,3.0
3949,7382,2,4.25
3950,99437,2,4.0
3951,169912,2,3.0
3952,118700,2,2.5
3953,2523,2,2.5
3954,32770,2,4.25
3955,170355,2,3.75
3956,118880,2,3.5
3957,118888,2,4.25
3958,7333,2,4.25
3959,61465,2,3.25
3960,61406,2,4.0
3961,7395,2,2.75
3962,549,2,4.5
3963,118924,2,3.0
3964,61401,2,2.5
3965,168366,2,3.5
3966,3211,2,3.75
3967,27685,2,1.75
3968,168612,2,3.75
3969,3214,2,3.5
3970,27664,2,3.25
3971,7321,2,2.75
3972,7315,2,2.0
3973,3223,2,3.0
3974,2552,2,1.5
3975,7581,2,3.25
3976,7564,2,2.5
3977,80880,2,3.25
3978,56286,2,3.5
3979,81132,2,3.75
3980,98623,2,3.0
3981,56336,2,3.0
3982,3165,2,3.0
3983,81456,2,3.0
3984,98499,2,3.0
3985,98279,2,4.0
3986,7493,2,4.0
3987,7486,2,4.75
3988,7307,2,3.0
3989,118572,2,3.5
3990,7449,2,2.5
3991,55451,2,3.5
3992,2546,2,3.25
3993,96815,2,2.75
3994,55620,2,3.25
3995,96691,2,3.75
3996,27619,2,4.5
3997,27618,2,2.75
3998,7440,2,3.25
3999,504,2,3.0
4000,506,2,4.5
4001,7107,2,2.75
4002,7171,2,3.5
4003,62344,2,2.75
4004,27865,2,2.75
4005,27850,2,3.75
4006,27838,2,3.75
4007,635,2,3.0
4008,27820,2,4.0
4009,117545,2,3.75
4010,645,2,3.5
4011,668,2,4.25
4012,7118,2,3.75
4013,670,2,4.75
4014,7108,2,3.25
4015,99532,2,2.25
4016,685,2,4.0
4017,7093,2,3.75
4018,7092,2,3.5
4019,7091,2,4.0
4020,7089,2,4.0
4021,61729,2,2.0
4022,7087,2,4.0
4023,79798,2,3.5
4024,7085,2,3.25
4025,96281,2,3.5
4026,61705,2,3.0
4027,30846,2,3.5
4028,2515,2,1.75
4029,7305,2,2.5
4030,80846,2,3.25
4031,3240,2,3.25
4032,3241,2,4.5
4033,88272,2,3.5
4034,27793,2,1.5
4035,27768,2,3.75
4036,61255,2,2.75
4037,564,2,1.5
4038,568,2,3.5
4039,92048,2,3.25
4040,2521,2,3.5
4041,7584,2,4.0
4042,7222,2,3.25
4043,7212,2,4.25
4044,7208,2,3.75
4045,7193,2,3.0
4046,7192,2,3.0
4047,7175,2,2.25
4048,80551,2,3.5
4049,3283,2,3.25
4050,99910,2,3.25
4051,99764,2,4.25
4052,80615,2,4.0
4053,80727,2,3.25
4054,8035,2,2.0
4055,57183,2,4.5
4056,8142,2,4.25
4057,8138,2,2.25
4058,388,2,3.0
4059,389,2,4.5
4060,8121,2,2.0
4061,408,2,3.0
4062,2586,2,1.75
4063,2585,2,4.25
4064,87413,2,1.75
4065,87444,2,2.5
4066,87522,2,2.75
4067,87785,2,2.75
4068,384,2,3.25
4069,8024,2,3.5
4070,8016,2,4.0
4071,172215,2,2.75
4072,57536,2,3.25
4073,57772,2,3.75
4074,3094,2,4.0
4075,172547,2,2.25
4076,3103,2,2.75
4077,172591,2,4.75
4078,3120,2,3.5
4079,7937,2,3.5
4080,7930,2,3.75
4081,352,2,2.5
4082,8337,2,4.0
4083,83827,2,4.25
4084,83910,2,2.5
4085,8327,2,4.25
4086,8290,2,0.75
4087,173925,2,4.25
4088,8270,2,3.75
4089,8268,2,4.25
4090,91079,2,2.5
4091,120637,2,2.5
4092,8235,2,4.0
4093,8199,2,2.5
4094,418,2,3.0
4095,8195,2,4.0
4096,363,2,4.0
4097,121097,2,2.75
4098,27251,2,2.75
4099,27186,2,4.0
4100,173197,2,4.25
4101,2607,2,4.0
4102,3077,2,4.0
4103,3078,2,4.0
4104,8167,2,4.0
4105,2597,2,2.75
4106,369,2,4.0
4107,82053,2,4.0
4108,7756,2,4.0
4109,7753,2,3.5
4110,7743,2,3.5
4111,3138,2,3.0
4112,3141,2,1.25
4113,81819,2,4.25
4114,3150,2,3.25
4115,7705,2,4.0
4116,81910,2,4.0
4117,7657,2,3.75
4118,7647,2,3.75
4119,7646,2,3.0
4120,82041,2,4.25
4121,7767,2,4.75
4122,3161,2,3.0
4123,27584,2,3.5
4124,27555,2,3.75
4125,55946,2,4.0
4126,56003,2,3.0
4127,56012,2,2.75
4128,484,2,3.0
4129,27482,2,3.75
4130,2566,2,2.0
4131,7618,2,3.5
4132,499,2,2.5
4133,7614,2,4.5
4134,7844,2,3.5
4135,7925,2,4.25
4136,425,2,3.75
4137,430,2,3.75
4138,56379,2,3.0
4139,82242,2,4.25
4140,130087,2,3.75
4141,7895,2,3.5
4142,82378,2,3.75
4143,7889,2,3.75
4144,7888,2,4.25
4145,7884,2,3.25
4146,7883,2,2.0
4147,30745,2,4.75
4148,7841,2,3.75
4149,118985,2,3.75
4150,171495,2,4.5
4151,27441,2,3.25
4152,27416,2,3.75
4153,119655,2,2.25
4154,171765,2,3.75
4155,7820,2,3.75
4156,171867,2,3.25
4157,7789,2,4.0
4158,7782,2,3.0
4159,7773,2,4.0
4160,106330,2,2.0
4161,5011,2,3.75
4162,1621,2,3.25
4163,1623,2,2.25
4164,1624,2,1.75
4165,4987,2,2.0
4166,4985,2,1.5
4167,4977,2,3.5
4168,136305,2,1.0
4169,4965,2,3.5
4170,1642,2,1.75
4171,4959,2,3.25
4172,106438,2,3.25
4173,5023,2,4.0
4174,106062,2,3.25
4175,71732,2,2.5
4176,105731,2,2.5
4177,4957,2,3.5
4178,44020,2,2.75
4179,43932,2,1.75
4180,43869,2,3.5
4181,50851,2,4.5
4182,4947,2,3.5
4183,90374,2,3.75
4184,143245,2,2.25
4185,143257,2,3.0
4186,105468,2,2.25
4187,42730,2,3.75
4188,1583,2,3.0
4189,1600,2,3.5
4190,5069,2,3.25
4191,2165,2,3.5
4192,5062,2,3.5
4193,3898,2,2.5
4194,5051,2,3.0
4195,5033,2,2.5
4196,3901,2,3.25
4197,105593,2,4.5
4198,3906,2,2.5
4199,143367,2,3.75
4200,105355,2,3.25
4201,105351,2,2.25
4202,105254,2,3.5
4203,105250,2,3.75
4204,3912,2,2.5
4205,2154,2,1.75
4206,144620,2,2.0
4207,43556,2,2.75
4208,144976,2,4.5
4209,42946,2,4.0
4210,105211,2,3.0
4211,1612,2,3.0
4212,4811,2,3.0
4213,136602,2,3.0
4214,44399,2,1.25
4215,3963,2,3.75
4216,3966,2,3.5
4217,44225,2,2.0
4218,3971,2,2.75
4219,4836,2,3.75
4220,142420,2,3.0
4221,4826,2,4.25
4222,142456,2,4.0
4223,50658,2,4.0
4224,142509,2,3.75
4225,71429,2,3.0
4226,4801,2,4.0
4227,50792,2,2.25
4228,50796,2,2.0
4229,4796,2,3.25
4230,50800,2,2.5
4231,1718,2,3.25
4232,44929,2,4.25
4233,44889,2,4.75
4234,50842,2,4.5
4235,1767,2,3.0
4236,1770,2,2.5
4237,111443,2,2.75
4238,90057,2,3.75
4239,93297,2,3.75
4240,90343,2,2.75
4241,4919,2,3.5
4242,4911,2,3.5
4243,4909,2,2.0
4244,4893,2,2.5
4245,95182,2,3.0
4246,1650,2,3.75
4247,50923,2,2.25
4248,3929,2,2.5
4249,3932,2,3.5
4250,95147,2,3.25
4251,51498,2,3.25
4252,3938,2,2.75
4253,89939,2,3.75
4254,1662,2,3.0
4255,67534,2,2.75
4256,106839,2,3.75
4257,1695,2,4.0
4258,1696,2,3.5
4259,1699,2,4.0
4260,142372,2,2.75
4261,4863,2,3.25
4262,4847,2,3.0
4263,44613,2,3.75
4264,104419,2,3.25
4265,95497,2,3.75
4266,95475,2,4.0
4267,66198,2,3.0
4268,3823,2,4.0
4269,3830,2,1.5
4270,66171,2,3.0
4271,3833,2,1.5
4272,5324,2,2.75
4273,3834,2,3.0
4274,5304,2,4.0
4275,5297,2,2.5
4276,104457,2,3.75
4277,51927,2,3.25
4278,104339,2,4.0
4279,1489,2,3.0
4280,104272,2,3.0
4281,104245,2,3.0
4282,1490,2,1.5
4283,104129,2,3.25
4284,5288,2,4.5
4285,1495,2,2.0
4286,5282,2,3.25
4287,5279,2,4.25
4288,1502,2,2.5
4289,2201,2,3.5
4290,5397,2,2.5
4291,5447,2,3.5
4292,5443,2,1.5
4293,72171,2,3.5
4294,72224,2,2.25
4295,72294,2,3.0
