,movieId,titulo_movie_lens,genres,userId,tag,timestamp
885,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,424,Sci-Fi,1457901302
886,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,424,special effects,1457901322
887,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,424,tense,1457901319
888,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,424,time travel,1457901300
889,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,474,robots,1137368088
890,1242,Glory (1989),Drama|War,474,Civil War,1137181272
891,1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,474,Shakespeare sort of,1137181815
892,1244,Manhattan (1979),Comedy|Drama|Romance,474,black and white,1138306904
893,1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,474,Mafia,1137375832
894,1246,Dead Poets Society (1989),Drama,336,highschool,1139046768
895,1246,Dead Poets Society (1989),Drama,474,High School,1137191334
896,1247,"Graduate, The (1967)",Comedy|Drama|Romance,474,Simon and Garfunkel,1137181084
897,1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,474,hit men,1138137899
898,1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,474,POW,1137206891
899,1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,474,incest,1137521080
900,1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,474,aliens,1137206910
901,1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,474,Cold,1137203094
902,1257,Better Off Dead... (1985),Comedy|Romance,474,skiing,1137375698
903,1258,"Shining, The (1980)",Horror,424,atmospheric,1457843344
904,1258,"Shining, The (1980)",Horror,424,disturbing,1457843347
905,1258,"Shining, The (1980)",Horror,424,Horror,1457843352
906,1258,"Shining, The (1980)",Horror,424,jack nicholson,1457843340
907,1258,"Shining, The (1980)",Horror,424,masterpiece,1457843354
908,1258,"Shining, The (1980)",Horror,424,psychological,1457843342
909,1258,"Shining, The (1980)",Horror,424,Stanley Kubrick,1457843338
910,1258,"Shining, The (1980)",Horror,424,suspense,1457843361
911,1258,"Shining, The (1980)",Horror,474,Stephen King,1137181824
912,1259,Stand by Me (1986),Adventure|Drama,474,Stephen King,1137181838
913,1260,M (1931),Crime|Film-Noir|Thriller,474,serial killer,1137207017
914,1260,M (1931),Crime|Film-Noir|Thriller,567,atmospheric,1525285649
915,1260,M (1931),Crime|Film-Noir|Thriller,567,chilly,1525285661
916,1260,M (1931),Crime|Film-Noir|Thriller,567,creepy,1525285667
917,1260,M (1931),Crime|Film-Noir|Thriller,567,menacing,1525285665
918,1260,M (1931),Crime|Film-Noir|Thriller,567,mental illness,1525285654
919,1260,M (1931),Crime|Film-Noir|Thriller,567,oninous,1525285670
920,1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,474,POW,1137206951
921,1263,"Deer Hunter, The (1978)",Drama|War,474,Vietnam,1137375724
922,1266,Unforgiven (1992),Drama|Western,474,revenge,1138031666
923,1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,474,assassination,1137207027
924,1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,474,brainwashing,1137207027
925,1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,474,murder,1138137828
926,1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,474,time travel,1137202832
927,1272,Patton (1970),Drama|War,474,World War II,1137181795
928,1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,477,animation,1244787931
929,1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,477,anime,1244787929
930,1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,477,visually stunning,1244787944
931,1276,Cool Hand Luke (1967),Drama,474,prison,1137520930
932,1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance,474,In Netflix queue,1137201859
933,1278,Young Frankenstein (1974),Comedy|Fantasy,474,spoof,1138031675
934,1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,474,In Netflix queue,1137201087
935,1281,"Great Dictator, The (1940)",Comedy|Drama|War,474,Nazis,1137206944
936,1282,Fantasia (1940),Animation|Children|Fantasy|Musical,474,Disney,1137375752
937,1283,High Noon (1952),Drama|Western,474,gunfight,1138306895
938,1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,474,Hammett,1138306774
939,1285,Heathers (1989),Comedy,474,high school,1137368062
940,1288,This Is Spinal Tap (1984),Comedy,327,music,1234790068
941,1288,This Is Spinal Tap (1984),Comedy,474,heavy metal,1137368105
942,1288,This Is Spinal Tap (1984),Comedy,474,mockumentary,1137368105
943,1288,This Is Spinal Tap (1984),Comedy,474,music,1137368105
944,1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,474,archaeology,1137206982
945,1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,474,Holy Grail,1137206982
946,1292,Being There (1979),Comedy|Drama,474,television,1137206878
947,1293,Gandhi (1982),Drama,474,India,1137191587
948,1296,"Room with a View, A (1986)",Drama|Romance,474,E. M. Forster,1137191679
949,1299,"Killing Fields, The (1984)",Drama|War,474,Cambodia,1138137933
950,1299,"Killing Fields, The (1984)",Drama|War,474,Vietnam,1138137933
951,1301,Forbidden Planet (1956),Drama|Sci-Fi,474,Shakespeare sort of,1138306870
952,1301,Forbidden Planet (1956),Drama|Sci-Fi,474,space,1138306870
953,1302,Field of Dreams (1989),Children|Drama|Fantasy,474,baseball,1138137903
954,1303,"Man Who Would Be King, The (1975)",Adventure|Drama,474,India,1138031736
955,1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,474,crime,1138137854
956,1307,When Harry Met Sally... (1989),Comedy|Romance,474,New York,1137202686
957,1333,"Birds, The (1963)",Horror|Thriller,474,birds,1137202841
958,1343,Cape Fear (1991),Thriller,424,horror,1457846257
959,1343,Cape Fear (1991),Thriller,424,Juliette Lewis,1457846244
960,1343,Cape Fear (1991),Thriller,424,Martin Scorsese,1457846252
961,1343,Cape Fear (1991),Thriller,424,Robert De Niro,1457846254
962,1343,Cape Fear (1991),Thriller,474,remake,1137181261
963,1344,Cape Fear (1962),Crime|Drama|Thriller,474,lawyer,1137202856
964,1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,474,high school,1137784649
965,1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,474,prom,1137784649
966,1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,474,Stephen King,1137784649
967,1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,474,vampires,1137374972
968,1350,"Omen, The (1976)",Horror|Mystery|Thriller,474,demons,1137368289
969,1353,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance,474,personals ads,1137202938
970,1354,Breaking the Waves (1996),Drama|Mystery,474,religion,1137202850
971,1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,474,Borg,1137202633
972,1357,Shine (1996),Drama|Romance,606,music,1176765393
973,1358,Sling Blade (1996),Drama,474,ex-con,1137203050
974,1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,474,In Netflix queue,1137201059
975,1363,"Preacher's Wife, The (1996)",Drama,474,religion,1137374986
976,1366,"Crucible, The (1996)",Drama,474,Arthur Miller,1137191572
977,1367,101 Dalmatians (1996),Adventure|Children|Comedy,474,dogs,1137374063
978,1367,101 Dalmatians (1996),Adventure|Children|Comedy,474,remake,1137374063
979,1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,474,Klingons,1137203064
980,1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,474,Captain Kirk,1138031870
981,1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,474,whales,1137368320
982,1377,Batman Returns (1992),Action|Crime,474,superhero,1137374089
983,1380,Grease (1978),Comedy|Musical|Romance,474,high school,1137368225
984,1381,Grease 2 (1982),Comedy|Musical|Romance,474,high school,1137374154
985,1387,Jaws (1975),Action|Horror,474,Shark,1137202913
986,1389,Jaws 3-D (1983),Action|Horror,474,shark,1137373926
987,1393,Jerry Maguire (1996),Drama|Romance,474,sports,1137205489
988,1394,Raising Arizona (1987),Comedy,474,Coen Brothers,1137181415
989,1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,474,spying,1138031853
990,1398,In Love and War (1996),Romance|War,474,Hemingway,1137374949
991,1407,Scream (1996),Comedy|Horror|Mystery|Thriller,474,slasher,1138031814
992,1407,Scream (1996),Comedy|Horror|Mystery|Thriller,474,spoof,1138031814
993,1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,474,Hawkeye,1137368264
994,1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,474,James Fennimore Cooper,1137368264
995,1411,Hamlet (1996),Crime|Drama|Romance,474,Shakespeare,1137191597
996,1413,"Whole Wide World, The (1996)",Drama,474,Conan,1137205643
997,1416,Evita (1996),Drama|Musical,474,Andrew Lloyd Weber,1137374117
998,1423,Hearts and Minds (1996),Drama,474,In Netflix queue,1137202085
999,1423,Hearts and Minds (1996),Drama,474,Vietnam,1137202085
1000,1441,Benny & Joon (1993),Comedy|Romance,474,mental illness,1137375694
1001,1441,Benny & Joon (1993),Comedy|Romance,573,Not Seen,1186588856
1002,1446,Kolya (Kolja) (1996),Comedy|Drama,474,In Netflix queue,1137201854
1003,1449,Waiting for Guffman (1996),Comedy,474,mockumentary,1137368329
1004,1466,Donnie Brasco (1997),Crime|Drama,474,Mafia,1137191577
1005,1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,474,jungle,1137374191
1006,1485,Liar Liar (1997),Comedy,474,lawyer,1137375802
1007,1496,Anna Karenina (1997),Drama|Romance,474,Tolstoy,1137191560
1008,1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,474,hit men,1137368241
1009,1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,474,reunion,1137368241
1010,1513,Romy and Michele's High School Reunion (1997),Comedy,474,reunion,1137375929
1011,1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance,474,ballroom dance,1137368308
1012,1542,Brassed Off (1996),Comedy|Drama|Romance,474,In Netflix queue,1137202048
1013,1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,474,dinosaurs,1137373781
1014,1545,Ponette (1996),Drama,474,death,1138031807
1015,1569,My Best Friend's Wedding (1997),Comedy|Romance,21,romantic comedy,1419805413
1016,1569,My Best Friend's Wedding (1997),Comedy|Romance,21,wedding,1419805419
1017,1569,My Best Friend's Wedding (1997),Comedy|Romance,474,weddings,1138031775
1018,1573,Face/Off (1997),Action|Crime|Drama|Thriller,474,transplants,1137205452
1019,1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,474,aliens,1137205519
1020,1586,G.I. Jane (1997),Action|Drama,474,military,1137374138
1021,1608,Air Force One (1997),Action|Thriller,474,president,1137375681
1022,1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,474,Tom Clancy,1137191607
1023,1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,474,Police,1137191242
1024,1625,"Game, The (1997)",Drama|Mystery|Thriller,424,mindfuck,1457845252
1025,1625,"Game, The (1997)",Drama|Mystery|Thriller,424,Mystery,1457845249
1026,1625,"Game, The (1997)",Drama|Mystery|Thriller,424,plot twist,1457845255
1027,1625,"Game, The (1997)",Drama|Mystery|Thriller,424,psychological,1457845247
1028,1625,"Game, The (1997)",Drama|Mystery|Thriller,424,suspense,1457845258
1029,1625,"Game, The (1997)",Drama|Mystery|Thriller,424,twist ending,1457845244
1030,1625,"Game, The (1997)",Drama|Mystery|Thriller,474,twist ending,1138031717
1031,1625,"Game, The (1997)",Drama|Mystery|Thriller,537,Mystery,1424141701
1032,1635,"Ice Storm, The (1997)",Drama,474,1970s,1137191612
1033,1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance,474,England,1137375849
1034,1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance,474,Queen Victoria,1137375849
1035,1645,The Devil's Advocate (1997),Drama|Mystery|Thriller,474,lawyers,1137374095
1036,1650,Washington Square (1997),Drama,474,Henry James,1138031883
1037,1653,Gattaca (1997),Drama|Sci-Fi|Thriller,474,future,1137205460
1038,1653,Gattaca (1997),Drama|Sci-Fi|Thriller,567,intelligent,1525287116
1039,1653,Gattaca (1997),Drama|Sci-Fi|Thriller,567,thought-provoking,1525287118
1040,1663,Stripes (1981),Comedy|War,474,military,1137375949
1041,1672,"Rainmaker, The (1997)",Drama,474,In Netflix queue,1137202154
1042,1674,Witness (1985),Drama|Romance|Thriller,474,Amish,1137521041
1043,1680,Sliding Doors (1998),Drama|Romance,474,alternate universe,1138031846
1044,1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,474,TV,1137205617
1045,1683,"Wings of the Dove, The (1997)",Drama|Romance,474,Henry James,1137181445
1046,1704,Good Will Hunting (1997),Drama|Romance,424,inspirational,1457844971
1047,1704,Good Will Hunting (1997),Drama|Romance,567,heartwarming,1525287326
1048,1704,Good Will Hunting (1997),Drama|Romance,567,inspirational,1525287323
1049,1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,474,Savannah,1137374207
1050,1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,474,sequel,1138031833
1051,1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,474,slasher,1138031824
1052,1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,474,spoof,1138031824
1053,1719,"Sweet Hereafter, The (1997)",Drama,474,Canada,1139838573
1054,1719,"Sweet Hereafter, The (1997)",Drama,474,death,1139838573
1055,1721,Titanic (1997),Drama|Romance,474,shipwreck,1138031879
1056,1721,Titanic (1997),Drama|Romance,537,romance,1424141922
1057,1726,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,125,Kevin Costner,1474483317
1058,1726,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,125,Post apocalyptic,1474483320
1059,1732,"Big Lebowski, The (1998)",Comedy|Crime,474,Coen Brothers,1138306661
1060,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,black comedy,1498456261
1061,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,bowling,1498456271
1062,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,classic,1498456304
1063,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,coen brothers,1498456256
1064,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,comedy,1498456268
1065,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,crime,1498456292
1066,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,Cult classic,1498456280
1067,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,cult film,1498456260
1068,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,dark comedy,1498456258
1069,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,deadpan,1498456303
1070,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,drugs,1498456286
1071,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,funny,1498456291
1072,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,great dialogue,1498456264
1073,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,great soundtrack,1498456283
1074,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,Highly quotable,1498456296
1075,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,imdb top 250,1498456301
1076,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,Jeff Bridges,1498456269
1077,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,John Goodman,1498456278
1078,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,Julianne Moore,1498456294
1079,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,kidnapping,1498456299
1080,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,marijuana,1498456281
1081,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,Nudity (Full Frontal),1498456288
1082,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,off-beat comedy,1498456273
1083,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,Philip Seymour Hoffman,1498456275
1084,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,quirky,1498456263
1085,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,ransom,1498456308
1086,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,rug,1498456306
1087,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,sarcasm,1498456285
1088,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,satirical,1498456266
1089,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,Steve Buscemi,1498456276
1090,1732,"Big Lebowski, The (1998)",Comedy|Crime,599,violence,1498456297
1091,1735,Great Expectations (1998),Drama|Romance,474,Charles Dickens,1137374163
1092,1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,474,amnesia,1138031699
1093,1777,"Wedding Singer, The (1998)",Comedy|Romance,474,1980s,1137205630
1094,1779,Sphere (1998),Sci-Fi|Thriller,573,good,1186588894
1095,1797,Everest (1998),Documentary|IMAX,474,In Netflix queue,1137201971
1096,1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama,573,seen more than once,1186588917
1097,1810,Primary Colors (1998),Comedy|Drama,474,politics,1137374994
1098,1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,474,twist ending,1138031861
1099,1836,"Last Days of Disco, The (1998)",Comedy|Drama,474,No DVD at Netflix,1137179444
1100,1893,Beyond Silence (Jenseits der Stille) (1996),Drama,474,In Netflix queue,1137201105
1101,1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama,474,In Netflix queue,1137201889
1102,1902,Dream for an Insomniac (1996),Drama|Romance,474,generation X,1138031706
1103,1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,474,conspiracy,1137205667
1104,1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,474,heist,1138031795
1105,1913,Picnic at Hanging Rock (1975),Drama|Mystery,474,Australia,1137191654
1106,1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,567,avant-garde romantic comedy,1525282933
1107,1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,567,elegiac,1525282961
1108,1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,567,melancholy,1525282935
1109,1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,567,quirky,1525282930
1110,1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,567,wry,1525282972
1111,1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,474,space,1137373862
1112,1921,Pi (1998),Drama|Sci-Fi|Thriller,424,hallucinatory,1457902516
1113,1921,Pi (1998),Drama|Sci-Fi|Thriller,424,mental illness,1457902477
1114,1921,Pi (1998),Drama|Sci-Fi|Thriller,424,mindfuck,1457902518
1115,1921,Pi (1998),Drama|Sci-Fi|Thriller,424,paranoid,1457902521
1116,1921,Pi (1998),Drama|Sci-Fi|Thriller,474,mathematics,1138031797
1117,1921,Pi (1998),Drama|Sci-Fi|Thriller,567,artsy,1525287302
1118,1921,Pi (1998),Drama|Sci-Fi|Thriller,567,atmospheric,1525287273
1119,1921,Pi (1998),Drama|Sci-Fi|Thriller,567,cerebral,1525287286
1120,1921,Pi (1998),Drama|Sci-Fi|Thriller,567,enigmatic,1525287289
1121,1921,Pi (1998),Drama|Sci-Fi|Thriller,567,existentialism,1525287275
1122,1921,Pi (1998),Drama|Sci-Fi|Thriller,567,hallucinatory,1525287271
1123,1921,Pi (1998),Drama|Sci-Fi|Thriller,567,insanity,1525287293
1124,1921,Pi (1998),Drama|Sci-Fi|Thriller,567,paranoia,1525287295
1125,1921,Pi (1998),Drama|Sci-Fi|Thriller,567,paranoid,1525287277
1126,1921,Pi (1998),Drama|Sci-Fi|Thriller,567,surreal,1525287281
1127,1921,Pi (1998),Drama|Sci-Fi|Thriller,567,tense,1525287285
1128,1921,Pi (1998),Drama|Sci-Fi|Thriller,567,visually appealing,1525287283
1129,1923,There's Something About Mary (1998),Comedy|Romance,327,Ben Stiller,1234789755
1130,1923,There's Something About Mary (1998),Comedy|Romance,424,Ben Stiller,1457846503
1131,1923,There's Something About Mary (1998),Comedy|Romance,424,crude humor,1457846506
1132,1923,There's Something About Mary (1998),Comedy|Romance,424,goofy,1457846511
1133,1931,Mutiny on the Bounty (1935),Adventure|Drama,474,ships,1138031771
1134,1938,"Lost Weekend, The (1945)",Drama,474,alcoholism,1137766211
1135,1940,Gentleman's Agreement (1947),Drama,474,anti-Semitism,1137368219
1136,1940,Gentleman's Agreement (1947),Drama,474,Judaism,1137368219
1137,1942,All the King's Men (1949),Drama,474,Huey Long,1137201047
1138,1942,All the King's Men (1949),Drama,474,In Netflix queue,1137201047
1139,1942,All the King's Men (1949),Drama,474,Robert Penn Warren,1137201047
1140,1945,On the Waterfront (1954),Crime|Drama,474,boxing,1137191644
1141,1945,On the Waterfront (1954),Crime|Drama,474,coulda been a contender,1137191644
1142,1947,West Side Story (1961),Drama|Musical|Romance,474,Gangs,1137202674
1143,1948,Tom Jones (1963),Adventure|Comedy|Romance,606,British,1177512649
1144,1950,In the Heat of the Night (1967),Drama|Mystery,474,racism,1137520942
1145,1951,Oliver! (1968),Drama|Musical,474,Dickens,1137191634
1146,1952,Midnight Cowboy (1969),Drama,474,prostitution,1138031755
1147,1953,"French Connection, The (1971)",Action|Crime|Thriller,474,drugs,1137368199
1148,1953,"French Connection, The (1971)",Action|Crime|Thriller,474,police,1137368199
1149,1954,Rocky (1976),Drama,474,boxing,1137191671
1150,1954,Rocky (1976),Drama,474,sports,1137191671
1151,1955,Kramer vs. Kramer (1979),Drama,474,divorce,1137181397
1152,1957,Chariots of Fire (1981),Drama,474,Olympics,1137181069
1153,1957,Chariots of Fire (1981),Drama,474,sports,1137181069
1154,1959,Out of Africa (1985),Drama|Romance,474,adultery,1138031923
1155,1959,Out of Africa (1985),Drama|Romance,474,Africa,1138031923
1156,1960,"Last Emperor, The (1987)",Drama,474,China,1137368246
1157,1961,Rain Man (1988),Drama,474,autism,1137191663
1158,1962,Driving Miss Daisy (1989),Drama,474,rasicm,1137368186
1159,1975,Friday the 13th Part 2 (1981),Horror,474,Jason,1137374129
1160,1976,Friday the 13th Part 3: 3D (1982),Horror,474,Jason,1137373611
1161,1977,Friday the 13th Part IV: The Final Chapter (1984),Horror,474,Jason,1137373908
1162,1978,Friday the 13th Part V: A New Beginning (1985),Horror,474,Jason,1137373605
1163,1979,Friday the 13th Part VI: Jason Lives (1986),Horror,474,Jason,1137373625
1164,1983,Halloween II (1981),Horror,474,halloween,1137374175
1165,1984,Halloween III: Season of the Witch (1982),Horror,474,halloween,1137374180
1166,1994,Poltergeist (1982),Horror|Thriller,474,ghosts,1138031804
1167,1995,Poltergeist II: The Other Side (1986),Horror|Thriller,474,ghosts,1137374228
1168,1996,Poltergeist III (1988),Horror|Thriller,474,ghosts,1137373825
1169,1997,"Exorcist, The (1973)",Horror|Mystery,474,demons,1137368191
1170,2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance,474,California,1138031745
1171,2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance,474,Mexico,1138031745
1172,2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,474,time travel,1137374084
1173,2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,474,samurai,1137368312
1174,2020,Dangerous Liaisons (1988),Drama|Romance,474,adultery,1137368176
1175,2022,"Last Temptation of Christ, The (1988)",Drama,474,Bible,1137202075
1176,2022,"Last Temptation of Christ, The (1988)",Drama,474,Katzanzakis,1143683469
1177,2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,62,Al Pacino,1525636728
1178,2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,62,Andy Garcia,1525636768
1179,2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,62,Classic,1525636752
1180,2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,62,Francis Ford Coppola,1525636752
1181,2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,62,mafia,1525636733
1182,2028,Saving Private Ryan (1998),Action|Drama|War,474,World War II,1137180952
1183,2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,474,Disney,1138032013
1184,2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,474,police,1138032116
1185,2059,"Parent Trap, The (1998)",Children|Comedy|Romance,474,twins,1137374214
1186,2064,Roger & Me (1989),Documentary,474,General Motors,1138032156
1187,2064,Roger & Me (1989),Documentary,474,Michigan,1138032156
1188,2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance,474,In Netflix queue,1137202057
1189,2066,Out of the Past (1947),Film-Noir,474,memory,1138032133
1190,2070,Tender Mercies (1983),Drama|Romance|Western,474,music,1137191821
1191,2071,And the Band Played On (1993),Drama,474,AIDs,1137200442
1192,2071,And the Band Played On (1993),Drama,474,In Netflix queue,1137200442
1193,2076,Blue Velvet (1986),Drama|Mystery|Thriller,474,sexuality,1137418851
1194,2076,Blue Velvet (1986),Drama|Mystery|Thriller,474,suburbia,1137418851
1195,2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,474,Disney,1138032023
1196,2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,474,Disney,1138032086
1197,2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,474,Disney,1137191781
1198,2097,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,474,carnival,1138559451
1199,2097,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,474,Ray Bradbury,1138559451
1200,2100,Splash (1984),Comedy|Fantasy|Romance,474,mermaid,1137191808
1201,2108,L.A. Story (1991),Comedy|Romance,474,weather forecaster,1138032081
1202,2114,"Outsiders, The (1983)",Drama,474,S.E. Hinton,1137191789
1203,2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,474,archaeology,1137784519
1204,2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,474,Tolkein,1137374427
1205,2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,573,classic,1186588944
1206,2118,"Dead Zone, The (1983)",Thriller,474,Stephen King,1137191728
1207,2121,Cujo (1983),Horror|Thriller,474,Stephen King,1137374355
1208,2122,Children of the Corn (1984),Horror|Thriller,474,Stephen King,1137373696
1209,2124,"Addams Family, The (1991)",Children|Comedy|Fantasy,62,black comedy,1525636847
1210,2124,"Addams Family, The (1991)",Children|Comedy|Fantasy,62,Christina Ricci,1525636867
1211,2124,"Addams Family, The (1991)",Children|Comedy|Fantasy,62,Christopher Lloyd,1525636859
1212,2124,"Addams Family, The (1991)",Children|Comedy|Fantasy,62,Family,1525636855
1213,2124,"Addams Family, The (1991)",Children|Comedy|Fantasy,62,gothic,1525636849
1214,2124,"Addams Family, The (1991)",Children|Comedy|Fantasy,62,quirky,1525636846
1215,2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,567,atmospheric,1525283760
1216,2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,567,beautiful,1525283752
1217,2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,474,mice,1137521184
1218,2145,Pretty in Pink (1986),Comedy|Drama|Romance,474,1980s,1138032148
1219,2145,Pretty in Pink (1986),Comedy|Drama|Romance,474,high school,1138032148
