userId,porcentagem_coberta,filmes_apareceram,filmes_nao_apareceram
135,16.67,"[2115, 551, 296, 2571, 1291, 2124, 527, 47, 1200]","[1, 1923, 1674, 1036, 1422, 785, 1429, 4634, 3996, 3740, 671, 32, 1954, 292, 293, 4776, 1449, 2987, 1967, 1073, 3250, 1203, 1077, 1206, 2997, 3253, 4022, 3005, 3263, 2502, 2763, 4571, 4066, 485, 742, 1639, 2791, 2409, 2792, 1259, 1265, 1653, 2167, 3704, 3708]"
136,13.33,"[253, 165]","[256, 161, 168, 10, 491, 15, 16, 339, 340, 468, 471, 252, 349]"
137,25.93,"[903, 2571, 1200, 1299, 1301, 858, 924]","[1, 6787, 1293, 2064, 2330, 923, 3741, 3742, 1198, 1203, 951, 1230, 1231, 1233, 3679, 6377, 750, 110, 111, 6650]"
138,40.0,"[59784, 59103]","[616, 849, 222]"
139,50.0,"[98809, 260, 106489]","[3753, 1198, 122886]"
140,12.64,"[608, 2019, 165, 6378, 362, 2764, 474, 3448, 3098, 349, 858]","[1408, 3074, 43396, 3717, 6, 647, 2822, 4874, 11, 33166, 4880, 912, 1682, 2194, 21, 151, 3735, 3101, 3230, 3998, 161, 1441, 7076, 44709, 1704, 1961, 5418, 3372, 27821, 4014, 4018, 3255, 4535, 1721, 1465, 4161, 1090, 2497, 5060, 2501, 5064, 1097, 1101, 2000, 599, 5464, 4187, 2268, 480, 1250, 866, 356, 3685, 2278, 5479, 6377, 42730, 7018, 2797, 1262, 2542, 5103, 4337, 1266, 4339, 6386, 7027, 30707, 500, 1013, 4857, 1015, 3451, 1017, 3198, 4223]"
141,45.0,"[1, 4993, 78499, 260, 1732, 296, 8874, 69844, 1653]","[3361, 3489, 8641, 4963, 5445, 134853, 1968, 8529, 3255, 139385, 68954]"
142,33.33,"[364, 47, 588]","[34, 356, 36, 590, 527, 344]"
143,16.67,"[59421, 101142]","[2144, 6593, 356, 103141, 103335, 6377, 47122, 1721, 68954, 6619]"
144,38.89,"[32, 2081, 4226, 2115, 47, 7153, 2329]","[1028, 356, 357, 6953, 778, 1035, 4014, 17, 337, 7034, 3996]"
145,33.33,[50],"[1, 111]"
146,0.0,[],"[32, 2085, 830]"
147,0.0,[],"[225, 163, 2699, 5]"
148,44.44,"[4896, 54001, 68954, 4308]","[98243, 108932, 356, 60069, 98491]"
149,83.33,"[260, 1253, 1240, 316, 1214]",[32]
150,40.0,"[25, 1356]","[32, 805, 6]"
151,33.33,"[1409, 813, 837, 1429]","[736, 1, 743, 840, 9, 719, 1432, 62]"
152,20.0,"[6016, 88129, 2959]","[64839, 904, 1193, 2858, 908, 64620, 64716, 111, 47, 50, 89492, 96829]"
153,0.0,[],"[7265, 112290, 5992, 88810, 7147, 56715, 140174, 56367, 1682, 158966, 1271, 1246]"
154,66.67,"[115617, 114662, 119145, 81834, 89745, 79132]","[1704, 1097, 356]"
155,22.22,"[432, 260]","[3555, 2628, 2502, 333, 2355, 3578, 3615]"
156,12.12,"[1219, 1284, 913, 1617, 1213, 858, 1244, 541]","[1, 1288, 6666, 1035, 3341, 5902, 17, 1172, 21, 919, 3096, 2202, 3099, 4378, 154, 1179, 6684, 922, 2599, 1193, 1961, 1965, 1966, 562, 3506, 3507, 2997, 4914, 6711, 1596, 3134, 2239, 8128, 1217, 969, 6218, 2511, 848, 593, 3408, 1238, 3418, 223, 1247, 866, 3556, 2917, 2406, 999, 5991, 1641, 7396, 235, 4973, 2289, 7285, 1276, 2941]"
157,0.0,[],"[785, 1270, 527]"
158,0.0,[],"[2490, 2428, 327]"
159,23.08,"[8360, 1, 3114]","[72641, 72998, 7143, 1704, 2858, 166643, 8533, 150, 69757, 318]"
160,25.0,"[32, 541, 260, 1221, 1222, 551, 839, 2023, 748, 589, 4306, 1213]","[1, 2, 1411, 1028, 3593, 778, 3083, 3858, 150, 2455, 2840, 4246, 3868, 2078, 3616, 1059, 2858, 1339, 6591, 1090, 198, 1734, 3910, 1994, 3147, 2387, 1748, 4055, 3160, 2791, 5991, 5992, 2028, 1391, 3578, 2427]"
161,44.44,"[48, 1289, 38038, 2617]","[1, 7247, 2135, 47610, 252]"
162,44.44,"[266, 515, 261, 31]","[527, 16, 17, 272, 509]"
163,66.67,"[1625, 1588]",[1608]
164,44.44,"[1200, 1210, 589, 3527]","[480, 110, 1201, 3639, 3578]"
165,0.0,[],"[5377, 5218, 2019, 5991, 5418, 1291, 6188, 1198, 110, 368, 249]"
166,19.05,"[1, 4226, 1089, 6502, 5418, 527, 45499, 8636]","[51080, 10, 2571, 33166, 7438, 17, 2329, 8360, 1193, 3114, 1580, 2353, 6711, 4027, 46530, 5445, 1097, 1225, 3147, 32587, 51662, 31696, 1617, 1234, 4306, 3160, 5464, 6874, 1500, 1245, 51935, 353, 356, 46578]"
167,37.5,"[5349, 104, 1291, 4011, 4016, 3793, 7153, 38038, 5146]","[33794, 5218, 34405, 2502, 2791, 6857, 778, 7147, 2413, 1136, 1073, 180, 150, 1527, 1278]"
168,40.74,"[8128, 3681, 1221, 1222, 903, 296, 57669, 1225, 908, 1201, 858]","[2657, 48738, 7333, 265, 1193, 2858, 55820, 2890, 111, 3730, 1172, 1269, 1302, 3543, 1276, 7934]"
169,18.84,"[4896, 1, 1282, 899, 1569, 3594, 6188, 588, 1517, 7153, 595, 5014, 440]","[2, 3, 1288, 6539, 6155, 914, 1042, 4373, 150, 5400, 4890, 5151, 4639, 2724, 6565, 5415, 6568, 1962, 3755, 3247, 1073, 4018, 5941, 4022, 5816, 185, 4025, 1083, 8641, 5444, 2501, 2502, 4936, 2762, 6218, 8783, 8529, 594, 852, 4310, 3159, 3160, 2394, 2011, 2012, 3552, 2791, 104, 7143, 7147, 364, 5103, 5873, 1270, 377, 1663]"
170,16.67,[356],"[34, 110, 48, 500, 377]"
171,33.33,"[1089, 707, 260, 714, 720, 1276, 1080, 828]","[1, 485, 1291, 861, 235, 1198, 176, 1201, 29, 500, 1079, 1304, 25, 858, 541, 1208]"
172,16.67,[3578],"[527, 3087, 593, 2770, 277]"
173,0.0,[],"[17, 141, 150]"
174,18.18,"[648, 11]","[480, 736, 34, 39, 520, 333, 337, 344, 539]"
175,66.67,"[3594, 56949, 47382, 3791]","[45880, 2300]"
176,44.44,"[329, 47, 589, 553]","[10, 590, 110, 368, 349]"
177,19.63,"[1028, 1029, 53125, 91529, 8970, 2959, 912, 4886, 91542, 78499, 2087, 8360, 2300, 81845, 588, 88140, 93006, 116823, 110553, 858, 46972]","[1, 6155, 1036, 81932, 77846, 2080, 2085, 39, 47, 56367, 66097, 116797, 593, 594, 4700, 88163, 97921, 107141, 97938, 108190, 1193, 60074, 25771, 1197, 1203, 40629, 50872, 67267, 2248, 6870, 3801, 1247, 1252, 6887, 1256, 6377, 6378, 79091, 3844, 2312, 56587, 8972, 8464, 7451, 6942, 71970, 2858, 1333, 318, 5444, 837, 5445, 41285, 3408, 339, 88405, 344, 3418, 4447, 2918, 98154, 3948, 71535, 40819, 66934, 3451, 5502, 45950, 1407, 898, 1411, 59784, 1931, 910, 911, 1936, 1938, 928, 932, 946, 81847, 72641, 56775, 61406, 46578, 50685]"
178,33.33,"[7361, 6502, 2571, 4235, 7153, 2329]","[608, 1, 356, 357, 4967, 1193, 10, 1198, 2231, 25, 349, 4734]"
179,0.0,[],"[480, 1, 161, 3, 1061, 780, 141, 494, 18, 786, 500, 150, 317, 349, 318]"
180,20.0,[260],"[3552, 4993, 1196, 1136]"
181,44.44,"[539, 490, 11, 61]","[480, 257, 34, 339, 277]"
182,14.97,"[1, 4226, 2948, 2949, 4361, 2058, 778, 4878, 3984, 4881, 924, 431, 2991, 2993, 2997, 3911, 1224, 2762, 858, 3429, 5995, 1148]","[3078, 6, 1542, 5131, 14, 2067, 6679, 4641, 4642, 36, 41, 47, 4681, 590, 3150, 1104, 593, 8784, 3158, 600, 3160, 7264, 7265, 1645, 1136, 2672, 2683, 2686, 4225, 7299, 1673, 4235, 1676, 5772, 6285, 3740, 3742, 5791, 6305, 3747, 2730, 5810, 8370, 1204, 1206, 1207, 2232, 6335, 194, 198, 3271, 2248, 1225, 3272, 1227, 2763, 3275, 1748, 215, 1754, 1251, 1252, 1253, 2294, 760, 1784, 1274, 4349, 4350, 1279, 1281, 4874, 2336, 306, 307, 3897, 6969, 6971, 318, 3910, 3409, 2387, 1365, 2391, 3418, 1377, 5991, 5992, 7022, 1391, 4978, 4979, 5498, 1921, 2947, 4995, 8581, 3977, 1941, 919, 3992, 412, 1952, 441, 4029, 4032, 3521, 4037, 5574, 1480, 5577, 971, 3535, 6620, 2529, 3556, 2022, 2541, 2542, 5107, 6645, 3062, 1527, 5110, 3070]"
183,41.67,"[1210, 1200, 1201, 3062, 1370]","[1408, 2947, 1387, 110, 2993, 377, 380]"
184,50.0,"[171011, 122918, 122920, 159817, 122922, 178827, 102125, 112852, 114935, 168250, 79132, 106782]","[74754, 4226, 112552, 180297, 5995, 80463, 180497, 2579, 105653, 162968, 157369, 170907]"
185,33.33,"[2081, 364, 2085]","[1, 4226, 4878, 4308, 2396, 223]"
186,23.33,"[1, 2628, 2406, 1127, 1544, 1320, 1391, 3697, 3988, 1301, 950, 1240, 1210, 1214]","[1921, 2, 899, 898, 2819, 902, 2054, 10, 2186, 3471, 2064, 4121, 2078, 1073, 1334, 952, 2617, 953, 4027, 4795, 5181, 2366, 2369, 4813, 592, 593, 594, 3408, 1876, 3409, 3675, 2140, 5214, 2916, 5349, 4713, 2541, 2797, 1136, 2161, 1909, 1527, 377, 379, 380, 3711]"
187,28.57,"[4640, 3681, 296, 6440, 27660, 47, 2064, 1136, 7153, 7156, 8950, 1209, 1210, 7099, 29, 1214]","[1921, 8961, 31364, 27397, 2700, 49932, 16, 1148, 2076, 4641, 290, 7976, 2858, 3627, 7981, 31410, 1464, 39292, 1466, 319, 5570, 3910, 27592, 8012, 1617, 30810, 1120, 6368, 741, 6502, 37733, 5608, 745, 37741, 750, 4720, 8949, 49272, 2810, 5244]"
188,21.43,"[1537, 594, 919]","[2436, 5060, 356, 2565, 7, 3469, 1747, 918, 2359, 1304, 926]"
189,66.67,"[5952, 7153, 48516, 527]","[356, 318]"
190,41.67,"[4896, 4995, 527, 8950, 858]","[6016, 8961, 4973, 8464, 6708, 6711, 318]"
191,11.11,"[16, 306]","[1, 162, 417, 6, 230, 235, 299, 300, 496, 50, 52, 246, 151, 58, 155, 348]"
192,33.33,"[160, 356]","[432, 10, 380, 150]"
193,28.57,"[296, 260]","[4878, 527, 5618, 97938, 1207]"
194,33.33,[1090],"[1288, 1035]"
195,12.12,"[16, 3793, 296, 6]","[3203, 260, 648, 778, 10, 1805, 1302, 4246, 2841, 1958, 2858, 1196, 3897, 1210, 4034, 3911, 1358, 2387, 2391, 1120, 866, 4067, 3174, 235, 2797, 1392, 3186, 2423, 1912]"
196,16.67,[150],"[6378, 364, 44665, 47099, 62]"
197,42.86,"[296, 1377, 1240]","[3072, 1755, 293, 318]"
198,15.79,"[4226, 2023, 913, 1617, 920, 1210]","[2571, 4235, 2065, 4370, 24, 25, 923, 3868, 1307, 3100, 32, 2594, 3746, 2600, 1198, 3246, 1206, 3894, 185, 5570, 198, 3147, 1619, 215, 356, 357, 5607, 364, 1645, 2028, 1274, 1277]"
199,11.76,"[4226, 1136, 30707, 1272, 2683, 1213]","[5377, 2692, 6, 11, 55820, 41997, 910, 912, 1276, 21, 4378, 1178, 1179, 30749, 1693, 2336, 417, 6565, 5418, 5292, 3117, 440, 3129, 1339, 1214, 318, 1217, 1358, 56782, 6867, 6870, 3160, 858, 2908, 1374, 2912, 1889, 55269, 2918, 1641, 2671, 2289, 1267, 2300, 4223]"
200,29.03,"[1569, 63433, 10, 56367, 8368, 4816, 3793, 5299, 40815, 51255, 6934, 3638, 6365, 8665, 1210, 2011, 2012, 6333]","[5, 31878, 3717, 3082, 61323, 913, 6942, 6944, 2724, 39, 1580, 4014, 4015, 4018, 2485, 56757, 50872, 3004, 1213, 318, 708, 1220, 2501, 2502, 31685, 32587, 8784, 339, 2006, 344, 44761, 4571, 1500, 4447, 6373, 3176, 5225, 2797, 5103, 2805, 56949, 44665, 49530, 1020]"
201,33.33,"[1, 2115, 260, 2762, 1291, 1196, 589, 16, 1876]","[1378, 1127, 296, 11, 1197, 2094, 2321, 2706, 593, 2324, 2100, 339, 597, 1909, 1721, 1307, 2716, 2302]"
202,18.39,"[2628, 3836, 2949, 2951, 2571, 1131, 1291, 1358, 1370, 2640, 3633, 2959, 3635, 1267, 858, 3260]","[1280, 1, 2, 1537, 1283, 2819, 6, 1674, 3470, 2064, 529, 1682, 150, 1307, 1183, 3104, 3105, 1184, 161, 3108, 1188, 1958, 1959, 1961, 2858, 1580, 306, 3763, 2100, 1204, 1206, 308, 1208, 2105, 953, 318, 3006, 3269, 3271, 1226, 3402, 971, 1231, 3793, 1234, 595, 596, 852, 3029, 3418, 1500, 3036, 608, 3552, 1125, 2278, 1127, 2406, 2407, 999, 110, 750, 2288, 1265, 1266, 2289, 2802, 2414, 507, 508, 1663]"
203,33.33,"[296, 4993, 110]","[88744, 70286, 56174, 4306, 4886, 318]"
204,40.0,"[33794, 1222, 296, 5995, 47, 6807, 1208, 6104]","[88129, 3266, 293, 3751, 91658, 32587, 62956, 3949, 33615, 58803, 59604, 1206]"
205,16.67,[81834],"[356, 260, 81845, 77561, 3033]"
206,0.0,[],"[608, 1, 7, 14, 783, 661]"
207,0.0,[],"[1321, 1347, 2021]"
208,33.33,"[2628, 589]","[1210, 2762, 2916, 110]"
209,33.33,"[74458, 68157, 2959]","[356, 4011, 593, 3578, 68954, 318]"
210,50.0,"[7649, 5378, 7810, 260, 84772, 98243, 2628, 117192, 179819, 1196, 102125, 122926, 5816, 147378, 147380, 62999, 5944, 116797]","[81564, 113378, 100611, 7811, 79139, 68358, 128842, 3147, 130444, 48780, 589, 147376, 62836, 179511, 50872, 2716, 49278, 180031]"
211,47.37,"[260, 1196, 8665, 2959, 50, 95510, 73017, 79132, 58559]","[3034, 78499, 57669, 296, 2858, 32587, 1198, 7153, 55765, 1210]"
212,38.89,"[122916, 26662, 122918, 179401, 122922, 1291, 589, 94959, 4306, 51255, 67255, 924, 68157, 180031]","[166528, 48394, 93838, 106002, 2078, 81834, 104879, 4016, 80693, 81591, 166461, 318, 109374, 163645, 96079, 51540, 2005, 64614, 4979, 30707, 180985, 27773]"
213,20.0,"[5952, 1370, 589]","[3424, 64969, 6058, 6539, 908, 3409, 1682, 1721, 3481, 858, 69757, 58559]"
215,23.81,"[5952, 260, 3210, 50, 2324]","[3448, 1704, 2686, 6155, 55820, 2542, 144, 1297, 1617, 1203, 3252, 5782, 1206, 1208, 60766, 58047]"
216,23.33,"[3972, 1032, 2863, 913, 1617, 3994, 1244]","[1028, 3977, 2186, 3210, 910, 916, 1304, 2208, 34, 2857, 2858, 3507, 955, 2239, 1230, 1238, 3543, 3298, 3300, 497, 1394, 3578, 125]"
217,40.0,"[1, 34, 2115, 1610, 1196, 1198, 474, 3256, 1370, 1371, 1148, 1373]","[480, 2407, 1641, 10, 2762, 909, 910, 3341, 1711, 2735, 494, 3347, 2414, 2870, 2137, 954, 2524, 2174]"
218,16.67,[2699],"[5952, 2692, 750, 471, 345]"
219,25.93,"[3972, 8360, 1196, 53996, 54286, 1198, 56367, 50, 3030, 51255, 6874, 1210, 56251, 858]","[62336, 31878, 10, 778, 780, 1805, 2321, 6548, 150, 2716, 2717, 44191, 2723, 44195, 44199, 1704, 4649, 6711, 3000, 27831, 50872, 2301, 64575, 8641, 3911, 457, 4816, 1617, 8528, 56788, 3033, 2268, 480, 63082, 364, 3949, 4848, 54259, 49272, 27773]"
220,37.21,"[32, 1, 4896, 608, 68358, 2011, 1291, 1196, 2012, 1198, 8368, 6365, 45722, 45499, 8636, 6333]","[2692, 10, 2700, 55820, 8464, 57368, 3996, 2716, 58025, 3114, 4011, 1197, 303, 4022, 318, 3147, 45517, 590, 3159, 4954, 733, 349, 5218, 6377, 1387, 2028, 1393]"
221,23.08,"[3328, 1284, 1125, 1222, 296, 3529, 5291, 1260, 1263, 1136, 1201, 2289, 1203, 913, 2997, 1945, 1466, 2973]","[27776, 2692, 3334, 1287, 1288, 4361, 1927, 6538, 910, 2959, 912, 1041, 3983, 7056, 32022, 1944, 6552, 3996, 29, 32, 5669, 2599, 1449, 31658, 27820, 3246, 3504, 50, 3507, 1206, 953, 27834, 9018, 318, 8128, 965, 3911, 1224, 1225, 2248, 6987, 8014, 1104, 593, 8914, 31702, 348, 608, 7013, 5225, 1259, 8044, 750, 6639, 1394, 4467, 8949, 2300, 4605, 2686]"
222,33.33,"[1221, 296, 91529, 98124, 7438, 1213, 68157]","[4993, 4995, 1220, 4963, 3173, 64969, 110, 47, 8528, 8958, 97304, 2716, 3421, 66744]"
223,22.22,"[5349, 58559]","[2144, 48516, 5445, 48394, 2316, 4973, 318]"
224,13.33,"[2804, 2108]","[2144, 289, 3361, 2915, 356, 39, 3496, 1259, 3436, 2797, 1265, 2100, 1270]"
225,20.0,"[2248, 2001, 2011]","[223, 69, 2791, 104, 1641, 2633, 1196, 1197, 1079, 1753, 2716, 1407]"
226,18.67,"[32, 4993, 33794, 2115, 420, 608, 5481, 1196, 6188, 2959, 4306, 4980, 1240, 2683]","[54272, 2054, 45447, 1288, 1672, 10, 3210, 4489, 6025, 6796, 16, 3988, 661, 1276, 3481, 2329, 2716, 7325, 671, 45728, 2082, 1704, 1193, 2984, 4011, 5418, 1197, 8874, 180, 2997, 3253, 2231, 3254, 441, 6711, 7360, 3535, 8784, 1236, 54997, 6870, 216, 5464, 37720, 2268, 1246, 223, 480, 5989, 4326, 8807, 54503, 3948, 2671, 46578, 4979, 1655, 3578, 35836, 7293, 1278]"
227,16.67,"[6377, 91658, 150, 2959]","[115713, 48774, 778, 54286, 111759, 97304, 30749, 32, 47, 31410, 62644, 116797, 32587, 858, 6874, 52319, 59369, 63082, 750, 97913]"
228,33.33,"[2571, 260]","[2722, 50, 3005, 318]"
229,25.0,"[345, 508, 349]","[1, 356, 265, 10, 236, 237, 500, 21, 475]"
230,27.27,"[8644, 5349, 33679]","[736, 54272, 5218, 33794, 55241, 5459, 597, 253]"
231,66.67,"[2571, 1291, 260, 589]","[296, 1270]"
232,15.15,"[5378, 6537, 589, 527, 47, 39446, 8665, 1210, 79132, 68157]","[2, 5379, 48516, 4874, 6539, 3980, 60684, 34319, 529, 4886, 67734, 5400, 30749, 64034, 78499, 68135, 71464, 1197, 1198, 7347, 6708, 59315, 4022, 79293, 5956, 8644, 1994, 3147, 3275, 32587, 51662, 4816, 59985, 51540, 54997, 55765, 51931, 2268, 30812, 8798, 7263, 5989, 64614, 5991, 71530, 2028, 3949, 110, 55276, 71535, 46578, 3189, 35957, 63479, 47099, 7293]"
233,35.71,"[7361, 1732, 48516, 296, 1298]","[7371, 2028, 3949, 4973, 170705, 50, 4306, 177593, 318]"
234,21.21,"[480, 1, 1377, 1036, 1359, 1907, 1690]","[1030, 648, 2571, 24, 4519, 2088, 2089, 42, 2090, 2985, 2987, 3114, 3624, 688, 1073, 2373, 4306, 3672, 610, 2406, 364, 3699, 1784, 377, 1275, 4351]"
235,8.33,[589],"[265, 11, 235, 590, 593, 21, 246, 440, 377, 380, 25]"
236,42.86,"[1278, 3052, 2542]","[2505, 2572, 1350, 1214]"
237,50.0,"[32, 293, 44191]","[36529, 44195, 318]"
238,44.44,"[3682, 3508, 1221, 4855]","[163, 1092, 4803, 3528, 4848]"
239,40.0,"[1, 260, 48516, 648, 2571, 6539, 7438, 2959, 54286, 4896, 292, 4008, 38061, 1210, 1213, 1214, 1089, 1090, 8665, 6502, 40815, 1136, 54001, 1917]","[2944, 1527, 6, 11, 48780, 4880, 1682, 2194, 2706, 7445, 4886, 5782, 3994, 288, 5669, 1704, 4011, 1580, 36529, 440, 1466, 8132, 5445, 454, 457, 733, 2141, 8798, 608, 6378, 3052, 2542, 54259, 8950, 2167, 47610]"
240,29.17,"[1, 2, 196, 135, 333, 344, 383]","[256, 673, 736, 3, 420, 104, 780, 174, 110, 529, 338, 531, 253, 185, 413, 542, 255]"
241,46.67,"[3083, 2571, 8973, 60950, 215, 68157, 8638]","[3910, 106696, 104841, 106920, 47, 50, 8981, 71899]"
242,33.33,"[380, 47]","[32, 434, 432, 111]"
243,22.22,"[466, 44]","[193, 227, 36, 520, 10, 172, 442]"
244,15.0,"[1610, 1196, 541]","[1090, 547, 3811, 6, 2919, 1288, 457, 10, 3082, 3755, 1293, 1197, 1356, 2797, 110, 1754, 1597]"
246,39.22,"[62336, 4993, 53125, 63113, 6539, 2959, 17, 8983, 8984, 410, 28, 29, 1210, 86332, 7361, 1240, 86880, 2020, 40815, 7153]","[95105, 3079, 55820, 70286, 5013, 4246, 62999, 52885, 541, 44191, 5279, 26662, 4270, 81845, 81591, 94777, 69951, 94015, 80969, 33615, 6618, 1243, 1884, 2916, 357, 85736, 6377, 7147, 71535, 4720, 2046]"
247,39.29,"[1, 4226, 78499, 1089, 81834, 4878, 47, 7153, 54001, 112852, 79132]","[480, 115617, 1704, 1193, 6377, 6539, 48780, 588, 115149, 527, 51662, 152081, 1682, 1073, 50, 2028, 3578]"
248,33.33,"[86880, 2115, 60069]","[1291, 1198, 151763, 147382, 147384, 84152]"
249,25.97,"[1, 111362, 4993, 114180, 260, 91529, 2700, 107406, 89745, 6548, 89492, 95510, 122906, 79132, 32, 122912, 122916, 4007, 103335, 118696, 99114, 1580, 103341, 87222, 8636, 87232, 5952, 187593, 53322, 3793, 112852, 33493, 117590, 106072, 1240, 733, 119141, 6502, 91500, 143355]","[169984, 2, 69122, 111113, 522, 159755, 1036, 81932, 97304, 82459, 1566, 1061, 1573, 96821, 1079, 95309, 7254, 4701, 5218, 64614, 63082, 106100, 69757, 49278, 31878, 48774, 49286, 93831, 93838, 2706, 5266, 148626, 7317, 101525, 142488, 63131, 2716, 7325, 44191, 4776, 58025, 60072, 60074, 38061, 1201, 5810, 1203, 1206, 83134, 134853, 8917, 60126, 134368, 2273, 1257, 52458, 52973, 750, 1265, 42738, 171763, 8950, 58103, 8957, 105213, 253, 778, 87306, 5903, 2329, 110882, 293, 72998, 2353, 73017, 57669, 95558, 93512, 168266, 32587, 79695, 8528, 3409, 103249, 107348, 79702, 91485, 69481, 161131, 4470, 3448, 1917, 6539, 99728, 3994, 114074, 3489, 1954, 107953, 2997, 3005, 8641, 72641, 457, 160718, 2000, 89047, 97752, 3034, 480, 55269, 55278, 134130, 55290]"
250,28.57,"[8880, 2085]","[2407, 45, 2739, 345, 318]"
251,25.0,"[293, 47]","[142115, 159817, 1225, 1197, 111, 1208]"
252,30.0,"[115617, 122922, 78499]","[1, 168418, 122886, 364, 66097, 500, 81845]"
253,0.0,[],"[608, 4642, 446, 1734, 1449, 44555, 4973, 2064, 26524, 29, 26366, 5791]"
254,40.0,"[32, 5952, 33154, 1089, 7361, 44199, 8360, 1196, 7438, 47, 1200, 3996]","[1, 4034, 44195, 5570, 48738, 48774, 5319, 356, 457, 2431, 4011, 48780, 32587, 2542, 338, 2396, 30749, 44191]"
255,25.0,[1194],"[344, 420, 3552]"
256,35.9,"[4995, 68358, 88744, 170, 2571, 109487, 4306, 5171, 69524, 8371, 44022, 8984, 6586, 2011]","[4992, 122882, 3717, 520, 48780, 111759, 18, 4246, 6942, 163, 6947, 3753, 442, 453, 3785, 8529, 2002, 121171, 53972, 126548, 68954, 4343, 92259, 91500, 106487]"
257,0.0,[],"[1288, 420, 653]"
258,50.0,"[60069, 48774, 527]","[48394, 1197, 318]"
259,0.0,[],"[32, 7149, 1584, 6711, 153, 5945]"
260,33.33,"[6016, 1089, 4226, 4034, 3052, 47, 1175, 6874, 1148]","[608, 7022, 6027, 2572, 1357, 1358, 2413, 6288, 4529, 50, 3181, 2580, 1301, 342, 471, 6773, 29, 3006]"
261,41.67,"[5989, 4878, 50, 1240, 79132]","[4963, 2028, 96079, 16, 47, 1682, 81591]"
262,0.0,[],"[608, 36, 552, 594, 213, 28]"
263,19.05,"[4896, 1, 5952, 1188, 745, 11, 1196, 7153]","[4992, 2690, 1923, 5507, 262, 8970, 527, 912, 17, 2324, 282, 3996, 1197, 3897, 7361, 2761, 1610, 2763, 8014, 1617, 1873, 8914, 2268, 30812, 224, 1639, 4973, 5617, 2291, 500, 1912, 1020, 509, 3967]"
264,33.33,"[4896, 1356, 1372]","[1, 1250, 4995, 150, 4886, 253]"
265,29.17,"[32, 480, 2985, 1356, 2393, 379, 1276]","[1921, 2433, 36, 3035, 2407, 953, 969, 1784, 529, 3730, 3060, 3733, 150, 3701, 1270, 1945, 923]"
266,30.3,"[608, 2115, 3108, 6, 1222, 296, 2571, 16, 1136, 1213]","[2560, 1285, 1288, 778, 2580, 21, 1573, 2863, 3265, 1220, 1093, 1610, 2890, 1617, 733, 353, 356, 1127, 2804, 3060, 2167, 1275, 2174]"
267,33.33,"[3527, 1320, 1356, 1653, 924]","[3552, 1093, 2699, 110, 3471, 2706, 1175, 58, 2683, 29]"
268,5.56,[2349],"[1125, 1094, 2344, 41, 1673, 2762, 2858, 1230, 2351, 50, 1234, 1394, 1077, 1238, 1303, 2770, 29]"
269,16.67,[832],"[1, 3, 6, 780, 783]"
270,16.67,[661],"[608, 1, 736, 14, 17]"
271,16.67,[924],"[32, 5508, 5902, 55765, 345]"
272,33.33,"[1240, 318]","[84152, 89745, 112138, 1527]"
273,38.46,"[32, 364, 783, 500, 248]","[1, 514, 262, 236, 367, 21, 410, 509]"
274,15.62,"[1, 48385, 60161, 2328, 68358, 3275, 2700, 1036, 589, 2959, 2384, 1208, 52281, 79132, 1240]","[6, 10, 2060, 3608, 27674, 2076, 2606, 50, 6707, 6708, 3639, 1079, 1089, 7235, 7236, 69, 70, 590, 593, 3671, 80489, 26736, 7802, 2683, 7293, 4223, 4226, 4238, 59022, 6807, 26778, 69275, 31909, 48304, 1206, 1209, 1729, 1235, 44761, 1253, 7930, 3843, 53000, 5903, 3857, 2329, 288, 3362, 3363, 293, 296, 3897, 32587, 55118, 80219, 1884, 5989, 2918, 69481, 364, 44397, 367, 380, 6016, 2947, 4995, 53123, 33166, 43921, 55721, 1967, 1461, 5047, 55765, 5080, 7646, 59369, 2028, 1517, 1527, 47610]"
275,12.22,"[1, 4993, 4037, 903, 5902, 1136, 1270, 1208, 1210, 1148, 541]","[17, 21, 556, 1594, 1610, 593, 1617, 1123, 2150, 4728, 2174, 2186, 3210, 2700, 2716, 2731, 3246, 1199, 3255, 4291, 4809, 1228, 1230, 4816, 1234, 1747, 215, 5349, 232, 235, 4334, 5878, 1784, 4345, 1278, 1280, 5377, 2330, 1307, 3362, 5418, 2859, 2352, 5938, 2355, 1333, 3384, 3897, 3910, 3911, 2890, 1358, 3408, 1875, 348, 2912, 357, 4979, 372, 904, 908, 5013, 3481, 1965, 1966, 1968, 3504, 953, 954, 3006, 4034, 2518, 3543, 4061, 3038, 3039, 994, 2539, 2542]"
276,8.33,[333],"[1, 2, 673, 260, 231, 7, 648, 1196, 1042, 728, 1210]"
277,33.33,"[849, 1356]","[32, 1, 104, 880]"
278,40.0,"[54272, 4002]","[50, 203, 318]"
279,25.93,"[260, 296, 2571, 164179, 168248, 924, 1240]","[33794, 91529, 1036, 112171, 112556, 38061, 161582, 112183, 8376, 58559, 57669, 1222, 2502, 61132, 79702, 858, 2403, 80489, 1258, 110]"
280,33.33,"[91104, 1, 7, 3210, 56367, 8368, 40815, 78772, 8341, 63992, 27, 1213, 8638]","[2432, 45447, 55052, 79132, 3489, 3753, 4649, 2352, 1207, 575, 72641, 91079, 586, 55247, 4306, 595, 5970, 4310, 1247, 5989, 41573, 64614, 6377, 63082, 91500, 2541]"
281,0.0,[],"[8368, 2329, 7325]"
