userId,porcentagem_coberta,filmes_apareceram,filmes_nao_apareceram
135,48.15,"[1923, 1291, 2571, 1036, 1422, 527, 1429, 3740, 671, 32, 551, 296, 1449, 2987, 47, 1200, 1077, 3005, 2115, 2124, 4571, 485, 1639, 2791, 1653, 3704]","[1, 1674, 785, 4634, 3996, 1954, 292, 293, 4776, 1967, 1073, 3250, 1203, 2997, 1206, 3253, 4022, 3263, 2502, 2763, 4066, 742, 2792, 2409, 1259, 1265, 2167, 3708]"
136,100.0,"[256, 161, 165, 168, 10, 491, 15, 16, 339, 340, 468, 471, 253, 252, 349]",[]
137,51.85,"[6787, 903, 2571, 1230, 1231, 1200, 1233, 750, 1299, 1301, 858, 923, 924, 3741]","[1, 6377, 1293, 1198, 110, 2064, 111, 6650, 1203, 951, 2330, 3742, 3679]"
138,40.0,"[59784, 59103]","[616, 849, 222]"
139,83.33,"[260, 122886, 3753, 98809, 106489]",[1198]
140,54.02,"[1408, 6, 647, 11, 33166, 3735, 151, 3098, 3230, 7076, 165, 1704, 3372, 4014, 3255, 4535, 5060, 2764, 1101, 2000, 599, 5464, 858, 474, 349, 608, 1250, 2019, 2278, 5479, 6378, 42730, 362, 7018, 1262, 2542, 4337, 1266, 4339, 7027, 30707, 1013, 3448, 1017, 3451, 3198, 4223]","[3074, 43396, 3717, 2822, 4874, 4880, 912, 1682, 2194, 21, 3101, 3998, 161, 1441, 44709, 1961, 5418, 27821, 4018, 1721, 1465, 4161, 1090, 2497, 2501, 5064, 1097, 4187, 2268, 480, 866, 356, 3685, 6377, 2797, 5103, 6386, 500, 1015, 4857]"
141,80.0,"[1, 4993, 3489, 260, 78499, 1732, 5445, 296, 134853, 8874, 1968, 69844, 1653, 3255, 139385, 68954]","[8529, 3361, 4963, 8641]"
142,77.78,"[356, 36, 364, 588, 47, 527, 344]","[34, 590]"
143,66.67,"[2144, 6593, 103141, 103335, 6377, 101142, 1721, 59421]","[47122, 6619, 356, 68954]"
144,66.67,"[32, 2081, 4226, 2115, 1028, 357, 778, 47, 337, 7153, 2329, 3996]","[356, 6953, 1035, 4014, 17, 7034]"
145,100.0,"[1, 50, 111]",[]
146,33.33,[32],"[2085, 830]"
147,0.0,[],"[225, 163, 2699, 5]"
148,88.89,"[4896, 98243, 108932, 60069, 54001, 4308, 68954, 98491]",[356]
149,100.0,"[32, 260, 1253, 1240, 316, 1214]",[]
150,80.0,"[25, 1356, 805, 6]",[32]
151,75.0,"[736, 1409, 837, 743, 840, 813, 719, 1429, 1432]","[62, 1, 9]"
152,33.33,"[6016, 88129, 2959, 47, 50]","[64839, 904, 1193, 2858, 908, 64620, 64716, 111, 89492, 96829]"
153,41.67,"[7265, 112290, 7147, 56715, 140174]","[5992, 88810, 56367, 1682, 158966, 1271, 1246]"
154,88.89,"[115617, 356, 114662, 1097, 81834, 119145, 89745, 79132]",[1704]
155,77.78,"[3555, 260, 2628, 2502, 432, 3578, 3615]","[2355, 333]"
156,45.45,"[1284, 1288, 1035, 3341, 913, 919, 3096, 922, 3099, 1179, 541, 1966, 3506, 3507, 4914, 1213, 1217, 1219, 2511, 593, 1617, 858, 1244, 2917, 999, 5991, 235, 4973, 2289, 1276]","[1, 6666, 5902, 17, 1172, 21, 2202, 4378, 154, 6684, 2599, 1193, 1961, 1965, 562, 2997, 6711, 1596, 3134, 2239, 8128, 969, 6218, 848, 3408, 1238, 3418, 223, 1247, 866, 3556, 7396, 2406, 1641, 7285, 2941]"
157,100.0,"[785, 1270, 527]",[]
158,33.33,[2490],"[2428, 327]"
159,38.46,"[1, 1704, 8360, 3114, 8533]","[72641, 72998, 7143, 2858, 166643, 150, 69757, 318]"
160,56.25,"[2, 260, 1028, 778, 3858, 150, 2455, 2840, 3868, 541, 2078, 32, 551, 1213, 1090, 1221, 198, 839, 1222, 589, 4306, 2387, 1748, 4055, 2023, 748, 1391]","[1, 1411, 3593, 3083, 4246, 3616, 1059, 2858, 1339, 6591, 1734, 3910, 1994, 3147, 3160, 2791, 5991, 5992, 2028, 3578, 2427]"
161,66.67,"[1, 1289, 7247, 48, 38038, 2617]","[47610, 252, 2135]"
162,77.78,"[515, 261, 266, 527, 16, 509, 31]","[272, 17]"
163,100.0,"[1608, 1625, 1588]",[]
164,77.78,"[480, 3527, 589, 110, 1200, 3639, 1210]","[1201, 3578]"
165,36.36,"[5218, 1291, 110, 5991]","[5377, 2019, 5418, 6188, 1198, 368, 249]"
166,69.05,"[1, 4226, 51080, 10, 2571, 527, 2329, 8360, 1193, 3114, 5418, 1580, 45499, 8636, 1089, 46530, 5445, 1225, 32587, 1617, 4306, 3160, 5464, 6874, 1500, 1245, 353, 356, 6502]","[1097, 3147, 33166, 7438, 51662, 17, 2353, 31696, 1234, 46578, 6711, 4027, 51935]"
167,62.5,"[33794, 5349, 2502, 34405, 2791, 104, 1291, 4011, 4016, 3793, 7153, 180, 38038, 150, 5146]","[5218, 6857, 778, 7147, 2413, 1136, 1073, 1527, 1278]"
168,55.56,"[8128, 3681, 1221, 1222, 903, 296, 57669, 1225, 2890, 908, 1201, 3730, 3543, 858, 1276]","[2657, 48738, 7333, 265, 1193, 2858, 55820, 111, 1172, 1269, 1302, 7934]"
169,36.23,"[1, 2, 899, 1282, 1288, 3594, 5014, 5151, 4896, 1569, 4639, 1962, 6188, 4022, 5816, 440, 588, 594, 595, 2791, 7147, 364, 1517, 5103, 7153]","[3, 6155, 6539, 1042, 914, 4373, 150, 5400, 4890, 2724, 6565, 5415, 6568, 3755, 3247, 1073, 4018, 5941, 185, 4025, 1083, 8641, 5444, 2501, 2502, 4936, 2762, 6218, 8783, 8529, 852, 4310, 3159, 3160, 2394, 2011, 2012, 3552, 7143, 104, 5873, 1270, 377, 1663]"
170,83.33,"[34, 356, 110, 48, 500]",[377]
171,50.0,"[1, 1089, 707, 260, 485, 714, 1291, 720, 1276, 1080, 25, 828]","[541, 235, 861, 1198, 176, 1201, 500, 1079, 1304, 858, 29, 1208]"
172,33.33,"[593, 3578]","[2770, 527, 277, 3087]"
173,100.0,"[17, 141, 150]",[]
174,72.73,"[480, 34, 520, 648, 11, 333, 337, 539]","[736, 344, 39]"
175,83.33,"[3594, 3791, 56949, 47382, 45880]",[2300]
176,100.0,"[329, 10, 553, 589, 110, 47, 368, 590, 349]",[]
177,43.93,"[1, 898, 1028, 1029, 53125, 91529, 8970, 81932, 2959, 912, 4886, 91542, 7451, 6942, 2080, 71970, 78499, 932, 2085, 2087, 8360, 46972, 1197, 47, 81845, 81847, 116797, 5444, 588, 88140, 93006, 594, 88405, 116823, 110553, 858, 4700, 61406, 88163, 1252, 2918, 79091, 40819, 66934, 3451, 2300, 50685]","[97921, 1411, 3844, 107141, 2312, 59784, 6155, 1036, 56587, 8972, 1931, 8464, 910, 97938, 911, 1936, 1938, 77846, 108190, 928, 5502, 39, 1193, 60074, 25771, 2858, 56367, 66097, 946, 1203, 40629, 1333, 50872, 318, 72641, 67267, 837, 5445, 41285, 2248, 56775, 3408, 593, 339, 6870, 344, 3801, 3418, 1247, 4447, 6887, 1256, 6377, 6378, 98154, 3948, 71535, 46578, 45950, 1407]"
178,38.89,"[608, 7361, 6502, 2571, 4235, 7153, 2329]","[1, 356, 357, 4967, 1193, 10, 1198, 2231, 25, 349, 4734]"
179,46.67,"[480, 3, 141, 494, 786, 349, 318]","[1, 161, 1061, 780, 18, 500, 150, 317]"
180,20.0,[260],"[3552, 4993, 1196, 1136]"
181,77.78,"[480, 490, 11, 339, 277, 539, 61]","[257, 34]"
182,42.86,"[1, 4226, 1281, 1921, 2947, 6, 2948, 2949, 4361, 2058, 778, 4874, 3977, 4878, 3984, 4881, 1941, 919, 3992, 412, 924, 3742, 2336, 36, 41, 4995, 47, 431, 2991, 8370, 2993, 2997, 1206, 3897, 6971, 6335, 4037, 198, 3271, 1224, 1225, 2762, 1227, 3272, 3275, 3911, 2387, 1748, 3158, 215, 2391, 858, 1253, 3429, 5995, 1136, 2672, 5107, 6645, 760, 1274, 1148, 4349]","[1542, 3078, 5131, 14, 2067, 6679, 4641, 4642, 4681, 590, 3150, 1104, 593, 8784, 600, 3160, 7264, 7265, 1645, 2683, 2686, 4225, 7299, 1673, 4235, 1676, 5772, 6285, 3740, 5791, 6305, 3747, 2730, 5810, 1204, 1207, 2232, 194, 2248, 2763, 1754, 1251, 1252, 2294, 1784, 4350, 1279, 306, 307, 6969, 318, 3910, 3409, 1365, 3418, 1377, 5991, 5992, 7022, 1391, 4978, 4979, 5498, 8581, 1952, 441, 4029, 4032, 3521, 5574, 1480, 5577, 971, 3535, 6620, 2529, 3556, 2022, 2541, 2542, 3062, 1527, 5110, 3070]"
183,100.0,"[1408, 2947, 1210, 1387, 110, 1200, 1201, 2993, 3062, 377, 1370, 380]",[]
184,79.17,"[171011, 178827, 180497, 2579, 162968, 170907, 79132, 106782, 122918, 112552, 122920, 122922, 168250, 159817, 180297, 112852, 5995, 102125, 114935]","[74754, 4226, 80463, 105653, 157369]"
185,66.67,"[1, 2081, 2085, 364, 4308, 2396]","[4226, 4878, 223]"
186,68.33,"[1, 898, 2819, 902, 2054, 1544, 10, 2186, 2064, 3988, 1301, 4121, 2078, 1320, 1073, 950, 1334, 953, 1210, 2617, 4027, 5181, 1214, 2366, 2628, 4813, 592, 594, 1876, 1240, 3675, 2916, 5349, 2406, 1127, 1391, 2161, 3697, 1909, 1527, 379]","[1921, 2, 899, 3471, 952, 4795, 2369, 3408, 593, 3409, 2140, 5214, 4713, 2541, 2797, 1136, 377, 380, 3711]"
187,62.5,"[8961, 31364, 49932, 27660, 16, 2064, 2076, 29, 4640, 290, 296, 6440, 47, 1464, 1209, 1210, 1466, 7099, 1214, 319, 27592, 8012, 1617, 30810, 6368, 3681, 741, 6502, 37733, 750, 1136, 7153, 7156, 8950, 5244]","[1921, 27397, 2700, 1148, 4641, 7976, 2858, 3627, 7981, 31410, 5570, 3910, 1120, 5608, 745, 37741, 4720, 8949, 49272, 2810, 39292]"
188,57.14,"[1537, 2565, 3469, 594, 1747, 918, 919, 926]","[2436, 5060, 356, 7, 2359, 1304]"
189,83.33,"[5952, 48516, 356, 527, 7153]",[318]
190,75.0,"[4896, 6016, 4995, 527, 6708, 8950, 6711, 858, 318]","[8464, 8961, 4973]"
191,66.67,"[6, 299, 235, 300, 16, 496, 50, 306, 52, 246, 58, 348]","[1, 162, 417, 230, 151, 155]"
192,83.33,"[160, 356, 10, 432, 380]",[150]
193,57.14,"[296, 260, 4878, 527]","[1207, 5618, 97938]"
194,33.33,[1090],"[1288, 1035]"
195,45.45,"[866, 1958, 6, 296, 3911, 2858, 3174, 1358, 16, 3793, 2387, 2391, 1912, 2841, 1210]","[1120, 4034, 3203, 260, 4067, 648, 778, 10, 1196, 1805, 235, 2797, 1392, 3186, 1302, 4246, 3897, 2423]"
196,66.67,"[44665, 6378, 364, 150]","[47099, 62]"
197,57.14,"[296, 1377, 1755, 1240]","[3072, 293, 318]"
198,52.63,"[4226, 2571, 913, 4370, 920, 25, 1307, 3100, 32, 2600, 1210, 198, 3147, 1617, 1619, 215, 356, 2023, 1645, 1277]","[2594, 3746, 5570, 357, 5607, 4235, 364, 2028, 1198, 3246, 2065, 1206, 3894, 24, 185, 1274, 923, 3868]"
199,43.14,"[4226, 6, 41997, 1178, 1179, 2336, 3117, 1213, 1214, 858, 2908, 1374, 1889, 2918, 1136, 2289, 1267, 30707, 1272, 2683, 1276, 4223]","[5377, 2692, 11, 55820, 910, 912, 21, 4378, 30749, 1693, 417, 6565, 5418, 5292, 440, 3129, 1339, 318, 1217, 1358, 56782, 6867, 6870, 3160, 2912, 55269, 1641, 2671, 2300]"
200,58.06,"[10, 3082, 61323, 6934, 6942, 6944, 1569, 4014, 4015, 8368, 56367, 5299, 2485, 3638, 51255, 1210, 6333, 1220, 63433, 32587, 4816, 3793, 339, 2006, 344, 8665, 44761, 2011, 2012, 4571, 6365, 3176, 40815, 2805, 56949, 44665]","[5, 31878, 3717, 913, 2724, 39, 1580, 4018, 56757, 50872, 3004, 1213, 318, 708, 2501, 2502, 31685, 8784, 1500, 4447, 6373, 5225, 2797, 5103, 49530, 1020]"
201,55.56,"[1, 2115, 260, 2762, 1291, 1196, 589, 16, 339, 2324, 1876, 597, 1909, 1307, 2716]","[1378, 1127, 296, 11, 1197, 2094, 2321, 2706, 593, 2100, 1721, 2302]"
202,52.87,"[1, 2, 1283, 2949, 6, 2951, 2571, 1291, 2959, 529, 150, 1307, 1184, 161, 3108, 1958, 1580, 3633, 3635, 3763, 1204, 1208, 953, 3260, 318, 2628, 1358, 1231, 2640, 3793, 1234, 595, 596, 3029, 858, 1370, 1500, 608, 2278, 999, 1131, 508, 750, 2288, 1267, 3836]","[1280, 1537, 2819, 1674, 3470, 2064, 1682, 1183, 3104, 3105, 1188, 1959, 1961, 2858, 306, 2100, 308, 1206, 2105, 3006, 3269, 3271, 1226, 3402, 971, 852, 3418, 3036, 3552, 1125, 2406, 1127, 2407, 110, 2414, 1265, 1266, 2289, 2802, 507, 1663]"
203,44.44,"[296, 4993, 56174, 110]","[88744, 70286, 4306, 4886, 318]"
204,75.0,"[88129, 33794, 3266, 293, 1222, 296, 91658, 32587, 5995, 62956, 47, 1206, 6807, 1208, 6104]","[3751, 3949, 33615, 58803, 59604]"
205,50.0,"[81834, 260, 81845]","[77561, 356, 3033]"
206,100.0,"[608, 1, 7, 14, 783, 661]",[]
207,66.67,"[1321, 2021]",[1347]
208,66.67,"[2916, 2628, 589, 110]","[1210, 2762]"
209,66.67,"[2959, 593, 3578, 74458, 68157, 318]","[68954, 4011, 356]"
210,86.11,"[5378, 7811, 260, 7810, 68358, 100611, 48780, 130444, 62999, 81564, 79139, 84772, 1196, 122926, 147376, 147378, 147380, 179511, 5944, 5816, 116797, 98243, 2628, 117192, 128842, 589, 7649, 113378, 179819, 102125, 62836]","[3147, 50872, 2716, 49278, 180031]"
211,78.95,"[3034, 260, 296, 32587, 1196, 8665, 2959, 7153, 50, 55765, 95510, 73017, 1210, 79132, 58559]","[2858, 78499, 57669, 1198]"
212,63.89,"[166528, 1291, 106002, 924, 122916, 26662, 122918, 81834, 122922, 80693, 51255, 67255, 166461, 68157, 180031, 179401, 589, 96079, 4306, 2005, 94959, 180985, 27773]","[318, 64614, 48394, 93838, 104879, 4016, 109374, 4979, 51540, 30707, 81591, 163645, 2078]"
213,26.67,"[5952, 1370, 589, 58559]","[3424, 64969, 6058, 6539, 908, 3409, 1682, 1721, 3481, 858, 69757]"
215,52.38,"[5952, 260, 3210, 6155, 1297, 50, 1203, 2324, 1617, 5782, 3448]","[1704, 2686, 55820, 2542, 144, 3252, 1206, 1208, 60766, 58047]"
216,66.67,"[3972, 1028, 1032, 3977, 2186, 3210, 913, 916, 3994, 2857, 2863, 3507, 1230, 1617, 3543, 1244, 3298, 497, 1394, 3578]","[2208, 34, 3300, 2858, 910, 1238, 1304, 955, 125, 2239]"
217,70.0,"[1, 3341, 3347, 34, 1196, 1198, 1711, 3256, 954, 2115, 1610, 2762, 2137, 1370, 474, 1371, 1373, 494, 2414, 1148, 2174]","[480, 2407, 1641, 10, 909, 910, 2735, 2870, 2524]"
218,33.33,"[2699, 471]","[5952, 345, 2692, 750]"
219,59.26,"[62336, 3972, 31878, 778, 54286, 6548, 2716, 44191, 2723, 1704, 8360, 1196, 1198, 56367, 50, 51255, 6711, 1210, 56251, 457, 1617, 56788, 3030, 3033, 858, 6874, 480, 53996, 4848, 54259, 49272, 27773]","[10, 780, 1805, 2321, 150, 2717, 44195, 44199, 4649, 27831, 50872, 3000, 64575, 8641, 3911, 4816, 8528, 2268, 63082, 364, 3949, 2301]"
220,69.77,"[1, 2692, 68358, 10, 1291, 2700, 45722, 3996, 2716, 32, 4896, 58025, 3114, 1196, 1197, 1198, 303, 8368, 45499, 8636, 6333, 318, 3159, 4954, 2011, 2012, 349, 6365, 608, 6377]","[5218, 4011, 55820, 3147, 45517, 590, 8464, 1387, 2028, 1393, 4022, 57368, 733]"
221,53.85,"[3328, 1284, 3334, 1927, 910, 2959, 912, 1041, 913, 7056, 1944, 1945, 29, 2973, 32, 296, 5291, 3504, 1201, 50, 1203, 2997, 953, 9018, 1466, 318, 965, 1222, 1225, 3529, 348, 608, 1125, 7013, 1260, 8044, 1263, 1136, 2289, 1394, 8949, 2300]","[27776, 2692, 1287, 1288, 4361, 6538, 3983, 32022, 6552, 3996, 5669, 2599, 1449, 31658, 27820, 3246, 3507, 1206, 27834, 8128, 3911, 1224, 2248, 6987, 8014, 1104, 593, 8914, 31702, 5225, 1259, 750, 6639, 4467, 4605, 2686]"
222,61.9,"[4993, 4963, 1221, 296, 91529, 98124, 7438, 47, 110, 1213, 97304, 2716, 68157]","[4995, 1220, 3173, 64969, 8528, 66744, 3421, 8958]"
223,77.78,"[48516, 5445, 5349, 48394, 2316, 318, 58559]","[2144, 4973]"
224,66.67,"[2144, 289, 3361, 2915, 39, 3436, 2100, 2804, 1270, 2108]","[356, 3496, 1259, 2797, 1265]"
225,53.33,"[69, 2248, 2633, 1196, 2001, 1753, 2011, 1407]","[2791, 104, 1641, 1197, 1079, 2716, 223]"
226,53.33,"[4993, 33794, 2054, 45447, 3210, 2959, 16, 3988, 661, 1276, 3481, 2716, 671, 32, 45728, 2082, 420, 1704, 2984, 8874, 1196, 6188, 2231, 7360, 2115, 4306, 216, 1240, 1246, 480, 608, 5989, 54503, 5481, 2671, 4980, 2683, 35836, 7293, 1278]","[54272, 1288, 1672, 10, 4489, 6025, 6796, 2329, 7325, 1193, 5418, 4011, 1197, 180, 2997, 3253, 6711, 3254, 441, 3535, 8784, 1236, 54997, 6870, 5464, 37720, 2268, 223, 4326, 8807, 3948, 46578, 4979, 1655, 3578]"
227,54.17,"[32, 115713, 48774, 6377, 91658, 32587, 750, 111759, 2959, 47, 116797, 150, 30749]","[59369, 778, 63082, 54286, 31410, 62644, 97304, 97913, 6874, 858, 52319]"
228,66.67,"[2722, 2571, 260, 50]","[3005, 318]"
229,58.33,"[1, 356, 10, 236, 345, 508, 349]","[265, 237, 500, 21, 475]"
230,63.64,"[736, 33794, 8644, 5349, 55241, 33679, 5459]","[54272, 253, 5218, 597]"
231,100.0,"[260, 296, 2571, 1291, 589, 1270]",[]
232,56.06,"[5378, 5379, 48516, 6537, 4874, 6539, 60684, 527, 4886, 39446, 5400, 67734, 79132, 64034, 1197, 1198, 47, 59315, 1210, 68157, 79293, 8644, 1994, 32587, 589, 51662, 4816, 55765, 8665, 51931, 5989, 5991, 71530, 2028, 110, 71535, 7293]","[2, 3980, 34319, 529, 30749, 78499, 68135, 71464, 7347, 6708, 4022, 5956, 3147, 3275, 59985, 51540, 54997, 30812, 2268, 8798, 7263, 64614, 55276, 3949, 46578, 3189, 35957, 63479, 47099]"
233,71.43,"[7361, 1732, 48516, 296, 2028, 170705, 50, 1298, 4306, 318]","[177593, 7371, 3949, 4973]"
234,66.67,"[1, 1030, 2571, 1036, 1690, 4519, 2088, 2985, 2090, 3114, 3624, 1359, 4306, 3672, 480, 1377, 2406, 364, 1907, 3699, 1275, 4351]","[610, 2373, 648, 2089, 42, 2987, 688, 1073, 1784, 24, 377]"
235,41.67,"[235, 589, 593, 440, 25]","[265, 11, 590, 21, 246, 377, 380]"
236,85.71,"[1350, 2505, 2572, 3052, 2542, 1278]",[1214]
237,66.67,"[32, 293, 318, 44191]","[36529, 44195]"
238,100.0,"[3682, 163, 1092, 1221, 4803, 3528, 4848, 3508, 4855]",[]
239,70.0,"[2944, 1, 1527, 260, 48516, 6, 648, 2571, 6539, 48780, 7438, 2959, 54286, 1682, 2706, 4886, 3994, 4896, 292, 5669, 1704, 4008, 1580, 38061, 36529, 1466, 1210, 1213, 1214, 1089, 1090, 5445, 454, 8665, 6502, 6378, 40815, 1136, 54001, 8950, 2167, 1917]","[288, 608, 8132, 457, 11, 4011, 3052, 2542, 4880, 2194, 54259, 2141, 7445, 5782, 440, 47610, 733, 8798]"
240,75.0,"[256, 1, 2, 3, 420, 196, 135, 383, 780, 333, 110, 338, 531, 344, 185, 413, 253, 255]","[736, 673, 104, 174, 529, 542]"
241,80.0,"[106920, 2571, 3083, 8973, 47, 50, 8981, 60950, 215, 71899, 68157, 8638]","[106696, 104841, 3910]"
242,83.33,"[32, 47, 432, 434, 380]",[111]
243,66.67,"[227, 10, 172, 44, 466, 442]","[520, 193, 36]"
244,55.0,"[1090, 547, 1597, 6, 457, 3082, 1610, 1196, 2797, 110, 541]","[3811, 2919, 1288, 10, 3755, 1356, 1293, 1197, 1754]"
246,62.75,"[62336, 4993, 53125, 3079, 63113, 6539, 70286, 2959, 17, 8983, 8984, 410, 28, 29, 541, 44191, 26662, 81845, 94777, 1210, 86332, 7361, 33615, 1240, 6618, 1884, 86880, 2020, 85736, 6377, 40815, 7153]","[95105, 55820, 52885, 5013, 62999, 4246, 5279, 4270, 81591, 69951, 94015, 80969, 1243, 2916, 357, 7147, 71535, 4720, 2046]"
247,75.0,"[1, 4226, 6539, 48780, 4878, 527, 152081, 79132, 115617, 78499, 1704, 81834, 47, 50, 1089, 588, 115149, 112852, 2028, 7153, 54001]","[480, 1193, 6377, 51662, 1073, 1682, 3578]"
248,100.0,"[86880, 2115, 60069, 1291, 1198, 151763, 147382, 147384, 84152]",[]
249,62.34,"[169984, 1, 2, 69122, 114180, 111113, 1036, 122906, 82459, 1566, 32, 122912, 122916, 1061, 1580, 53322, 7254, 106072, 106100, 31878, 48774, 93831, 2700, 89745, 2706, 148626, 4776, 58025, 38061, 1201, 5810, 1203, 87222, 87232, 187593, 3793, 112852, 8917, 33493, 1240, 733, 134368, 2273, 52458, 52973, 750, 171763, 8950, 105213, 253, 111362, 260, 87306, 95510, 2329, 79132, 110882, 293, 72998, 99114, 5952, 57669, 168266, 32587, 103249, 107348, 79702, 117590, 119141, 6502, 91500, 1917, 4993, 91529, 107406, 99728, 6548, 89492, 3994, 3489, 4007, 103335, 118696, 103341, 107953, 8636, 3005, 8641, 89047, 97752, 3034, 480, 55269, 55278, 55290, 143355]","[49286, 8957, 522, 159755, 81932, 778, 93838, 5903, 6539, 5266, 7317, 101525, 97304, 142488, 114074, 63131, 2716, 7325, 44191, 1954, 1573, 60072, 60074, 2353, 96821, 1206, 1079, 2997, 73017, 83134, 72641, 134853, 95558, 93512, 457, 95309, 160718, 79695, 8528, 3409, 2000, 4701, 60126, 91485, 5218, 64614, 1257, 63082, 69481, 161131, 1265, 42738, 134130, 4470, 58103, 3448, 69757, 49278]"
250,57.14,"[8880, 2739, 2085, 2407]","[345, 45, 318]"
251,50.0,"[1208, 1225, 293, 47]","[159817, 142115, 1197, 111]"
252,80.0,"[1, 168418, 115617, 78499, 122922, 364, 66097, 500]","[81845, 122886]"
253,16.67,"[1734, 5791]","[608, 4642, 446, 1449, 44555, 4973, 2064, 26524, 29, 26366]"
254,63.33,"[1, 33154, 48774, 48780, 7438, 3996, 44191, 32, 44195, 44199, 8360, 1196, 47, 1200, 5952, 1089, 7361, 32587, 338]","[5570, 4034, 48738, 356, 5319, 457, 4011, 2542, 2396, 30749, 2431]"
255,75.0,"[3552, 1194, 420]",[344]
256,64.1,"[122882, 4995, 68358, 2571, 69524, 8984, 6942, 6947, 88744, 3753, 170, 109487, 5171, 8371, 442, 6586, 8529, 2002, 4306, 126548, 2011, 4343, 91500, 44022, 106487]","[4992, 163, 92259, 3717, 453, 520, 3785, 48780, 111759, 18, 121171, 53972, 4246, 68954]"
257,33.33,[653],"[1288, 420]"
258,100.0,"[60069, 48774, 48394, 1197, 527, 318]",[]
259,50.0,"[1584, 7149, 6711]","[32, 153, 5945]"
260,59.26,"[6016, 1089, 4226, 4034, 471, 608, 3052, 3181, 1358, 47, 7022, 50, 1175, 6874, 1148, 3006]","[6027, 2572, 1357, 2413, 6288, 4529, 2580, 1301, 342, 6773, 29]"
261,66.67,"[4963, 5989, 4878, 47, 50, 1682, 1240, 79132]","[16, 81591, 2028, 96079]"
262,66.67,"[552, 28, 36, 213]","[608, 594]"
263,47.62,"[1, 2690, 1923, 8970, 11, 2324, 3996, 4896, 1188, 1196, 1197, 5952, 7361, 2761, 1873, 1639, 745, 7153, 2291, 509]","[4992, 5507, 262, 527, 912, 17, 282, 3897, 1610, 2763, 8014, 1617, 8914, 30812, 2268, 224, 4973, 5617, 500, 1912, 1020, 3967]"
264,33.33,"[4896, 1356, 1372]","[1, 1250, 4995, 150, 4886, 253]"
265,70.83,"[32, 1921, 480, 3035, 2393, 2985, 1356, 1784, 529, 379, 3733, 150, 3701, 1270, 1945, 923, 1276]","[2433, 36, 2407, 969, 3730, 3060, 953]"
266,60.61,"[6, 778, 2571, 16, 21, 3108, 1573, 296, 1213, 2115, 1093, 1222, 1617, 608, 1127, 1136, 2804, 2167, 1275, 2174]","[2560, 3265, 353, 1220, 1285, 356, 1288, 1610, 2890, 2863, 2580, 3060, 733]"
267,66.67,"[3527, 1320, 1356, 3471, 2706, 1653, 1175, 2683, 924, 29]","[3552, 1093, 2699, 110, 58]"
268,61.11,"[1125, 41, 1673, 2858, 2349, 1230, 50, 1234, 2770, 1077, 1303]","[1094, 2344, 2762, 2351, 1394, 1238, 29]"
269,83.33,"[832, 3, 6, 780, 783]",[1]
270,83.33,"[608, 736, 14, 17, 661]",[1]
271,33.33,"[32, 924]","[345, 5508, 55765, 5902]"
272,83.33,"[318, 89745, 1527, 1240, 84152]",[112138]
273,69.23,"[32, 514, 262, 364, 367, 783, 500, 21, 248]","[1, 410, 236, 509]"
274,57.29,"[1, 4226, 48385, 60161, 2947, 6, 68358, 53000, 4995, 10, 1036, 2060, 2700, 59022, 5903, 2959, 2328, 27674, 69275, 79132, 288, 3362, 296, 2606, 48304, 6707, 1461, 1208, 52281, 1209, 3897, 1089, 1729, 7236, 69, 70, 3275, 32587, 589, 2384, 55765, 3671, 1240, 44761, 1884, 7646, 1253, 5989, 2918, 69481, 59369, 364, 44397, 7293, 4223]","[6016, 3843, 53123, 4238, 33166, 3857, 43921, 6807, 3608, 2329, 26778, 2076, 3363, 31909, 293, 55721, 1967, 50, 47610, 6708, 1206, 3639, 1079, 5047, 7235, 590, 55118, 593, 1235, 5080, 7930, 80219, 80489, 2028, 1517, 367, 26736, 1527, 7802, 2683, 380]"
275,45.56,"[1, 4993, 903, 904, 3210, 908, 5902, 1784, 21, 2330, 541, 3362, 2731, 2352, 1968, 5938, 2355, 1208, 3384, 1210, 953, 954, 4034, 4291, 4037, 3911, 1228, 1230, 3408, 1617, 1234, 1747, 2518, 215, 348, 2542, 1136, 1270, 5878, 4728, 1148]","[1280, 5377, 2186, 2700, 17, 5013, 3481, 1307, 2716, 1278, 5418, 2859, 556, 1965, 3246, 1199, 1966, 3504, 1333, 3255, 3897, 1594, 3006, 3910, 4809, 1610, 2890, 1358, 4816, 593, 1875, 3543, 4061, 3038, 3039, 2912, 994, 1123, 5349, 2150, 357, 232, 235, 2539, 4334, 4979, 372, 4345, 2174]"
276,75.0,"[1, 673, 260, 7, 231, 648, 333, 1042, 1210]","[728, 2, 1196]"
277,83.33,"[32, 104, 1356, 880, 849]",[1]
278,40.0,"[54272, 4002]","[50, 203, 318]"
279,66.67,"[33794, 260, 57669, 1222, 296, 80489, 1258, 2571, 112171, 112556, 38061, 110, 164179, 168248, 858, 924, 1240, 58559]","[2403, 2502, 91529, 1036, 61132, 161582, 79702, 112183, 8376]"
280,61.54,"[1, 45447, 7, 3210, 8341, 27, 79132, 3489, 56367, 8368, 78772, 1213, 8638, 72641, 55247, 4306, 595, 5970, 1247, 91104, 5989, 6377, 40815, 63992]","[2432, 41573, 64614, 91079, 3753, 4649, 586, 55052, 63082, 91500, 2541, 2352, 4310, 1207, 575]"
281,33.33,[2329],"[8368, 7325]"
