userId,porcentagem_coberta,filmes_apareceram,filmes_nao_apareceram
135,29.63,"[32, 1923, 2115, 551, 296, 1449, 1291, 2571, 1036, 1422, 527, 47, 1200, 2124, 1429, 4571]","[1, 1674, 785, 4634, 3996, 3740, 671, 1954, 292, 293, 4776, 2987, 1967, 1073, 3250, 1203, 1077, 1206, 2997, 3253, 4022, 3005, 3263, 2502, 2763, 4066, 485, 742, 1639, 2791, 2409, 2792, 1259, 1265, 1653, 2167, 3704, 3708]"
136,26.67,"[161, 468, 165, 253]","[256, 168, 10, 491, 15, 16, 339, 340, 471, 252, 349]"
137,37.04,"[903, 2571, 1230, 1231, 1200, 1299, 1301, 858, 923, 924]","[1, 6787, 6377, 1293, 1198, 750, 2064, 1233, 110, 1203, 111, 6650, 951, 2330, 3741, 3742, 3679]"
138,40.0,"[59784, 59103]","[616, 849, 222]"
139,83.33,"[260, 122886, 3753, 98809, 106489]",[1198]
140,21.84,"[11, 33166, 3735, 3098, 165, 4014, 2764, 599, 474, 858, 349, 608, 2019, 6378, 42730, 362, 1262, 30707, 3448]","[1408, 3074, 43396, 3717, 6, 647, 2822, 4874, 4880, 912, 1682, 2194, 21, 151, 3101, 3230, 3998, 161, 1441, 7076, 44709, 1704, 1961, 5418, 3372, 27821, 4018, 3255, 4535, 1721, 1465, 4161, 1090, 2497, 5060, 2501, 5064, 1097, 1101, 2000, 5464, 4187, 2268, 480, 1250, 866, 356, 3685, 2278, 5479, 6377, 7018, 2797, 2542, 5103, 4337, 1266, 4339, 6386, 7027, 500, 1013, 1015, 4857, 3451, 1017, 3198, 4223]"
141,50.0,"[1, 4993, 78499, 260, 1732, 296, 8874, 69844, 1653, 68954]","[3361, 3489, 8641, 4963, 5445, 134853, 1968, 8529, 3255, 139385]"
142,33.33,"[364, 47, 588]","[34, 356, 36, 590, 527, 344]"
143,25.0,"[59421, 103141, 101142]","[2144, 6593, 356, 103335, 6377, 47122, 1721, 68954, 6619]"
144,44.44,"[32, 2081, 4226, 2115, 778, 47, 7153, 2329]","[1028, 356, 357, 6953, 1035, 4014, 17, 337, 7034, 3996]"
145,33.33,[50],"[1, 111]"
146,0.0,[],"[32, 2085, 830]"
147,0.0,[],"[225, 163, 2699, 5]"
148,55.56,"[4896, 98243, 54001, 4308, 68954]","[108932, 98491, 356, 60069]"
149,83.33,"[260, 1253, 1240, 316, 1214]",[32]
150,40.0,"[25, 1356]","[32, 805, 6]"
151,41.67,"[1409, 837, 813, 719, 1429]","[736, 1, 743, 840, 9, 1432, 62]"
152,26.67,"[6016, 88129, 2959, 47]","[64839, 904, 1193, 2858, 908, 64620, 64716, 111, 50, 89492, 96829]"
153,0.0,[],"[7265, 112290, 5992, 88810, 7147, 56715, 140174, 56367, 1682, 158966, 1271, 1246]"
154,66.67,"[115617, 114662, 119145, 81834, 89745, 79132]","[1704, 1097, 356]"
155,66.67,"[3555, 260, 2502, 432, 3578, 3615]","[2355, 2628, 333]"
156,22.73,"[1217, 1219, 1284, 1288, 4973, 913, 3506, 1617, 858, 1276, 1213, 3096, 922, 1244, 541]","[1, 6666, 1035, 3341, 5902, 17, 1172, 21, 919, 2202, 3099, 4378, 154, 1179, 6684, 2599, 1193, 1961, 1965, 1966, 562, 3507, 4914, 2997, 6711, 1596, 3134, 2239, 8128, 969, 6218, 2511, 848, 593, 3408, 1238, 3418, 223, 1247, 866, 3556, 2917, 2406, 999, 5991, 1641, 7396, 235, 2289, 7285, 2941]"
157,33.33,[527],"[785, 1270]"
158,33.33,[2490],"[2428, 327]"
159,30.77,"[8360, 1, 3114, 8533]","[72641, 72998, 7143, 1704, 2858, 166643, 150, 69757, 318]"
160,35.42,"[32, 1090, 260, 1221, 198, 551, 839, 1222, 2023, 748, 589, 4306, 150, 1213, 2840, 541, 2078]","[1, 2, 1411, 1028, 3593, 778, 3083, 3858, 4246, 2455, 3868, 3616, 1059, 2858, 1339, 6591, 1734, 3910, 1994, 3147, 2387, 1748, 4055, 3160, 2791, 5991, 5992, 2028, 1391, 3578, 2427]"
161,55.56,"[1, 1289, 48, 38038, 2617]","[47610, 252, 2135, 7247]"
162,55.56,"[515, 261, 266, 509, 31]","[16, 17, 272, 527]"
163,100.0,"[1608, 1625, 1588]",[]
164,44.44,"[1200, 1210, 589, 3527]","[480, 110, 1201, 3639, 3578]"
165,9.09,[5218],"[5377, 2019, 5991, 5418, 1291, 6188, 1198, 110, 368, 249]"
166,38.1,"[1, 4226, 1089, 353, 6502, 8360, 1500, 3114, 5418, 527, 4306, 5464, 2329, 45499, 8636, 1245]","[51080, 10, 2571, 33166, 7438, 17, 1193, 1580, 2353, 6711, 4027, 46530, 5445, 1097, 1225, 3147, 32587, 51662, 31696, 1617, 1234, 3160, 6874, 51935, 356, 46578]"
167,41.67,"[5349, 34405, 104, 1291, 4011, 4016, 3793, 7153, 38038, 5146]","[33794, 5218, 2502, 2791, 6857, 778, 7147, 2413, 1136, 1073, 180, 150, 1527, 1278]"
168,40.74,"[8128, 3681, 1221, 1222, 903, 296, 57669, 1225, 908, 1201, 858]","[2657, 48738, 7333, 265, 1193, 2858, 55820, 2890, 111, 3730, 1172, 1269, 1302, 3543, 1276, 7934]"
169,24.64,"[4896, 1, 2, 899, 1282, 1569, 3594, 7147, 6188, 588, 5816, 1517, 7153, 595, 5014, 440, 4639]","[3, 1288, 6539, 6155, 914, 1042, 4373, 150, 5400, 4890, 5151, 2724, 6565, 5415, 6568, 1962, 3755, 3247, 1073, 4018, 5941, 4022, 185, 4025, 1083, 8641, 5444, 2501, 2502, 4936, 2762, 6218, 8783, 8529, 594, 852, 4310, 3159, 3160, 2394, 2011, 2012, 3552, 2791, 104, 7143, 364, 5103, 5873, 1270, 377, 1663]"
170,66.67,"[48, 34, 356, 110]","[377, 500]"
171,33.33,"[1089, 707, 260, 714, 720, 1276, 1080, 828]","[1, 485, 1291, 861, 235, 1198, 176, 1201, 29, 500, 1079, 1304, 25, 858, 541, 1208]"
172,16.67,[3578],"[527, 3087, 593, 2770, 277]"
173,0.0,[],"[17, 141, 150]"
174,27.27,"[648, 11, 333]","[480, 736, 34, 39, 520, 337, 344, 539]"
175,66.67,"[3594, 56949, 47382, 3791]","[45880, 2300]"
176,66.67,"[329, 553, 589, 110, 47, 368]","[10, 349, 590]"
177,25.23,"[1028, 1029, 53125, 91529, 8970, 2959, 912, 4886, 91542, 78499, 2085, 2087, 8360, 2300, 81845, 81847, 116797, 588, 88140, 93006, 594, 116823, 110553, 858, 61406, 40819, 46972]","[1, 6155, 1036, 81932, 77846, 2080, 39, 47, 56367, 66097, 593, 4700, 88163, 97921, 107141, 97938, 108190, 1193, 60074, 25771, 1197, 1203, 40629, 50872, 67267, 2248, 6870, 3801, 1247, 1252, 6887, 1256, 6377, 6378, 79091, 3844, 2312, 56587, 8972, 8464, 7451, 6942, 71970, 2858, 1333, 318, 5444, 837, 5445, 41285, 3408, 339, 88405, 344, 3418, 4447, 2918, 98154, 3948, 71535, 66934, 3451, 5502, 45950, 1407, 898, 1411, 59784, 1931, 910, 911, 1936, 1938, 928, 932, 946, 72641, 56775, 46578, 50685]"
178,33.33,"[7361, 6502, 2571, 4235, 7153, 2329]","[608, 1, 356, 357, 4967, 1193, 10, 1198, 2231, 25, 349, 4734]"
179,13.33,"[786, 494]","[480, 1, 161, 3, 1061, 780, 141, 18, 500, 150, 317, 349, 318]"
180,20.0,[260],"[3552, 4993, 1196, 1136]"
181,55.56,"[490, 11, 339, 539, 61]","[480, 257, 34, 277]"
182,22.45,"[1, 4226, 1281, 2948, 2949, 4361, 2058, 778, 4878, 3984, 4881, 919, 924, 431, 2991, 2993, 8370, 2997, 1206, 3271, 1224, 3911, 2762, 3158, 858, 3429, 5995, 1136, 2672, 5107, 760, 1148, 4349]","[3078, 6, 1542, 5131, 14, 2067, 6679, 4641, 4642, 36, 41, 47, 4681, 590, 3150, 1104, 593, 8784, 600, 3160, 7264, 7265, 1645, 2683, 2686, 4225, 7299, 1673, 4235, 1676, 5772, 6285, 3740, 3742, 5791, 6305, 3747, 2730, 5810, 1204, 1207, 2232, 6335, 194, 198, 2248, 1225, 3272, 1227, 2763, 3275, 1748, 215, 1754, 1251, 1252, 1253, 2294, 1784, 1274, 4350, 1279, 4874, 2336, 306, 307, 3897, 6969, 6971, 318, 3910, 3409, 2387, 1365, 2391, 3418, 1377, 5991, 5992, 7022, 1391, 4978, 4979, 5498, 1921, 2947, 4995, 8581, 3977, 1941, 3992, 412, 1952, 441, 4029, 4032, 3521, 4037, 5574, 1480, 5577, 971, 3535, 6620, 2529, 3556, 2022, 2541, 2542, 6645, 3062, 1527, 5110, 3070]"
183,50.0,"[1210, 1200, 1201, 3062, 1370, 380]","[1408, 2947, 1387, 110, 2993, 377]"
184,62.5,"[171011, 122918, 122920, 159817, 122922, 178827, 180297, 102125, 180497, 112852, 114935, 162968, 168250, 79132, 106782]","[74754, 4226, 112552, 5995, 80463, 2579, 105653, 157369, 170907]"
185,33.33,"[2081, 364, 2085]","[1, 4226, 4878, 4308, 2396, 223]"
186,36.67,"[1, 898, 2054, 1544, 10, 3988, 1301, 4121, 1320, 950, 953, 1210, 1214, 2628, 1240, 3675, 5349, 2406, 1127, 1391, 3697, 379]","[1921, 2, 2819, 899, 902, 2186, 3471, 2064, 2078, 1073, 1334, 952, 2617, 4027, 4795, 5181, 2366, 2369, 4813, 592, 593, 594, 3408, 1876, 3409, 2140, 5214, 2916, 4713, 2541, 2797, 1136, 2161, 1909, 1527, 377, 380, 3711]"
187,39.29,"[27660, 49932, 2064, 29, 4640, 290, 296, 6440, 47, 1464, 1209, 1210, 7099, 1214, 1617, 30810, 3681, 6502, 1136, 7153, 7156, 8950]","[1921, 8961, 31364, 27397, 2700, 16, 5244, 1148, 2076, 4641, 7976, 2858, 3627, 7981, 31410, 1466, 319, 5570, 3910, 27592, 8012, 1120, 6368, 741, 37733, 5608, 745, 37741, 750, 4720, 8949, 49272, 2810, 39292]"
188,28.57,"[1537, 594, 918, 919]","[2436, 5060, 356, 2565, 7, 3469, 1747, 2359, 1304, 926]"
189,66.67,"[5952, 7153, 48516, 527]","[356, 318]"
190,58.33,"[4896, 6016, 4995, 527, 8950, 6711, 858]","[8961, 4973, 8464, 6708, 318]"
191,27.78,"[6, 16, 50, 306, 246]","[1, 162, 417, 230, 235, 299, 300, 496, 52, 151, 58, 155, 348]"
192,66.67,"[160, 380, 10, 356]","[432, 150]"
193,42.86,"[296, 260, 4878]","[1207, 5618, 97938, 527]"
194,33.33,[1090],"[1288, 1035]"
195,18.18,"[1958, 6, 296, 16, 3793, 1912]","[3203, 260, 648, 778, 10, 1805, 1302, 4246, 2841, 2858, 1196, 3897, 1210, 4034, 3911, 1358, 2387, 2391, 1120, 866, 4067, 3174, 235, 2797, 1392, 3186, 2423]"
196,50.0,"[6378, 364, 150]","[44665, 47099, 62]"
197,42.86,"[296, 1377, 1240]","[3072, 1755, 293, 318]"
198,26.32,"[32, 4226, 198, 2023, 2571, 913, 4370, 1617, 920, 1210]","[4235, 2065, 24, 25, 923, 3868, 1307, 3100, 2594, 3746, 2600, 1198, 3246, 1206, 3894, 185, 5570, 3147, 1619, 215, 356, 357, 5607, 364, 1645, 2028, 1274, 1277]"
199,23.53,"[2336, 4226, 6, 2683, 1136, 1267, 30707, 1272, 1179, 1213, 1214, 4223]","[5377, 2692, 11, 55820, 41997, 910, 912, 1276, 21, 4378, 1178, 30749, 1693, 417, 6565, 5418, 5292, 3117, 440, 3129, 1339, 318, 1217, 1358, 56782, 6867, 6870, 3160, 858, 2908, 1374, 2912, 1889, 55269, 2918, 1641, 2671, 2289, 2300]"
200,45.16,"[10, 3082, 61323, 6934, 6942, 6944, 1569, 4014, 56367, 8368, 5299, 3638, 51255, 1210, 6333, 1220, 63433, 4816, 3793, 344, 8665, 44761, 2011, 2012, 4571, 6365, 40815, 56949]","[5, 31878, 3717, 913, 2724, 39, 1580, 4015, 4018, 2485, 56757, 50872, 3004, 1213, 318, 708, 2501, 2502, 31685, 32587, 8784, 339, 2006, 1500, 4447, 6373, 3176, 5225, 2797, 5103, 2805, 44665, 49530, 1020]"
201,44.44,"[1, 2115, 260, 2762, 1291, 1196, 589, 16, 2324, 1876, 1307, 2716]","[1378, 1127, 296, 11, 1197, 2094, 2321, 2706, 593, 2100, 339, 597, 1909, 1721, 2302]"
202,29.89,"[1, 2949, 2951, 2571, 1291, 2959, 1307, 161, 3108, 3633, 3635, 1208, 3260, 2628, 1358, 1231, 2640, 596, 858, 1370, 1500, 608, 999, 1131, 1267, 3836]","[1280, 1537, 2, 1283, 2819, 6, 1674, 3470, 2064, 529, 1682, 150, 1183, 3104, 3105, 1184, 1188, 1958, 1959, 1961, 2858, 1580, 306, 3763, 2100, 1204, 1206, 308, 2105, 953, 318, 3006, 3269, 3271, 1226, 3402, 971, 3793, 1234, 595, 852, 3029, 3418, 3036, 3552, 1125, 2278, 1127, 2406, 2407, 110, 750, 2288, 1265, 1266, 2289, 2802, 2414, 507, 508, 1663]"
203,44.44,"[296, 4993, 56174, 110]","[88744, 70286, 4306, 4886, 318]"
204,50.0,"[33794, 3266, 1222, 296, 5995, 47, 1206, 6807, 1208, 6104]","[88129, 293, 3751, 91658, 32587, 62956, 3949, 33615, 58803, 59604]"
205,33.33,"[81834, 81845]","[77561, 356, 260, 3033]"
206,16.67,[14],"[608, 1, 7, 783, 661]"
207,0.0,[],"[1321, 1347, 2021]"
208,33.33,"[2628, 589]","[1210, 2762, 2916, 110]"
209,33.33,"[74458, 68157, 2959]","[356, 4011, 593, 3578, 68954, 318]"
210,77.78,"[5378, 7811, 260, 7810, 68358, 100611, 130444, 62999, 81564, 84772, 1196, 122926, 147376, 147378, 147380, 179511, 5816, 5944, 116797, 98243, 2628, 117192, 128842, 589, 7649, 179819, 102125, 62836]","[113378, 79139, 3147, 48780, 50872, 2716, 49278, 180031]"
211,68.42,"[3034, 260, 296, 1196, 8665, 2959, 50, 55765, 95510, 73017, 1210, 79132, 58559]","[78499, 57669, 2858, 32587, 1198, 7153]"
212,47.22,"[166528, 122916, 26662, 122918, 179401, 81834, 1291, 122922, 589, 94959, 4306, 51255, 67255, 180985, 924, 68157, 180031]","[48394, 93838, 106002, 2078, 104879, 4016, 80693, 81591, 166461, 318, 109374, 163645, 96079, 51540, 2005, 64614, 4979, 30707, 27773]"
213,26.67,"[5952, 1370, 589, 58559]","[3424, 64969, 6058, 6539, 908, 3409, 1682, 1721, 3481, 858, 69757]"
215,28.57,"[5952, 260, 3210, 1297, 50, 2324]","[3448, 1704, 2686, 6155, 55820, 2542, 144, 1617, 1203, 3252, 5782, 1206, 1208, 60766, 58047]"
216,30.0,"[3972, 1028, 1032, 2863, 913, 1617, 1394, 3994, 1244]","[3977, 2186, 3210, 910, 916, 1304, 2208, 34, 2857, 2858, 3507, 955, 2239, 1230, 1238, 3543, 3298, 3300, 497, 3578, 125]"
217,43.33,"[1, 34, 2115, 1610, 1196, 1198, 474, 3256, 1370, 1371, 1148, 1373, 2174]","[480, 2407, 1641, 10, 2762, 909, 910, 3341, 1711, 2735, 494, 3347, 2414, 2870, 2137, 954, 2524]"
218,33.33,"[2699, 471]","[5952, 345, 2692, 750]"
219,29.63,"[3972, 8360, 1196, 53996, 54286, 1198, 56367, 50, 54259, 3030, 51255, 49272, 6874, 1210, 56251, 858]","[62336, 31878, 10, 778, 780, 1805, 2321, 6548, 150, 2716, 2717, 44191, 2723, 44195, 44199, 1704, 4649, 6711, 3000, 27831, 50872, 2301, 64575, 8641, 3911, 457, 4816, 1617, 8528, 56788, 3033, 2268, 480, 63082, 364, 3949, 4848, 27773]"
220,44.19,"[1, 68358, 1291, 45722, 3996, 32, 4896, 3114, 1196, 1198, 8368, 45499, 8636, 6333, 2011, 2012, 6365, 608, 6377]","[2692, 10, 2700, 55820, 8464, 57368, 2716, 58025, 4011, 1197, 303, 4022, 318, 3147, 45517, 590, 3159, 4954, 733, 349, 5218, 1387, 2028, 1393]"
221,34.62,"[3328, 1284, 3334, 1927, 2959, 7056, 913, 1945, 2973, 32, 296, 5291, 1201, 1203, 2997, 1466, 318, 1222, 1225, 3529, 608, 1125, 7013, 1260, 1263, 1136, 2289]","[27776, 2692, 1287, 1288, 4361, 6538, 910, 3983, 912, 1041, 32022, 1944, 6552, 3996, 29, 5669, 2599, 1449, 31658, 27820, 3246, 3504, 50, 3507, 1206, 953, 27834, 9018, 8128, 965, 3911, 1224, 2248, 6987, 8014, 1104, 593, 8914, 31702, 348, 5225, 1259, 8044, 750, 6639, 1394, 4467, 8949, 2300, 4605, 2686]"
222,38.1,"[1221, 296, 91529, 98124, 7438, 47, 1213, 68157]","[4993, 4995, 1220, 4963, 3173, 64969, 110, 8958, 8528, 97304, 2716, 3421, 66744]"
223,55.56,"[48516, 5445, 5349, 2316, 58559]","[2144, 48394, 4973, 318]"
224,20.0,"[2915, 2804, 2108]","[2144, 289, 3361, 356, 39, 3496, 1259, 3436, 2797, 1265, 2100, 1270]"
225,40.0,"[69, 2248, 2001, 1753, 2011, 1407]","[2791, 104, 1641, 2633, 1196, 1197, 1079, 2716, 223]"
226,32.0,"[4993, 33794, 3210, 2959, 3988, 32, 45728, 2082, 420, 8874, 1196, 6188, 2115, 4306, 1240, 480, 608, 54503, 5481, 2671, 4980, 2683, 1276, 1278]","[54272, 2054, 45447, 1288, 1672, 10, 4489, 6025, 6796, 16, 661, 3481, 2329, 2716, 7325, 671, 2984, 1704, 1193, 4011, 5418, 1197, 180, 2997, 3253, 2231, 3254, 441, 6711, 7360, 3535, 8784, 1236, 54997, 6870, 216, 5464, 37720, 2268, 1246, 223, 5989, 4326, 8807, 3948, 46578, 4979, 1655, 3578, 35836, 7293]"
227,37.5,"[32, 6377, 91658, 32587, 750, 2959, 116797, 150, 30749]","[115713, 48774, 59369, 778, 63082, 54286, 111759, 47, 31410, 62644, 97304, 97913, 6874, 858, 52319]"
228,33.33,"[2571, 260]","[2722, 50, 3005, 318]"
229,33.33,"[345, 349, 356, 508]","[1, 265, 10, 236, 237, 500, 21, 475]"
230,36.36,"[5459, 8644, 5349, 33679]","[736, 54272, 5218, 33794, 55241, 597, 253]"
231,66.67,"[2571, 1291, 260, 589]","[296, 1270]"
232,19.7,"[5378, 48516, 6537, 71530, 589, 1198, 527, 47, 39446, 8665, 1210, 79132, 68157]","[2, 5379, 4874, 6539, 3980, 60684, 34319, 529, 4886, 67734, 5400, 30749, 64034, 78499, 68135, 71464, 1197, 7347, 6708, 59315, 4022, 79293, 5956, 8644, 1994, 3147, 3275, 32587, 51662, 4816, 59985, 51540, 54997, 55765, 51931, 2268, 30812, 8798, 7263, 5989, 64614, 5991, 2028, 3949, 110, 55276, 71535, 46578, 3189, 35957, 63479, 47099, 7293]"
233,50.0,"[7361, 1732, 48516, 296, 170705, 1298, 318]","[7371, 2028, 3949, 4973, 50, 4306, 177593]"
234,36.36,"[480, 1, 1377, 1030, 3114, 2571, 1036, 1359, 1907, 3699, 1690, 1275]","[648, 24, 4519, 2088, 2089, 42, 2090, 2985, 2987, 3624, 688, 1073, 2373, 4306, 3672, 610, 2406, 364, 1784, 377, 4351]"
235,16.67,"[25, 589]","[265, 11, 235, 590, 593, 21, 246, 440, 377, 380]"
236,71.43,"[1350, 2572, 3052, 2542, 1278]","[2505, 1214]"
237,50.0,"[32, 293, 44191]","[36529, 44195, 318]"
238,55.56,"[3682, 1092, 1221, 3508, 4855]","[3528, 163, 4848, 4803]"
239,53.33,"[1, 260, 48516, 6, 648, 2571, 6539, 7438, 2959, 54286, 3994, 4896, 292, 5669, 1704, 4008, 38061, 1466, 1210, 1213, 1214, 1089, 1090, 5445, 454, 8665, 6502, 40815, 1136, 54001, 8950, 1917]","[2944, 1527, 11, 48780, 4880, 1682, 2194, 2706, 7445, 4886, 5782, 288, 4011, 1580, 36529, 440, 8132, 457, 733, 2141, 8798, 608, 6378, 3052, 2542, 54259, 2167, 47610]"
240,45.83,"[1, 2, 420, 196, 135, 780, 333, 338, 344, 253, 383]","[256, 673, 736, 3, 104, 174, 110, 529, 531, 185, 413, 542, 255]"
241,66.67,"[106920, 2571, 3083, 8973, 47, 50, 60950, 215, 68157, 8638]","[3910, 106696, 104841, 8981, 71899]"
242,33.33,"[380, 47]","[32, 434, 432, 111]"
243,44.44,"[442, 466, 10, 44]","[193, 227, 36, 520, 172]"
244,30.0,"[541, 6, 1610, 1196, 110, 1597]","[1090, 547, 3811, 2919, 1288, 457, 10, 3082, 3755, 1293, 1197, 1356, 2797, 1754]"
246,45.1,"[62336, 4993, 53125, 63113, 6539, 2959, 17, 8983, 8984, 410, 28, 29, 541, 26662, 1210, 86332, 7361, 1240, 86880, 2020, 85736, 40815, 7153]","[95105, 3079, 55820, 70286, 5013, 4246, 62999, 52885, 44191, 5279, 4270, 81845, 81591, 94777, 69951, 94015, 80969, 33615, 6618, 1243, 1884, 2916, 357, 6377, 7147, 71535, 4720, 2046]"
247,57.14,"[1, 4226, 115617, 78499, 1089, 1704, 81834, 48780, 588, 4878, 527, 47, 7153, 54001, 112852, 79132]","[480, 1193, 6377, 6539, 2028, 115149, 51662, 152081, 1682, 1073, 50, 3578]"
248,77.78,"[86880, 2115, 60069, 1198, 147382, 147384, 84152]","[1291, 151763]"
249,33.77,"[169984, 1, 111362, 4993, 114180, 260, 31878, 91529, 1036, 2700, 107406, 89745, 2706, 6548, 89492, 95510, 122906, 79132, 32, 122912, 122916, 293, 4007, 103335, 118696, 99114, 1580, 38061, 103341, 1201, 5810, 87222, 8636, 87232, 5952, 8641, 187593, 53322, 3793, 112852, 33493, 107348, 117590, 106072, 1240, 733, 119141, 6502, 91500, 171763, 8950, 143355]","[2, 69122, 111113, 522, 159755, 81932, 97304, 82459, 1566, 1061, 1573, 96821, 1079, 95309, 7254, 4701, 5218, 64614, 63082, 106100, 69757, 49278, 48774, 49286, 93831, 93838, 5266, 148626, 7317, 101525, 142488, 63131, 2716, 7325, 44191, 4776, 58025, 60072, 60074, 1203, 1206, 83134, 134853, 8917, 60126, 134368, 2273, 1257, 52458, 52973, 750, 1265, 42738, 58103, 8957, 105213, 253, 778, 87306, 5903, 2329, 110882, 72998, 2353, 73017, 57669, 95558, 93512, 168266, 32587, 79695, 8528, 3409, 103249, 79702, 91485, 69481, 161131, 4470, 3448, 1917, 6539, 99728, 3994, 114074, 3489, 1954, 107953, 2997, 3005, 72641, 457, 160718, 2000, 89047, 97752, 3034, 480, 55269, 55278, 134130, 55290]"
250,42.86,"[8880, 2739, 2085]","[345, 45, 318, 2407]"
251,37.5,"[1208, 293, 47]","[142115, 159817, 1225, 1197, 111]"
252,70.0,"[1, 168418, 115617, 78499, 122922, 364, 500]","[66097, 81845, 122886]"
253,0.0,[],"[608, 4642, 446, 1734, 1449, 44555, 4973, 2064, 26524, 29, 26366, 5791]"
254,43.33,"[32, 5952, 33154, 1089, 7361, 44199, 8360, 32587, 1196, 7438, 47, 1200, 3996]","[1, 4034, 44195, 5570, 48738, 48774, 5319, 356, 457, 2431, 4011, 48780, 2542, 338, 2396, 30749, 44191]"
255,50.0,"[3552, 1194]","[344, 420]"
256,43.59,"[122882, 4995, 68358, 88744, 3753, 170, 2571, 109487, 4306, 5171, 69524, 8371, 126548, 44022, 8984, 6586, 2011]","[4992, 3717, 520, 48780, 111759, 18, 4246, 6942, 163, 6947, 442, 453, 3785, 8529, 2002, 121171, 53972, 68954, 4343, 92259, 91500, 106487]"
257,0.0,[],"[1288, 420, 653]"
258,66.67,"[318, 60069, 48774, 527]","[48394, 1197]"
259,0.0,[],"[32, 7149, 1584, 6711, 153, 5945]"
260,37.04,"[6016, 1089, 4226, 4034, 3052, 7022, 47, 1175, 6874, 1148]","[608, 6027, 2572, 1357, 1358, 2413, 6288, 4529, 50, 3181, 2580, 1301, 342, 471, 6773, 29, 3006]"
261,58.33,"[4963, 5989, 4878, 50, 1682, 1240, 79132]","[2028, 96079, 16, 47, 81591]"
262,0.0,[],"[608, 36, 552, 594, 213, 28]"
263,35.71,"[4896, 1, 2690, 5952, 1188, 7361, 1639, 2761, 745, 11, 1196, 1197, 1873, 7153, 509]","[4992, 1923, 5507, 262, 8970, 527, 912, 17, 2324, 282, 3996, 3897, 1610, 2763, 8014, 1617, 8914, 2268, 30812, 224, 4973, 5617, 2291, 500, 1912, 1020, 3967]"
264,33.33,"[4896, 1356, 1372]","[1, 1250, 4995, 150, 4886, 253]"
265,37.5,"[32, 480, 2985, 1356, 379, 1270, 2393, 3035, 1276]","[1921, 2433, 36, 2407, 953, 969, 529, 3730, 3060, 3733, 150, 3701, 1784, 1945, 923]"
266,45.45,"[608, 2115, 3108, 1573, 6, 1222, 296, 2571, 16, 1136, 2804, 21, 1275, 1213, 2174]","[2560, 3265, 353, 1220, 1285, 1093, 356, 1288, 1127, 778, 1610, 2890, 2863, 1617, 2580, 3060, 2167, 733]"
267,40.0,"[3527, 1320, 1356, 1653, 924, 29]","[3552, 1093, 2699, 110, 3471, 2706, 1175, 58, 2683]"
268,11.11,"[50, 2349]","[1125, 1094, 2344, 41, 1673, 2762, 2858, 1230, 2351, 1234, 1394, 2770, 1077, 1238, 1303, 29]"
269,16.67,[832],"[1, 3, 6, 780, 783]"
270,33.33,"[661, 14]","[608, 1, 736, 17]"
271,16.67,[924],"[32, 5508, 5902, 55765, 345]"
272,83.33,"[318, 89745, 1527, 1240, 84152]",[112138]
273,46.15,"[32, 364, 783, 500, 21, 248]","[1, 514, 262, 236, 367, 410, 509]"
274,21.88,"[1, 4226, 48385, 60161, 68358, 53000, 1036, 2700, 2959, 2328, 79132, 1461, 1208, 1209, 52281, 3275, 589, 2384, 1240, 1884, 2918]","[6016, 3843, 2947, 4995, 6, 53123, 10, 2060, 4238, 59022, 5903, 3857, 33166, 43921, 6807, 3608, 2329, 27674, 26778, 2076, 69275, 288, 3362, 3363, 31909, 293, 296, 55721, 2606, 1967, 48304, 50, 6707, 6708, 47610, 1206, 3639, 1079, 3897, 5047, 1089, 1729, 7235, 7236, 69, 70, 32587, 590, 55118, 593, 1235, 55765, 3671, 5080, 44761, 7930, 80219, 7646, 1253, 5989, 80489, 69481, 59369, 364, 44397, 2028, 367, 26736, 1517, 1527, 7802, 2683, 380, 7293, 4223]"
275,20.0,"[1, 4993, 4037, 903, 3210, 1228, 908, 1230, 5902, 1136, 1617, 1968, 1270, 1208, 953, 1210, 1148, 541]","[1280, 5377, 904, 2186, 2700, 1784, 17, 21, 5013, 3481, 2330, 1307, 2716, 1278, 3362, 5418, 2731, 556, 2859, 3246, 1199, 2352, 1965, 5938, 2355, 1966, 1333, 3504, 3255, 3384, 3897, 1594, 954, 3006, 4034, 4291, 3910, 3911, 4809, 1610, 2890, 1358, 4816, 593, 1234, 1747, 3408, 1875, 2518, 215, 3543, 348, 4061, 3038, 3039, 2912, 994, 1123, 5349, 2150, 357, 232, 235, 2539, 4334, 2542, 4979, 372, 5878, 4728, 4345, 2174]"
276,16.67,"[673, 333]","[1, 2, 260, 7, 231, 648, 1196, 1042, 728, 1210]"
277,33.33,"[849, 1356]","[32, 1, 104, 880]"
278,40.0,"[54272, 4002]","[50, 203, 318]"
279,40.74,"[33794, 260, 296, 2571, 112171, 112556, 38061, 164179, 168248, 924, 1240]","[2403, 57669, 1222, 2502, 91529, 80489, 1258, 1036, 61132, 161582, 110, 79702, 112183, 8376, 858, 58559]"
280,41.03,"[91104, 1, 5989, 7, 6377, 3210, 56367, 8368, 40815, 78772, 8341, 63992, 27, 79132, 1213, 8638]","[2432, 45447, 55052, 3489, 3753, 4649, 2352, 1207, 575, 72641, 91079, 586, 55247, 4306, 595, 5970, 4310, 1247, 41573, 64614, 63082, 91500, 2541]"
281,0.0,[],"[8368, 2329, 7325]"
